Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.295,9766810.0,-90.16
-1.9,16.298,9765690.0,-90.161
-1.8,16.3,9768060.0,-90.148
-1.7,16.296,9766620.0,-90.175
-1.6,16.292,9769030.0,-90.162
-1.5,16.302,9765280.0,-90.164
-1.4,16.305,9766630.0,-90.193
-1.3,16.306,9765550.0,-90.176
-1.2,16.302,9765090.0,-90.169
-1.1,16.304,9768890.0,-90.215
-1.0,16.29,9770970.0,-90.192
-0.9,16.289,9770270.0,-90.153
-0.8,16.291,9775280.0,-90.166
-0.7,16.289,9773490.0,-90.193
-0.6,16.292,9772330.0,-90.151
-0.5,16.309,9768090.0,-90.18
-0.4,16.296,9767140.0,-90.178
-0.3,16.296,9768340.0,-90.164
-0.2,16.295,9771800.0,-90.175
-0.1,16.295,9767200.0,-90.171
0.0,16.291,9770050.0,-90.18
0.1,16.296,9770690.0,-90.205
0.2,16.294,9767970.0,-90.202
0.3,16.291,9767810.0,-90.191
0.4,16.292,9771620.0,-90.185
0.5,16.297,9772100.0,-90.18
0.6,16.298,9768940.0,-90.19
0.7,16.297,9768250.0,-90.177
0.8,16.298,9771920.0,-90.182
0.9,16.301,9770030.0,-90.201
1.0,16.29,9768970.0,-90.195
1.1,16.287,9771900.0,-90.18
1.2,16.288,9769110.0,-90.188
1.3,16.292,9768580.0,-90.203
1.4,16.287,9771140.0,-90.21
1.5,16.294,9772270.0,-90.212
1.6,16.297,9768890.0,-90.171
1.7,16.291,9774960.0,-90.188
1.8,16.286,9774970.0,-90.211
1.9,16.297,9772070.0,-90.183
2.0,16.292,9769540.0,-90.175
2.1,16.296,9764720.0,-90.178
2.2,16.303,9770000.0,-90.159
2.3,16.304,9771040.0,-90.171
2.4,16.296,9772160.0,-90.136
2.5,16.295,9767740.0,-90.189
2.6,16.298,9766420.0,-90.207
2.7,16.296,9764270.0,-90.175
2.8,16.294,9768180.0,-90.165
2.9,16.296,9768500.0,-90.164
3.0,16.299,9771360.0,-90.183
