Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.898,10004900.0,-88.264
-1.9,15.895,10003300.0,-88.281
-1.8,15.898,10005300.0,-88.274
-1.7,15.897,10004000.0,-88.269
-1.6,15.894,10010000.0,-88.274
-1.5,15.892,10012400.0,-88.254
-1.4,15.899,10007200.0,-88.268
-1.3,15.894,10007500.0,-88.278
-1.2,15.891,10007300.0,-88.272
-1.1,15.901,10010100.0,-88.268
-1.0,15.897,10008200.0,-88.257
-0.9,15.89,10009000.0,-88.273
-0.8,15.891,10004900.0,-88.272
-0.7,15.892,10006600.0,-88.273
-0.6,15.891,10007800.0,-88.27
-0.5,15.892,10012300.0,-88.273
-0.4,15.9,10007900.0,-88.291
-0.3,15.9,10006700.0,-88.287
-0.2,15.901,10005100.0,-88.28
-0.1,15.893,10008500.0,-88.272
0.0,15.884,10009200.0,-88.271
0.1,15.886,10004900.0,-88.266
0.2,15.896,10002700.0,-88.275
0.3,15.894,10004400.0,-88.269
0.4,15.902,10006000.0,-88.275
0.5,15.896,10008500.0,-88.274
0.6,15.891,10005800.0,-88.251
0.7,15.893,10008400.0,-88.258
0.8,15.891,10008000.0,-88.242
0.9,15.902,10006700.0,-88.257
1.0,15.898,10006100.0,-88.254
1.1,15.888,10008900.0,-88.28
1.2,15.891,10008100.0,-88.275
1.3,15.89,10005000.0,-88.285
1.4,15.905,10010100.0,-88.269
1.5,15.899,10010300.0,-88.26
1.6,15.893,10003900.0,-88.251
1.7,15.893,10004600.0,-88.239
1.8,15.898,10010200.0,-88.236
1.9,15.904,10002100.0,-88.267
2.0,15.896,10006600.0,-88.274
2.1,15.9,10010800.0,-88.296
2.2,15.898,10008500.0,-88.301
2.3,15.901,10005500.0,-88.285
2.4,15.898,10008700.0,-88.278
2.5,15.895,10003900.0,-88.265
2.6,15.903,10007800.0,-88.275
2.7,15.903,10010700.0,-88.271
2.8,15.904,10010700.0,-88.27
2.9,15.889,10009700.0,-88.255
3.0,15.895,10010500.0,-88.276
