Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,18.955,8226070.000,-78.527
1200.000,18.593,7018660.000,-79.789
1250.000,18.444,6786030.000,-79.368
1500.000,17.617,5942890.000,-80.784
1600.000,17.794,5525570.000,-81.169
1660.000,17.892,5308210.000,-82.063
2000.000,18.346,4310740.000,-83.379
2400.000,18.334,3595280.000,-84.136
2500.000,18.346,3453950.000,-84.194
3000.000,18.266,2893100.000,-84.791
3200.000,18.263,2713360.000,-84.978
3330.000,18.262,2609380.000,-85.433
4000.000,18.253,2174630.000,-85.919
4800.000,18.085,1829950.000,-86.275
5000.000,18.048,1760410.000,-86.319
6000.000,17.967,1474200.000,-86.736
6400.000,17.932,1385030.000,-86.895
6660.000,17.911,1332360.000,-86.815
8000.000,17.818,1115370.000,-87.127
9600.000,17.831,928918.000,-87.392
10000.000,17.833,891671.000,-87.382
12000.000,17.691,749127.000,-87.590
12500.000,17.696,718989.000,-87.606
15000.000,17.710,598753.000,-87.803
16000.000,17.691,561922.000,-87.842
16600.000,17.680,541966.000,-87.886
20000.000,17.629,451180.000,-88.049
24000.000,17.572,377205.000,-88.135
25000.000,17.560,362383.000,-88.155
30000.000,17.531,302515.000,-88.277
32000.000,17.509,283946.000,-88.279
33300.000,17.496,273073.000,-88.311
40000.000,17.437,228111.000,-88.354
48000.000,17.393,190579.000,-88.402
50000.000,17.383,183064.000,-88.418
60000.000,17.345,152887.000,-88.476
64000.000,17.328,143474.000,-88.481
66600.000,17.317,137958.000,-88.496
80000.000,17.269,115177.000,-88.531
96000.000,17.227,96211.600,-88.564
100000.000,17.219,92409.900,-88.564
120000.000,17.182,77173.000,-88.557
125000.000,17.168,74144.100,-88.560
150000.000,17.108,62005.400,-88.605
160000.000,17.086,58205.300,-88.585
166000.000,17.074,56141.000,-88.576
200000.000,17.018,46750.500,-88.513
240000.000,16.994,39013.900,-88.641
250000.000,16.989,37464.500,-88.661
300000.000,16.956,31280.600,-88.673
320000.000,16.928,29374.500,-88.698
333000.000,16.912,28255.300,-88.713
400000.000,16.843,23618.900,-88.796
480000.000,16.866,19655.400,-88.686
500000.000,16.871,18863.700,-88.669
600000.000,16.850,15739.100,-88.663
640000.000,16.847,14758.100,-88.662
666000.000,16.845,14183.400,-88.660
800000.000,16.842,11809.500,-88.654
960000.000,16.864,9828.640,-88.637
1000000.000,16.873,9430.480,-88.639
#,#,#,#
