Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.951,9402380.0,-89.828
-1.9,16.958,9402500.0,-89.792
-1.8,16.961,9405810.0,-89.829
-1.7,16.96,9406660.0,-89.839
-1.6,16.942,9391230.0,-89.786
-1.5,16.955,9388510.0,-89.834
-1.4,16.955,9402460.0,-89.898
-1.3,16.951,9394030.0,-89.93
-1.2,16.945,9387860.0,-89.921
-1.1,16.959,9412340.0,-89.875
-1.0,16.943,9400770.0,-89.807
-0.9,16.93,9381320.0,-89.85
-0.8,16.928,9380210.0,-89.822
-0.7,16.924,9384620.0,-89.815
-0.6,16.95,9390380.0,-89.913
-0.5,16.925,9400050.0,-89.893
-0.4,16.93,9394400.0,-89.729
-0.3,16.932,9398560.0,-89.74
-0.2,16.937,9405460.0,-89.781
-0.1,16.932,9388930.0,-89.786
0.0,16.934,9391050.0,-89.876
0.1,16.944,9405640.0,-89.897
0.2,16.941,9398630.0,-89.917
0.3,16.946,9393980.0,-89.895
0.4,16.935,9403010.0,-89.85
0.5,16.961,9396820.0,-89.861
0.6,16.939,9385250.0,-89.824
0.7,16.945,9391410.0,-89.84
0.8,16.951,9386550.0,-89.828
0.9,16.938,9390190.0,-89.882
1.0,16.937,9394430.0,-89.838
1.1,16.941,9396190.0,-89.788
1.2,16.942,9401100.0,-89.823
1.3,16.945,9405620.0,-89.821
1.4,16.941,9391760.0,-89.831
1.5,16.922,9399120.0,-89.819
1.6,16.948,9401000.0,-89.874
1.7,16.944,9394990.0,-89.885
1.8,16.948,9396600.0,-89.868
1.9,16.944,9399680.0,-89.855
2.0,16.939,9391210.0,-89.87
2.1,16.949,9392020.0,-89.843
2.2,16.943,9398190.0,-89.825
2.3,16.94,9394070.0,-89.842
2.4,16.942,9398410.0,-89.859
2.5,16.955,9393870.0,-89.766
2.6,16.929,9393010.0,-89.861
2.7,16.929,9393360.0,-89.841
2.8,16.925,9394370.0,-89.854
2.9,16.931,9395670.0,-89.868
3.0,16.945,9405400.0,-89.897
