Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.386,9151270.0,-88.496
-1.9,17.387,9151300.0,-88.503
-1.8,17.389,9153790.0,-88.5
-1.7,17.388,9153630.0,-88.513
-1.6,17.388,9156760.0,-88.507
-1.5,17.39,9156530.0,-88.514
-1.4,17.387,9153880.0,-88.503
-1.3,17.39,9157290.0,-88.502
-1.2,17.391,9156600.0,-88.502
-1.1,17.386,9154860.0,-88.502
-1.0,17.388,9156810.0,-88.504
-0.9,17.387,9156680.0,-88.492
-0.8,17.387,9155110.0,-88.49
-0.7,17.384,9154460.0,-88.492
-0.6,17.382,9155610.0,-88.519
-0.5,17.386,9155270.0,-88.504
-0.4,17.381,9157070.0,-88.509
-0.3,17.386,9156120.0,-88.511
-0.2,17.381,9158890.0,-88.518
-0.1,17.386,9153710.0,-88.491
0.0,17.377,9155260.0,-88.507
0.1,17.38,9155240.0,-88.492
0.2,17.386,9154810.0,-88.507
0.3,17.383,9154270.0,-88.504
0.4,17.384,9157470.0,-88.502
0.5,17.379,9158140.0,-88.49
0.6,17.381,9155790.0,-88.514
0.7,17.381,9155240.0,-88.51
0.8,17.383,9157060.0,-88.506
0.9,17.382,9155860.0,-88.512
1.0,17.385,9157790.0,-88.516
1.1,17.379,9156600.0,-88.492
1.2,17.383,9155230.0,-88.508
1.3,17.385,9155420.0,-88.506
1.4,17.377,9157110.0,-88.513
1.5,17.382,9155840.0,-88.509
1.6,17.381,9159040.0,-88.506
1.7,17.385,9157550.0,-88.501
1.8,17.382,9156280.0,-88.51
1.9,17.382,9157930.0,-88.513
2.0,17.379,9156580.0,-88.523
2.1,17.38,9157510.0,-88.514
2.2,17.38,9158230.0,-88.509
2.3,17.378,9158350.0,-88.507
2.4,17.383,9154360.0,-88.481
2.5,17.373,9154970.0,-88.504
2.6,17.38,9156270.0,-88.496
2.7,17.377,9154440.0,-88.51
2.8,17.381,9156000.0,-88.506
2.9,17.385,9157700.0,-88.513
3.0,17.377,9156060.0,-88.502
