Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.779,10086300.0,-88.176
-1.9,15.78,10087300.0,-88.178
-1.8,15.781,10088000.0,-88.183
-1.7,15.782,10084900.0,-88.187
-1.6,15.783,10081100.0,-88.177
-1.5,15.774,10085900.0,-88.198
-1.4,15.769,10084400.0,-88.199
-1.3,15.769,10085000.0,-88.211
-1.2,15.769,10083700.0,-88.194
-1.1,15.772,10085000.0,-88.178
-1.0,15.773,10077200.0,-88.19
-0.9,15.782,10083500.0,-88.196
-0.8,15.78,10084700.0,-88.193
-0.7,15.775,10084800.0,-88.209
-0.6,15.78,10086800.0,-88.179
-0.5,15.776,10085000.0,-88.159
-0.4,15.774,10084600.0,-88.177
-0.3,15.77,10084800.0,-88.175
-0.2,15.777,10082900.0,-88.176
-0.1,15.77,10084100.0,-88.193
0.0,15.778,10086300.0,-88.207
0.1,15.776,10082600.0,-88.175
0.2,15.772,10086000.0,-88.168
0.3,15.774,10087500.0,-88.163
0.4,15.776,10080400.0,-88.179
0.5,15.77,10079300.0,-88.192
0.6,15.775,10088800.0,-88.201
0.7,15.775,10086700.0,-88.191
0.8,15.776,10085700.0,-88.203
0.9,15.776,10084400.0,-88.185
1.0,15.779,10084500.0,-88.171
1.1,15.774,10082000.0,-88.189
1.2,15.776,10082400.0,-88.186
1.3,15.781,10083600.0,-88.182
1.4,15.774,10081900.0,-88.181
1.5,15.776,10085300.0,-88.2
1.6,15.772,10084500.0,-88.165
1.7,15.769,10084000.0,-88.189
1.8,15.773,10085500.0,-88.181
1.9,15.77,10082700.0,-88.186
2.0,15.78,10081800.0,-88.179
2.1,15.782,10086100.0,-88.188
2.2,15.784,10084900.0,-88.195
2.3,15.777,10082100.0,-88.19
2.4,15.781,10088100.0,-88.183
2.5,15.771,10087200.0,-88.173
2.6,15.765,10078800.0,-88.189
2.7,15.77,10081400.0,-88.175
2.8,15.774,10084100.0,-88.15
2.9,15.772,10080500.0,-88.201
3.0,15.777,10083300.0,-88.183
