Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,18.436,8626200.0,-87.805
-1.9,18.441,8625250.0,-87.803
-1.8,18.444,8626300.0,-87.803
-1.7,18.44,8627460.0,-87.801
-1.6,18.436,8626240.0,-87.8
-1.5,18.444,8624960.0,-87.8
-1.4,18.442,8625950.0,-87.809
-1.3,18.437,8625450.0,-87.815
-1.2,18.442,8625320.0,-87.812
-1.1,18.44,8625430.0,-87.788
-1.0,18.438,8626490.0,-87.799
-0.9,18.439,8624310.0,-87.795
-0.8,18.442,8623160.0,-87.785
-0.7,18.444,8623640.0,-87.803
-0.6,18.438,8630100.0,-87.801
-0.5,18.439,8626560.0,-87.794
-0.4,18.438,8627090.0,-87.791
-0.3,18.438,8626600.0,-87.784
-0.2,18.447,8629270.0,-87.777
-0.1,18.436,8627120.0,-87.814
0.0,18.442,8629760.0,-87.805
0.1,18.438,8626900.0,-87.809
0.2,18.439,8628080.0,-87.81
0.3,18.445,8630270.0,-87.801
0.4,18.437,8627430.0,-87.791
0.5,18.439,8626350.0,-87.811
0.6,18.439,8630200.0,-87.796
0.7,18.435,8629220.0,-87.803
0.8,18.44,8625790.0,-87.809
0.9,18.444,8626590.0,-87.8
1.0,18.438,8628340.0,-87.802
1.1,18.444,8627060.0,-87.807
1.2,18.441,8627560.0,-87.811
1.3,18.441,8625690.0,-87.814
1.4,18.442,8627160.0,-87.823
1.5,18.442,8627490.0,-87.802
1.6,18.439,8627540.0,-87.811
1.7,18.436,8627750.0,-87.817
1.8,18.443,8629350.0,-87.792
1.9,18.44,8628790.0,-87.801
2.0,18.443,8629460.0,-87.798
2.1,18.441,8628110.0,-87.789
2.2,18.438,8627630.0,-87.793
2.3,18.441,8627760.0,-87.8
2.4,18.439,8628890.0,-87.812
2.5,18.438,8630620.0,-87.79
2.6,18.44,8630830.0,-87.817
2.7,18.44,8631320.0,-87.803
2.8,18.44,8630780.0,-87.812
2.9,18.441,8626620.0,-87.8
3.0,18.434,8629540.0,-87.824
