Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,18.558,8575590.0,-89.862
-1.9,18.561,8579640.0,-89.844
-1.8,18.561,8577760.0,-89.84
-1.7,18.556,8579120.0,-89.838
-1.6,18.552,8574290.0,-89.816
-1.5,18.559,8574640.0,-89.845
-1.4,18.548,8580650.0,-89.834
-1.3,18.555,8581100.0,-89.839
-1.2,18.559,8581790.0,-89.816
-1.1,18.552,8577470.0,-89.843
-1.0,18.55,8579770.0,-89.858
-0.9,18.559,8577240.0,-89.818
-0.8,18.558,8575310.0,-89.824
-0.7,18.55,8576530.0,-89.814
-0.6,18.559,8576920.0,-89.866
-0.5,18.56,8582430.0,-89.862
-0.4,18.549,8576940.0,-89.822
-0.3,18.554,8575670.0,-89.821
-0.2,18.555,8574030.0,-89.82
-0.1,18.56,8578770.0,-89.875
0.0,18.55,8582380.0,-89.841
0.1,18.558,8575930.0,-89.83
0.2,18.564,8574930.0,-89.842
0.3,18.561,8576090.0,-89.859
0.4,18.556,8577970.0,-89.857
0.5,18.566,8579080.0,-89.819
0.6,18.559,8575140.0,-89.867
0.7,18.564,8574930.0,-89.863
0.8,18.56,8575080.0,-89.865
0.9,18.557,8577170.0,-89.843
1.0,18.554,8577840.0,-89.819
1.1,18.555,8571900.0,-89.859
1.2,18.552,8572350.0,-89.858
1.3,18.558,8572720.0,-89.853
1.4,18.56,8578780.0,-89.85
1.5,18.554,8579810.0,-89.826
1.6,18.558,8573720.0,-89.839
1.7,18.557,8573090.0,-89.842
1.8,18.565,8574920.0,-89.84
1.9,18.549,8577580.0,-89.848
2.0,18.555,8580160.0,-89.823
2.1,18.556,8573810.0,-89.813
2.2,18.547,8576230.0,-89.821
2.3,18.549,8578460.0,-89.82
2.4,18.552,8576550.0,-89.866
2.5,18.552,8580920.0,-89.851
2.6,18.544,8578640.0,-89.816
2.7,18.542,8581110.0,-89.82
2.8,18.544,8580150.0,-89.825
2.9,18.556,8573140.0,-89.838
3.0,18.552,8578250.0,-89.855
