Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.841,9445210.0,-88.257
-1.9,16.844,9445780.0,-88.248
-1.8,16.842,9447010.0,-88.252
-1.7,16.839,9446360.0,-88.263
-1.6,16.845,9446740.0,-88.247
-1.5,16.847,9447310.0,-88.246
-1.4,16.842,9443590.0,-88.26
-1.3,16.841,9443600.0,-88.246
-1.2,16.845,9443620.0,-88.248
-1.1,16.843,9444470.0,-88.255
-1.0,16.838,9444320.0,-88.266
-0.9,16.843,9446870.0,-88.243
-0.8,16.843,9447840.0,-88.252
-0.7,16.838,9445050.0,-88.257
-0.6,16.843,9445750.0,-88.25
-0.5,16.846,9447510.0,-88.249
-0.4,16.843,9443590.0,-88.266
-0.3,16.847,9440470.0,-88.246
-0.2,16.851,9443370.0,-88.237
-0.1,16.844,9445370.0,-88.273
0.0,16.847,9444980.0,-88.252
0.1,16.846,9446330.0,-88.241
0.2,16.845,9447390.0,-88.239
0.3,16.841,9446940.0,-88.268
0.4,16.847,9444650.0,-88.244
0.5,16.844,9444990.0,-88.253
0.6,16.845,9446440.0,-88.266
0.7,16.84,9444770.0,-88.254
0.8,16.844,9443960.0,-88.252
0.9,16.839,9443570.0,-88.261
1.0,16.839,9441620.0,-88.243
1.1,16.845,9444700.0,-88.248
1.2,16.841,9445250.0,-88.253
1.3,16.842,9445730.0,-88.253
1.4,16.847,9444590.0,-88.237
1.5,16.841,9445540.0,-88.231
1.6,16.843,9445050.0,-88.25
1.7,16.841,9444680.0,-88.249
1.8,16.841,9443290.0,-88.246
1.9,16.839,9446590.0,-88.242
2.0,16.842,9446900.0,-88.246
2.1,16.842,9446270.0,-88.235
2.2,16.842,9445540.0,-88.247
2.3,16.847,9444970.0,-88.238
2.4,16.841,9445420.0,-88.258
2.5,16.848,9445330.0,-88.231
2.6,16.841,9448230.0,-88.26
2.7,16.843,9446000.0,-88.249
2.8,16.841,9447430.0,-88.25
2.9,16.84,9444200.0,-88.262
3.0,16.84,9448380.0,-88.263
