Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,18.06,8810560.0,-87.661
-1.9,18.062,8809970.0,-87.657
-1.8,18.061,8808080.0,-87.652
-1.7,18.062,8809670.0,-87.65
-1.6,18.062,8809010.0,-87.661
-1.5,18.061,8810830.0,-87.674
-1.4,18.057,8810990.0,-87.658
-1.3,18.056,8811010.0,-87.658
-1.2,18.056,8813670.0,-87.668
-1.1,18.055,8809600.0,-87.654
-1.0,18.059,8808990.0,-87.666
-0.9,18.058,8814020.0,-87.665
-0.8,18.056,8811820.0,-87.666
-0.7,18.056,8810510.0,-87.663
-0.6,18.059,8811510.0,-87.653
-0.5,18.058,8810460.0,-87.648
-0.4,18.052,8811600.0,-87.658
-0.3,18.052,8811070.0,-87.665
-0.2,18.055,8810680.0,-87.651
-0.1,18.053,8812630.0,-87.643
0.0,18.056,8811370.0,-87.645
0.1,18.057,8812210.0,-87.653
0.2,18.056,8812950.0,-87.653
0.3,18.056,8812600.0,-87.651
0.4,18.052,8811470.0,-87.657
0.5,18.055,8812920.0,-87.666
0.6,18.053,8813400.0,-87.643
0.7,18.053,8812660.0,-87.651
0.8,18.054,8811820.0,-87.658
0.9,18.055,8813080.0,-87.68
1.0,18.05,8814230.0,-87.669
1.1,18.05,8812090.0,-87.663
1.2,18.052,8813240.0,-87.664
1.3,18.053,8814170.0,-87.669
1.4,18.054,8812030.0,-87.664
1.5,18.05,8810970.0,-87.66
1.6,18.052,8812580.0,-87.675
1.7,18.05,8812240.0,-87.669
1.8,18.051,8813020.0,-87.663
1.9,18.055,8814140.0,-87.668
2.0,18.052,8812730.0,-87.663
2.1,18.054,8811700.0,-87.672
2.2,18.052,8812920.0,-87.675
2.3,18.051,8812620.0,-87.67
2.4,18.052,8811970.0,-87.671
2.5,18.05,8812570.0,-87.661
2.6,18.054,8810710.0,-87.66
2.7,18.051,8813270.0,-87.654
2.8,18.053,8813560.0,-87.666
2.9,18.049,8814980.0,-87.669
3.0,18.051,8815900.0,-87.675
