Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,24.986,52933.3,-0.476
-1.9,24.95,52935.5,-0.476
-1.8,24.781,52952.4,-0.477
-1.7,24.911,52982.4,-0.482
-1.6,25.043,52905.1,-0.483
-1.5,25.059,52983.4,-0.481
-1.4,25.026,52961.7,-0.48
-1.3,24.955,53197.3,-0.479
-1.2,24.962,53000.5,-0.478
-1.1,24.87,53046.7,-0.479
-1.0,25.056,52996.6,-0.478
-0.9,24.934,52952.2,-0.478
-0.8,24.931,52943.3,-0.475
-0.7,24.917,53027.5,-0.477
-0.6,25.009,53037.8,-0.478
-0.5,24.946,53000.8,-0.476
-0.4,24.963,53039.3,-0.475
-0.3,25.181,53003.3,-0.477
-0.2,25.236,52972.7,-0.478
-0.1,25.293,53039.2,-0.479
0.0,25.265,53054.2,-0.476
0.1,24.982,53027.9,-0.477
0.2,25.03,53043.0,-0.477
0.3,24.879,53097.8,-0.479
0.4,24.988,53060.7,-0.48
0.5,25.22,52973.1,-0.481
0.6,25.216,53034.5,-0.479
0.7,25.002,52987.1,-0.481
0.8,25.076,52928.9,-0.477
0.9,25.019,52939.0,-0.475
1.0,25.026,52996.6,-0.475
1.1,25.036,52944.1,-0.479
1.2,25.058,52928.9,-0.479
1.3,25.021,52971.5,-0.482
1.4,25.065,52966.2,-0.478
1.5,25.103,52979.5,-0.48
1.6,25.069,52927.2,-0.476
1.7,25.014,52892.4,-0.476
1.8,24.94,52922.3,-0.476
1.9,25.009,52895.3,-0.475
2.0,25.249,52928.6,-0.476
2.1,25.024,52991.4,-0.475
2.2,24.885,53037.4,-0.477
2.3,25.184,53019.7,-0.477
2.4,25.216,53025.8,-0.476
2.5,24.968,53011.5,-0.475
2.6,25.368,53000.8,-0.475
2.7,25.108,53040.8,-0.478
2.8,25.058,53099.5,-0.478
2.9,25.106,53074.1,-0.477
3.0,25.117,53124.6,-0.478
