Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,18.994,40457.000,-0.280
1200.000,18.700,40478.100,-0.327
1250.000,18.528,40548.400,-0.339
1500.000,17.739,40432.200,-0.389
1600.000,17.927,40332.500,-0.423
1660.000,18.078,40431.600,-0.435
2000.000,18.521,40511.100,-0.541
2400.000,18.503,40443.400,-0.652
2500.000,18.613,40556.500,-0.677
3000.000,18.451,40545.500,-0.810
3200.000,18.461,40534.900,-0.864
3330.000,18.472,40559.300,-0.899
4000.000,18.473,40435.600,-1.073
4800.000,18.261,40345.200,-1.273
5000.000,18.230,40430.700,-1.327
6000.000,18.162,40480.500,-1.587
6400.000,18.085,40469.900,-1.690
6660.000,18.050,40556.700,-1.758
8000.000,17.978,40502.000,-2.099
9600.000,18.014,40488.800,-2.519
10000.000,17.984,40412.800,-2.621
12000.000,17.853,40517.900,-3.125
12500.000,17.851,40529.200,-3.257
15000.000,17.873,40454.600,-3.904
16000.000,17.844,40389.200,-4.154
16600.000,17.831,40511.900,-4.321
20000.000,17.780,40416.000,-5.179
24000.000,17.715,40333.100,-6.185
25000.000,17.704,40288.100,-6.431
30000.000,17.673,40115.300,-7.679
32000.000,17.654,40192.300,-8.200
33300.000,17.640,40164.100,-8.523
40000.000,17.579,39912.300,-10.155
48000.000,17.533,39621.000,-12.091
50000.000,17.523,39507.000,-12.559
60000.000,17.483,39093.500,-14.929
64000.000,17.465,38893.700,-15.850
66600.000,17.454,38772.300,-16.448
80000.000,17.404,38057.700,-19.444
96000.000,17.361,37169.600,-22.906
100000.000,17.354,36928.100,-23.741
120000.000,17.316,35567.300,-27.665
125000.000,17.302,35308.800,-28.668
150000.000,17.240,33617.800,-33.104
160000.000,17.218,32942.300,-34.759
166000.000,17.205,32532.100,-35.712
200000.000,17.147,30202.400,-40.596
240000.000,17.122,27721.600,-45.698
250000.000,17.118,27136.600,-46.849
300000.000,17.084,24420.200,-51.840
320000.000,17.055,23452.800,-53.527
333000.000,17.038,22847.300,-54.528
400000.000,16.968,20123.900,-59.110
480000.000,16.989,17433.900,-63.276
500000.000,16.994,16853.100,-64.112
600000.000,16.972,14465.800,-67.733
640000.000,16.968,13677.300,-68.922
666000.000,16.966,13203.600,-69.597
800000.000,16.962,11189.600,-72.531
960000.000,16.981,9433.760,-75.048
1000000.000,16.990,9072.690,-75.559
#,#,#,#
