Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,15.591,10209000.000,-88.223
1200.000,15.339,8640200.000,-88.436
1250.000,15.200,8372980.000,-88.168
1500.000,14.477,7323670.000,-88.226
1600.000,14.685,6775270.000,-88.648
1660.000,14.802,6476630.000,-88.886
2000.000,15.334,5188420.000,-89.514
2400.000,15.427,4303970.000,-89.290
2500.000,15.435,4125490.000,-89.289
3000.000,15.424,3439460.000,-89.442
3200.000,15.445,3220300.000,-89.376
3330.000,15.459,3091830.000,-89.347
4000.000,15.514,2564600.000,-89.330
4800.000,15.399,2153230.000,-89.408
5000.000,15.380,2069740.000,-89.511
6000.000,15.351,1727930.000,-89.486
6400.000,15.333,1621800.000,-89.470
6660.000,15.322,1559650.000,-89.459
8000.000,15.276,1302250.000,-89.408
9600.000,15.336,1081050.000,-89.456
10000.000,15.346,1037050.000,-89.471
12000.000,15.245,869934.000,-89.442
12500.000,15.259,834426.000,-89.444
15000.000,15.310,693017.000,-89.432
16000.000,15.305,649957.000,-89.425
16600.000,15.301,626582.000,-89.420
20000.000,15.284,520652.000,-89.400
24000.000,15.259,434578.000,-89.363
25000.000,15.253,417353.000,-89.353
30000.000,15.253,347803.000,-89.361
32000.000,15.241,326318.000,-89.347
33300.000,15.234,313716.000,-89.339
40000.000,15.202,261720.000,-89.297
48000.000,15.183,218378.000,-89.269
50000.000,15.179,209703.000,-89.262
60000.000,15.164,174917.000,-89.239
64000.000,15.155,164086.000,-89.230
66600.000,15.149,157740.000,-89.225
80000.000,15.123,131546.000,-89.210
96000.000,15.103,109769.000,-89.184
100000.000,15.099,105404.000,-89.175
120000.000,15.080,87944.600,-89.114
125000.000,15.070,84481.100,-89.111
150000.000,15.028,70598.300,-89.114
160000.000,15.013,66255.800,-89.082
166000.000,15.004,63897.300,-89.063
200000.000,14.963,53174.500,-88.952
240000.000,14.955,44338.300,-89.059
250000.000,14.954,42569.000,-89.082
300000.000,14.936,35517.700,-89.065
320000.000,14.912,33350.200,-89.078
333000.000,14.898,32078.000,-89.088
400000.000,14.844,26803.400,-89.163
480000.000,14.876,22287.700,-89.008
500000.000,14.883,21385.300,-88.981
600000.000,14.870,17835.800,-88.951
640000.000,14.870,16721.600,-88.945
666000.000,14.870,16069.300,-88.940
800000.000,14.873,13374.400,-88.912
960000.000,14.897,11127.600,-88.879
1000000.000,14.905,10676.400,-88.877
#,#,#,#
