Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.77,10764800.0,-88.234
-1.9,14.778,10772000.0,-88.246
-1.8,14.778,10771000.0,-88.216
-1.7,14.774,10770200.0,-88.202
-1.6,14.774,10765500.0,-88.223
-1.5,14.774,10770400.0,-88.236
-1.4,14.776,10770300.0,-88.21
-1.3,14.773,10769300.0,-88.205
-1.2,14.779,10771100.0,-88.218
-1.1,14.77,10772500.0,-88.222
-1.0,14.773,10772300.0,-88.186
-0.9,14.778,10773000.0,-88.214
-0.8,14.774,10771100.0,-88.211
-0.7,14.77,10771300.0,-88.211
-0.6,14.769,10766600.0,-88.208
-0.5,14.768,10765600.0,-88.218
-0.4,14.768,10769400.0,-88.201
-0.3,14.771,10769600.0,-88.218
-0.2,14.775,10770000.0,-88.209
-0.1,14.769,10768300.0,-88.208
0.0,14.771,10771200.0,-88.217
0.1,14.765,10771500.0,-88.226
0.2,14.764,10769400.0,-88.222
0.3,14.769,10769700.0,-88.217
0.4,14.776,10769800.0,-88.204
0.5,14.773,10767400.0,-88.209
0.6,14.78,10767200.0,-88.197
0.7,14.774,10769000.0,-88.215
0.8,14.775,10768000.0,-88.223
0.9,14.773,10770600.0,-88.215
1.0,14.78,10772500.0,-88.205
1.1,14.77,10770900.0,-88.225
1.2,14.775,10773700.0,-88.203
1.3,14.777,10774600.0,-88.205
1.4,14.772,10769000.0,-88.212
1.5,14.774,10771000.0,-88.204
1.6,14.769,10771600.0,-88.19
1.7,14.775,10769000.0,-88.194
1.8,14.775,10769100.0,-88.191
1.9,14.778,10769400.0,-88.225
2.0,14.766,10771200.0,-88.206
2.1,14.77,10770800.0,-88.228
2.2,14.77,10772500.0,-88.227
2.3,14.767,10770000.0,-88.243
2.4,14.774,10771600.0,-88.21
2.5,14.772,10768200.0,-88.204
2.6,14.772,10770800.0,-88.212
2.7,14.773,10773900.0,-88.231
2.8,14.77,10774900.0,-88.226
2.9,14.767,10767500.0,-88.199
3.0,14.77,10770100.0,-88.22
