Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,26.96,3766330.0,-39.467
-1.9,26.958,3766480.0,-39.475
-1.8,26.954,3766490.0,-39.467
-1.7,26.952,3764690.0,-39.441
-1.6,26.942,3762390.0,-39.43
-1.5,26.943,3761550.0,-39.415
-1.4,26.936,3761150.0,-39.414
-1.3,26.93,3761570.0,-39.41
-1.2,26.928,3760120.0,-39.399
-1.1,26.921,3759900.0,-39.396
-1.0,26.928,3759340.0,-39.393
-0.9,26.907,3758800.0,-39.393
-0.8,26.903,3758560.0,-39.382
-0.7,26.907,3757510.0,-39.37
-0.6,26.903,3754780.0,-39.351
-0.5,26.91,3752840.0,-39.322
-0.4,26.91,3751340.0,-39.307
-0.3,26.91,3752300.0,-39.32
-0.2,26.917,3754360.0,-39.345
-0.1,26.905,3756650.0,-39.364
0.0,26.91,3759250.0,-39.396
0.1,26.898,3758130.0,-39.38
0.2,26.896,3757160.0,-39.374
0.3,26.887,3757800.0,-39.375
0.4,26.891,3756940.0,-39.364
0.5,26.891,3757340.0,-39.368
0.6,26.889,3756600.0,-39.356
0.7,26.897,3753490.0,-39.327
0.8,26.892,3749400.0,-39.29
0.9,26.893,3748010.0,-39.25
1.0,26.893,3751660.0,-39.311
1.1,26.897,3756890.0,-39.358
1.2,26.893,3761730.0,-39.41
1.3,26.885,3765700.0,-39.446
1.4,26.884,3765660.0,-39.444
1.5,26.878,3764040.0,-39.427
1.6,26.887,3762550.0,-39.412
1.7,26.889,3762450.0,-39.416
1.8,26.887,3763780.0,-39.416
1.9,26.89,3763750.0,-39.426
2.0,26.879,3763790.0,-39.414
2.1,26.876,3761910.0,-39.403
2.2,26.876,3761750.0,-39.394
2.3,26.874,3760820.0,-39.383
2.4,26.878,3760640.0,-39.389
2.5,26.866,3763080.0,-39.403
2.6,26.864,3764340.0,-39.425
2.7,26.863,3765670.0,-39.435
2.8,26.863,3764960.0,-39.434
2.9,26.865,3763770.0,-39.42
3.0,26.856,3768400.0,-39.466
