Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.395,9131610.0,-86.461
-1.9,17.395,9131620.0,-86.465
-1.8,17.399,9131380.0,-86.452
-1.7,17.394,9131020.0,-86.445
-1.6,17.398,9130460.0,-86.456
-1.5,17.396,9132960.0,-86.458
-1.4,17.398,9129520.0,-86.449
-1.3,17.399,9130340.0,-86.447
-1.2,17.403,9131530.0,-86.452
-1.1,17.402,9129670.0,-86.474
-1.0,17.402,9133010.0,-86.47
-0.9,17.398,9130400.0,-86.446
-0.8,17.398,9130880.0,-86.452
-0.7,17.403,9131970.0,-86.453
-0.6,17.392,9129380.0,-86.471
-0.5,17.398,9130880.0,-86.478
-0.4,17.402,9131750.0,-86.444
-0.3,17.403,9131890.0,-86.457
-0.2,17.403,9133220.0,-86.457
-0.1,17.406,9129400.0,-86.468
0.0,17.401,9128120.0,-86.468
0.1,17.396,9132280.0,-86.453
0.2,17.401,9131860.0,-86.473
0.3,17.402,9133400.0,-86.46
0.4,17.401,9131330.0,-86.439
0.5,17.397,9129330.0,-86.455
0.6,17.4,9131650.0,-86.475
0.7,17.4,9131450.0,-86.472
0.8,17.4,9130800.0,-86.478
0.9,17.4,9132900.0,-86.441
1.0,17.403,9131260.0,-86.448
1.1,17.396,9128790.0,-86.467
1.2,17.398,9127080.0,-86.465
1.3,17.399,9128560.0,-86.446
1.4,17.399,9133880.0,-86.466
1.5,17.399,9134370.0,-86.459
1.6,17.398,9129560.0,-86.435
1.7,17.402,9130510.0,-86.443
1.8,17.399,9130120.0,-86.446
1.9,17.399,9130660.0,-86.474
2.0,17.396,9131810.0,-86.467
2.1,17.402,9133270.0,-86.456
2.2,17.4,9133080.0,-86.46
2.3,17.397,9133890.0,-86.459
2.4,17.395,9129130.0,-86.451
2.5,17.393,9130090.0,-86.461
2.6,17.394,9130740.0,-86.47
2.7,17.399,9133450.0,-86.482
2.8,17.4,9133690.0,-86.48
2.9,17.399,9134310.0,-86.453
3.0,17.395,9131120.0,-86.459
