Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,18.547,8032340.0,-69.143
-1.9,18.552,8031410.0,-69.159
-1.8,18.551,8031730.0,-69.147
-1.7,18.546,8030560.0,-69.156
-1.6,18.549,8033450.0,-69.144
-1.5,18.55,8031900.0,-69.19
-1.4,18.54,8032660.0,-69.177
-1.3,18.542,8033400.0,-69.182
-1.2,18.536,8036170.0,-69.193
-1.1,18.536,8037030.0,-69.198
-1.0,18.534,8037900.0,-69.203
-0.9,18.522,8033760.0,-69.218
-0.8,18.522,8035890.0,-69.205
-0.7,18.516,8036030.0,-69.201
-0.6,18.521,8030140.0,-69.216
-0.5,18.526,8029410.0,-69.232
-0.4,18.527,8038790.0,-69.233
-0.3,18.532,8034650.0,-69.237
-0.2,18.535,8032020.0,-69.233
-0.1,18.524,8034480.0,-69.23
0.0,18.527,8037370.0,-69.218
0.1,18.546,8033310.0,-69.217
0.2,18.544,8036500.0,-69.225
0.3,18.544,8038310.0,-69.245
0.4,18.535,8034740.0,-69.22
0.5,18.536,8035410.0,-69.232
0.6,18.533,8035970.0,-69.286
0.7,18.524,8033810.0,-69.274
0.8,18.524,8032830.0,-69.255
0.9,18.537,8037500.0,-69.258
1.0,18.532,8038610.0,-69.244
1.1,18.522,8037020.0,-69.219
1.2,18.523,8040390.0,-69.239
1.3,18.526,8039370.0,-69.247
1.4,18.526,8038550.0,-69.25
1.5,18.533,8040490.0,-69.28
1.6,18.531,8039590.0,-69.291
1.7,18.537,8039360.0,-69.302
1.8,18.535,8040870.0,-69.287
1.9,18.522,8040310.0,-69.308
2.0,18.526,8039330.0,-69.275
2.1,18.53,8042010.0,-69.274
2.2,18.526,8040850.0,-69.285
2.3,18.522,8039350.0,-69.274
2.4,18.534,8040520.0,-69.263
2.5,18.522,8042280.0,-69.277
2.6,18.517,8039750.0,-69.266
2.7,18.526,8039840.0,-69.268
2.8,18.526,8039270.0,-69.273
2.9,18.517,8041550.0,-69.288
3.0,18.525,8039140.0,-69.307
