Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.42,9686360.0,-88.111
-1.9,16.425,9686570.0,-88.111
-1.8,16.417,9686370.0,-88.116
-1.7,16.418,9687220.0,-88.128
-1.6,16.429,9685240.0,-88.129
-1.5,16.421,9688920.0,-88.132
-1.4,16.415,9688230.0,-88.136
-1.3,16.419,9689170.0,-88.135
-1.2,16.414,9685980.0,-88.135
-1.1,16.421,9687030.0,-88.137
-1.0,16.422,9685630.0,-88.147
-0.9,16.417,9686010.0,-88.132
-0.8,16.42,9687370.0,-88.141
-0.7,16.42,9686590.0,-88.13
-0.6,16.416,9685190.0,-88.128
-0.5,16.428,9687860.0,-88.135
-0.4,16.421,9686900.0,-88.146
-0.3,16.427,9686290.0,-88.148
-0.2,16.424,9685830.0,-88.124
-0.1,16.416,9684830.0,-88.134
0.0,16.427,9681320.0,-88.132
0.1,16.423,9685440.0,-88.13
0.2,16.425,9687190.0,-88.137
0.3,16.425,9684030.0,-88.134
0.4,16.418,9688840.0,-88.154
0.5,16.421,9688790.0,-88.147
0.6,16.425,9687320.0,-88.102
0.7,16.428,9688800.0,-88.117
0.8,16.424,9689230.0,-88.13
0.9,16.418,9688300.0,-88.122
1.0,16.418,9688390.0,-88.121
1.1,16.426,9683250.0,-88.133
1.2,16.424,9684850.0,-88.109
1.3,16.426,9687450.0,-88.106
1.4,16.424,9682910.0,-88.126
1.5,16.423,9687620.0,-88.147
1.6,16.426,9690130.0,-88.137
1.7,16.428,9688340.0,-88.144
1.8,16.427,9684970.0,-88.139
1.9,16.421,9686670.0,-88.139
2.0,16.422,9685230.0,-88.141
2.1,16.421,9685690.0,-88.12
2.2,16.421,9687140.0,-88.136
2.3,16.422,9685490.0,-88.148
2.4,16.427,9688070.0,-88.123
2.5,16.422,9686930.0,-88.145
2.6,16.422,9686130.0,-88.135
2.7,16.422,9688690.0,-88.122
2.8,16.422,9686760.0,-88.126
2.9,16.414,9688400.0,-88.127
3.0,16.418,9686750.0,-88.108
