Current (mA),Time (ms)
0.0,2822.0
0.492,16961.0
1.097,21173.0
1.196,25394.0
1.199,29592.0
1.217,33798.0
1.251,38027.0
1.282,42264.0
1.292,46451.0
1.309,50676.0
1.316,54882.0
1.306,59111.0
1.295,63334.0
1.279,67539.0
1.254,71751.0
1.221,75964.0
1.196,80189.0
1.176,84429.0
1.143,88647.0
1.115,92874.0
1.086,97079.0
1.067,101293.0
1.045,105522.0
1.029,109740.0
1.008,113964.0
0.992,118174.0
0.97,122391.0
0.955,126622.0
0.95,130844.0
0.933,135064.0
0.923,139286.0
0.921,143476.0
0.907,147656.0
0.897,151854.0
0.888,156036.0
0.886,160275.0
0.875,164509.0
0.864,168720.0
0.854,172940.0
0.846,177140.0
0.839,181339.0
0.835,185560.0
0.831,189789.0
0.824,193981.0
0.82,198199.0
0.816,202409.0
0.811,206628.0
0.811,210839.0
0.807,215082.0
0.806,219333.0
0.805,223566.0
0.803,227792.0
0.811,232020.0
0.808,236220.0
0.81,240394.0
0.809,244613.0
0.807,248825.0
0.807,253019.0
0.81,257236.0
0.816,261446.0
0.818,265663.0
0.818,269885.0
0.82,274088.0
0.821,278320.0
0.823,282527.0
0.82,286692.0
0.82,290891.0
0.829,295132.0
0.831,299351.0
0.835,303579.0
0.837,307795.0
0.834,312024.0
0.841,316222.0
0.846,320444.0
0.847,324672.0
0.846,328861.0
0.853,333075.0
0.86,337293.0
0.862,341497.0
0.869,345728.0
0.875,349946.0
0.881,354148.0
0.887,358354.0
0.894,362579.0
0.904,366808.0
0.904,371039.0
0.913,375291.0
0.917,379496.0
0.929,383708.0
1.344,387915.0
1.364,392117.0
1.334,396343.0
1.245,400539.0
1.278,404743.0
1.376,408951.0
1.408,413161.0
1.424,417371.0
1.418,421602.0
1.402,425782.0
1.378,430004.0
1.376,434185.0
1.408,438413.0
1.405,442623.0
1.416,446848.0
1.452,451025.0
1.474,455217.0
1.465,459413.0
1.533,463636.0
1.486,467840.0
1.461,472018.0
1.462,476228.0
1.495,480445.0
1.539,484671.0
1.532,488866.0
1.531,493099.0
1.545,497329.0
1.557,501513.0
1.603,505714.0
1.653,509926.0
1.689,514159.0
1.705,518359.0
1.713,522589.0
1.765,526784.0
1.791,530993.0
1.861,535207.0
1.893,539410.0
1.837,543603.0
2.038,547826.0
2.085,552048.0
1.993,556287.0
1.986,560510.0
1.986,564732.0
2.007,568943.0
2.03,573140.0
2.11,577362.0
2.165,581566.0
2.17,585762.0
2.181,589961.0
2.309,594208.0
2.296,598433.0
2.396,602609.0
2.505,606839.0
2.533,611019.0
2.534,615218.0
2.562,619431.0
2.575,623681.0
2.536,627907.0
2.551,632141.0
2.7,636348.0
2.694,640587.0
2.735,644786.0
2.746,648987.0
2.873,653234.0
2.887,657446.0
2.918,661662.0
3.112,665891.0
3.193,670118.0
3.173,674348.0
3.108,678575.0
3.021,682784.0
3.204,686972.0
3.162,691187.0
3.179,695416.0
3.233,699613.0
3.295,703839.0
3.302,708041.0
3.39,712244.0
3.539,716436.0
3.6,720611.0
3.814,724805.0
3.959,728989.0
4.109,733210.0
4.156,737388.0
4.15,741614.0
4.395,745829.0
4.536,750031.0
4.493,754238.0
4.569,758435.0
4.595,762649.0
4.695,766851.0
4.695,771055.0
4.779,775265.0
4.874,779483.0
5.058,783717.0
