Current (mA),Time (ms)
0.0,93.0
0.022,10273.0
0.024,10545.0
0.026,10820.0
0.028,11095.0
0.029,11370.0
0.031,11645.0
0.032,11919.0
0.034,12193.0
0.035,12467.0
0.037,12743.0
0.038,13018.0
0.041,13293.0
0.043,13567.0
0.046,13841.0
0.049,14117.0
0.052,14392.0
0.055,14667.0
0.058,14941.0
0.06,15216.0
0.063,15490.0
0.065,15765.0
0.067,16040.0
0.07,16314.0
0.072,16588.0
0.074,16863.0
0.076,17138.0
0.078,17413.0
0.08,17687.0
0.081,17962.0
0.083,18237.0
0.085,18513.0
0.087,18788.0
0.088,19064.0
0.09,19338.0
0.091,19613.0
0.093,19888.0
0.094,20162.0
0.095,20437.0
0.097,20711.0
0.098,20986.0
0.099,21260.0
0.1,21534.0
0.101,21810.0
0.102,22084.0
0.103,22355.0
0.104,22625.0
0.105,22896.0
0.106,23166.0
0.107,23447.0
0.107,23717.0
0.108,23988.0
0.109,24258.0
0.11,24529.0
0.11,24800.0
0.111,25071.0
0.112,25342.0
0.112,25612.0
0.113,25882.0
0.113,26156.0
0.114,26431.0
0.114,26702.0
0.115,26973.0
0.115,27244.0
0.116,27515.0
0.116,27787.0
0.116,28058.0
0.117,28328.0
0.117,28599.0
0.117,28870.0
0.118,29141.0
0.118,29418.0
0.118,29689.0
0.118,29960.0
0.119,30230.0
0.119,30502.0
0.119,30773.0
0.119,31047.0
0.12,31318.0
0.12,31589.0
0.12,31859.0
0.12,32130.0
0.12,32402.0
0.12,32672.0
0.121,32943.0
0.121,33213.0
0.121,33483.0
0.121,33768.0
0.121,34039.0
0.121,34310.0
0.121,34581.0
0.121,34852.0
0.121,35124.0
0.121,35395.0
0.122,35666.0
0.122,35936.0
0.122,36207.0
0.122,36478.0
0.122,36749.0
0.122,37019.0
0.122,37289.0
0.122,37559.0
0.122,37830.0
0.122,38101.0
0.122,38373.0
0.135,38644.0
0.133,38915.0
0.132,39186.0
0.131,39458.0
0.131,39728.0
0.131,39999.0
0.132,40272.0
0.131,40543.0
0.132,40814.0
0.132,41084.0
0.132,41355.0
