Current (mA),Time (ms)
0.0,2818.0
1.227,16961.0
1.171,21179.0
1.201,25397.0
1.227,29582.0
1.246,33801.0
1.239,37994.0
1.224,42239.0
1.208,46470.0
1.189,50659.0
1.224,54800.0
1.342,58941.0
1.442,63072.0
1.564,67269.0
1.742,71422.0
2.017,75580.0
2.44,79741.0
2.513,83889.0
2.677,88118.0
2.742,92378.0
3.076,96604.0
3.119,100823.0
3.068,105035.0
3.177,109259.0
3.424,113515.0
3.472,117788.0
3.52,122015.0
3.428,126254.0
3.415,130521.0
3.448,134760.0
3.581,138982.0
3.667,143225.0
3.645,147478.0
3.584,151715.0
3.585,155971.0
3.561,160172.0
3.587,164391.0
3.632,168631.0
3.539,172865.0
3.635,177094.0
3.668,181334.0
3.629,185568.0
3.657,189827.0
3.567,194034.0
3.6,198198.0
3.576,202419.0
3.567,206668.0
3.512,210935.0
3.473,215149.0
3.41,219400.0
3.409,223595.0
3.419,227817.0
3.35,232045.0
3.443,236304.0
3.478,240547.0
3.442,244751.0
3.514,249003.0
3.49,253209.0
3.487,257400.0
3.479,261686.0
3.463,265937.0
3.483,270184.0
3.47,274396.0
3.524,278631.0
3.458,282810.0
3.445,286957.0
3.504,291188.0
3.45,295425.0
3.524,299682.0
3.558,303945.0
3.575,308175.0
3.6,312386.0
3.665,316585.0
3.683,320815.0
3.685,325062.0
3.668,329278.0
3.706,333504.0
3.703,337780.0
3.817,342008.0
3.797,346210.0
3.997,350491.0
3.98,354742.0
4.027,358981.0
4.055,363218.0
4.003,367460.0
4.055,371683.0
4.03,375877.0
3.991,380116.0
4.073,384389.0
4.123,388640.0
4.064,392856.0
4.089,397070.0
4.152,401283.0
4.177,405434.0
4.181,409650.0
4.279,413902.0
4.436,418126.0
4.594,422337.0
4.782,426585.0
4.816,430827.0
5.064,435058.0
