Current (mA),Time (ms)
0.0,95.0
1.854,10282.0
1.943,10552.0
1.988,10821.0
2.001,11093.0
2.0,11364.0
2.002,11635.0
2.004,11906.0
2.006,12178.0
2.009,12450.0
2.014,12720.0
2.023,12990.0
2.039,13261.0
2.058,13533.0
2.08,13804.0
2.104,14075.0
2.13,14346.0
2.153,14617.0
2.179,14891.0
2.205,15162.0
2.233,15434.0
2.261,15709.0
2.291,15981.0
2.318,16253.0
2.346,16523.0
2.373,16795.0
2.398,17069.0
2.421,17339.0
2.447,17614.0
2.47,17883.0
2.497,18153.0
2.522,18424.0
2.547,18695.0
2.575,18968.0
2.604,19243.0
2.631,19514.0
2.666,19785.0
2.726,20058.0
2.771,20329.0
2.843,20600.0
2.88,20871.0
2.941,21143.0
2.995,21417.0
3.094,21691.0
3.226,21963.0
3.338,22234.0
3.437,22506.0
3.561,22780.0
3.661,23054.0
3.806,23325.0
3.994,23597.0
4.485,23869.0
4.967,24142.0
5.128,24414.0
