Current (mA),Time (ms)
0.0,92.0
2.473,10290.0
2.037,10563.0
2.018,10836.0
2.088,11109.0
2.205,11383.0
2.341,11657.0
2.47,11929.0
2.575,12200.0
2.662,12470.0
2.726,12741.0
2.775,13011.0
2.815,13283.0
2.845,13556.0
2.866,13829.0
2.885,14100.0
2.902,14373.0
2.927,14642.0
2.942,14915.0
2.953,15187.0
2.959,15459.0
2.965,15731.0
2.975,16003.0
2.981,16275.0
2.977,16547.0
2.975,16821.0
2.976,17095.0
2.976,17369.0
2.978,17640.0
2.975,17913.0
2.974,18184.0
2.981,18454.0
2.976,18726.0
2.97,18998.0
2.967,19271.0
2.961,19542.0
2.955,19813.0
2.954,20086.0
2.95,20359.0
2.945,20629.0
2.944,20903.0
2.942,21173.0
2.942,21446.0
2.944,21715.0
2.942,21990.0
2.942,22257.0
2.944,22529.0
2.947,22800.0
2.944,23073.0
2.937,23343.0
2.94,23616.0
2.945,23889.0
2.947,24160.0
2.948,24434.0
2.948,24705.0
2.946,24977.0
2.942,25252.0
2.941,25523.0
2.942,25794.0
2.945,26065.0
2.944,26336.0
2.947,26610.0
2.947,26882.0
2.948,27154.0
2.954,27426.0
2.96,27699.0
2.964,27968.0
2.965,28240.0
2.971,28513.0
2.98,28785.0
2.986,29056.0
3.001,29327.0
3.001,29598.0
3.027,29871.0
3.046,30144.0
3.056,30417.0
3.063,30687.0
3.075,30958.0
3.083,31229.0
3.09,31500.0
3.108,31772.0
3.133,32045.0
3.137,32317.0
3.158,32587.0
3.156,32857.0
3.178,33128.0
3.184,33401.0
3.194,33673.0
3.191,33945.0
3.2,34215.0
3.198,34487.0
3.206,34761.0
3.233,35035.0
3.256,35307.0
3.259,35579.0
3.262,35850.0
3.262,36121.0
3.319,36392.0
3.316,36665.0
3.321,36937.0
3.379,37209.0
3.392,37481.0
3.412,37753.0
3.512,38024.0
3.486,38298.0
3.498,38571.0
3.478,38843.0
3.543,39116.0
3.56,39388.0
3.538,39660.0
3.628,39931.0
3.985,40202.0
3.964,40477.0
4.022,40749.0
4.006,41020.0
4.045,41292.0
4.059,41561.0
4.221,41833.0
4.292,42105.0
4.479,42377.0
4.327,42651.0
4.337,42922.0
4.41,43195.0
4.515,43467.0
4.501,43738.0
4.445,44009.0
3.889,44283.0
3.897,44554.0
3.924,44824.0
3.942,45096.0
3.937,45367.0
4.027,45639.0
3.95,45909.0
3.983,46182.0
3.975,46454.0
3.994,46725.0
3.957,46997.0
3.98,47270.0
4.014,47542.0
4.104,47811.0
4.184,48084.0
4.155,48356.0
4.169,48627.0
4.232,48899.0
4.257,49170.0
4.157,49442.0
4.189,49716.0
4.193,49988.0
4.175,50260.0
4.188,50532.0
4.195,50803.0
4.286,51074.0
4.343,51347.0
4.325,51618.0
4.329,51890.0
4.373,52161.0
4.31,52434.0
4.361,52705.0
4.337,52977.0
4.393,53248.0
4.433,53520.0
4.442,53790.0
4.448,54064.0
4.435,54336.0
4.534,54607.0
4.496,54880.0
4.498,55152.0
4.64,55423.0
4.583,55696.0
4.616,55969.0
4.681,56243.0
4.616,56514.0
4.588,56785.0
4.616,57058.0
4.624,57329.0
4.769,57602.0
4.787,57874.0
4.708,58146.0
4.781,58418.0
4.833,58690.0
4.876,58961.0
4.887,59232.0
4.857,59503.0
4.835,59775.0
4.891,60048.0
4.881,60321.0
4.908,60593.0
4.978,60865.0
4.953,61136.0
5.072,61409.0
