Current (mA),Time (ms)
Current (mA),Time (ms)
0.000,2814.000
0.017,16902.000
0.026,21045.000
0.033,25204.000
0.039,29426.000
0.043,33616.000
0.047,37817.000
0.050,42043.000
0.054,46245.000
0.065,50406.000
0.130,54533.000
0.200,58683.000
0.238,62836.000
0.382,67034.000
0.442,71210.000
0.548,75397.000
0.668,79572.000
0.851,83741.000
0.951,87899.000
1.140,92243.000
1.329,96433.000
1.708,100617.000
1.981,104823.000
2.483,109053.000
2.759,113246.000
3.209,117467.000
3.577,121668.000
4.072,125874.000
4.535,130071.000
5.141,134281.000
