Current (mA),Time (ms)
0.0,93.0
2.894,10288.0
2.768,10556.0
2.883,10828.0
3.157,11100.0
3.31,11370.0
3.405,11641.0
3.476,11913.0
3.514,12184.0
3.519,12456.0
3.511,12727.0
3.508,12997.0
3.514,13267.0
3.526,13537.0
3.544,13810.0
3.563,14082.0
3.578,14354.0
3.587,14626.0
3.59,14897.0
3.584,15169.0
3.572,15441.0
3.554,15713.0
3.539,15985.0
3.519,16258.0
3.496,16527.0
3.476,16796.0
3.454,17067.0
3.434,17340.0
3.412,17612.0
3.388,17883.0
3.37,18157.0
3.349,18429.0
3.323,18699.0
3.3,18971.0
3.281,19243.0
3.331,19513.0
3.371,19790.0
3.375,20062.0
3.392,20333.0
3.399,20603.0
3.392,20873.0
3.4,21146.0
3.402,21418.0
3.424,21689.0
3.405,21962.0
3.401,22234.0
3.39,22504.0
3.382,22778.0
3.375,23048.0
3.37,23322.0
3.363,23591.0
3.357,23861.0
3.357,24133.0
3.369,24406.0
3.373,24675.0
3.375,24945.0
3.371,25217.0
3.367,25489.0
3.372,25760.0
3.365,26032.0
3.366,26304.0
3.36,26575.0
3.365,26847.0
3.374,27117.0
3.379,27387.0
3.375,27659.0
3.378,27929.0
3.383,28200.0
3.383,28472.0
3.384,28744.0
3.383,29015.0
3.385,29287.0
3.393,29559.0
3.388,29834.0
3.399,30105.0
3.417,30374.0
3.423,30645.0
3.418,30916.0
3.412,31188.0
3.413,31461.0
3.432,31733.0
3.443,32005.0
3.444,32278.0
3.454,32552.0
3.474,32825.0
3.479,33096.0
3.479,33366.0
3.483,33637.0
3.482,33908.0
3.488,34181.0
3.487,34452.0
3.494,34727.0
3.502,35000.0
3.52,35272.0
3.532,35544.0
3.538,35816.0
3.539,36089.0
3.539,36362.0
3.547,36632.0
3.552,36903.0
3.555,37174.0
3.559,37448.0
3.561,37719.0
3.565,37993.0
3.566,38264.0
3.572,38535.0
3.592,38807.0
3.614,39078.0
3.627,39351.0
3.641,39621.0
3.644,39891.0
3.64,40163.0
3.65,40431.0
3.66,40702.0
3.671,40975.0
3.671,41249.0
3.678,41521.0
3.676,41793.0
3.681,42063.0
3.682,42335.0
3.691,42605.0
3.703,42878.0
3.697,43148.0
3.699,43421.0
3.708,43694.0
3.711,43965.0
3.717,44235.0
3.727,44507.0
3.741,44777.0
3.743,45048.0
3.748,45320.0
3.743,45590.0
3.76,45863.0
3.764,46135.0
3.773,46407.0
3.777,46680.0
3.785,46953.0
3.782,47225.0
3.79,47497.0
3.799,47767.0
3.808,48039.0
3.81,48310.0
3.814,48581.0
3.824,48854.0
3.832,49126.0
3.865,49397.0
3.885,49668.0
3.881,49937.0
3.877,50210.0
3.872,50481.0
3.877,50753.0
3.905,51024.0
3.92,51296.0
3.916,51567.0
3.912,51839.0
3.927,52110.0
3.942,52383.0
3.945,52654.0
3.943,52923.0
3.96,53195.0
3.978,53467.0
3.979,53736.0
3.975,54010.0
3.977,54280.0
3.977,54550.0
3.984,54823.0
4.007,55094.0
4.019,55365.0
4.017,55636.0
4.019,55906.0
4.022,56177.0
4.032,56446.0
4.031,56719.0
4.028,56989.0
4.033,57259.0
4.042,57530.0
4.033,57801.0
4.032,58072.0
4.037,58345.0
4.051,58619.0
4.053,58891.0
4.071,59162.0
4.074,59431.0
4.085,59703.0
4.085,59976.0
4.075,60247.0
4.065,60520.0
4.073,60791.0
4.094,61061.0
4.1,61333.0
4.101,61603.0
4.089,61873.0
4.091,62145.0
4.09,62418.0
4.085,62687.0
4.087,62957.0
4.087,63229.0
4.098,63500.0
4.101,63773.0
4.14,64042.0
4.146,64313.0
4.143,64583.0
4.145,64856.0
4.143,65127.0
4.142,65399.0
4.158,65668.0
4.158,65936.0
4.149,66207.0
4.14,66477.0
4.151,66749.0
4.158,67019.0
4.171,67292.0
4.171,67562.0
4.177,67835.0
4.174,68103.0
4.181,68373.0
4.195,68642.0
4.192,68914.0
4.184,69183.0
4.186,69453.0
4.188,69724.0
4.194,69994.0
4.198,70265.0
4.205,70538.0
4.213,70809.0
4.219,71079.0
4.224,71350.0
4.236,71619.0
4.242,71902.0
4.243,72187.0
4.25,72461.0
4.244,72732.0
4.239,73003.0
4.238,73275.0
4.241,73548.0
4.242,73820.0
4.255,74092.0
4.258,74366.0
4.256,74637.0
4.256,74907.0
4.26,75176.0
4.256,75449.0
4.253,75719.0
4.252,75991.0
4.247,76261.0
4.258,76533.0
4.272,76805.0
4.275,77076.0
4.282,77347.0
4.278,77617.0
4.276,77887.0
4.275,78157.0
4.286,78427.0
4.287,78701.0
4.291,78973.0
4.279,79243.0
4.281,79511.0
4.293,79781.0
4.3,80052.0
4.303,80325.0
4.301,80597.0
4.307,80868.0
4.318,81137.0
4.321,81410.0
4.318,81681.0
4.307,81950.0
4.31,82220.0
4.32,82490.0
4.336,82763.0
4.338,83034.0
4.333,83306.0
4.337,83577.0
4.339,83851.0
4.334,84123.0
4.335,84393.0
4.34,84664.0
4.343,84935.0
4.344,85207.0
4.353,85477.0
4.348,85751.0
4.346,86024.0
4.343,86299.0
4.352,86571.0
4.36,86842.0
4.357,87114.0
4.354,87385.0
4.355,87657.0
4.354,87929.0
4.353,88199.0
4.355,88470.0
4.364,88741.0
4.362,89012.0
4.369,89282.0
4.361,89556.0
4.358,89827.0
4.357,90098.0
4.366,90366.0
4.371,90638.0
4.371,90909.0
4.365,91181.0
4.365,91455.0
4.37,91725.0
4.384,91996.0
4.387,92267.0
4.398,92539.0
4.405,92809.0
4.409,93080.0
4.403,93350.0
4.407,93621.0
4.413,93891.0
4.412,94164.0
4.418,94434.0
4.418,94704.0
4.414,94974.0
4.423,95244.0
4.421,95517.0
4.426,95787.0
4.426,96059.0
4.427,96331.0
4.428,96602.0
4.428,96874.0
4.423,97147.0
4.432,97419.0
4.444,97689.0
4.451,97961.0
4.454,98229.0
4.456,98498.0
4.45,98767.0
4.446,99038.0
4.452,99308.0
4.459,99579.0
4.459,99850.0
4.463,100123.0
4.472,100395.0
4.477,100667.0
4.482,100935.0
4.49,101207.0
4.493,101478.0
4.509,101749.0
4.528,102023.0
4.53,102294.0
4.538,102564.0
4.538,102833.0
4.541,103104.0
4.547,103375.0
4.565,103648.0
4.57,103920.0
4.568,104189.0
4.573,104460.0
4.587,104730.0
4.579,105000.0
4.574,105270.0
4.576,105540.0
4.58,105814.0
4.582,106086.0
4.59,106359.0
4.602,106628.0
4.611,106897.0
4.612,107170.0
4.622,107442.0
4.616,107713.0
4.638,107985.0
4.639,108256.0
4.66,108527.0
4.657,108798.0
4.689,109070.0
4.681,109342.0
4.68,109614.0
4.688,109886.0
4.698,110157.0
4.705,110428.0
4.737,110699.0
4.743,110970.0
4.739,111240.0
4.805,111512.0
4.754,111784.0
4.748,112056.0
4.754,112327.0
4.75,112599.0
4.794,112871.0
4.774,113142.0
4.784,113412.0
4.788,113682.0
4.793,113954.0
4.794,114225.0
4.838,114497.0
5.12,114767.0
