Current (mA),Time (ms)
0.0,97.0
3.01,10293.0
3.011,10565.0
3.098,10835.0
3.122,11108.0
3.176,11377.0
3.269,11648.0
3.358,11916.0
3.437,12190.0
3.507,12463.0
3.566,12732.0
3.615,13005.0
3.653,13278.0
3.682,13548.0
3.703,13820.0
3.72,14093.0
3.732,14365.0
3.74,14635.0
3.744,14906.0
3.742,15176.0
3.739,15447.0
3.731,15720.0
3.72,15990.0
3.705,16261.0
3.687,16532.0
3.666,16804.0
3.642,17074.0
3.618,17346.0
3.592,17620.0
3.562,17891.0
3.535,18162.0
3.508,18437.0
3.476,18707.0
3.443,18978.0
3.411,19249.0
3.379,19521.0
3.349,19792.0
3.32,20063.0
3.303,20334.0
3.276,20605.0
3.253,20879.0
3.231,21151.0
3.209,21424.0
3.189,21697.0
3.176,21967.0
3.172,22237.0
3.158,22508.0
3.151,22777.0
3.14,23049.0
3.141,23321.0
3.142,23594.0
3.151,23864.0
3.168,24135.0
3.166,24406.0
3.181,24677.0
3.205,24946.0
3.219,25219.0
3.208,25492.0
3.217,25765.0
3.215,26036.0
3.209,26306.0
3.203,26579.0
3.193,26850.0
3.186,27119.0
3.185,27393.0
3.188,27662.0
3.198,27936.0
3.196,28206.0
3.201,28475.0
3.207,28748.0
3.21,29022.0
3.215,29294.0
3.219,29566.0
3.245,29837.0
3.242,30110.0
3.264,30381.0
3.295,30652.0
3.298,30925.0
3.298,31196.0
3.299,31469.0
3.306,31741.0
3.326,32013.0
3.318,32284.0
3.324,32556.0
3.328,32829.0
3.346,33101.0
3.342,33373.0
3.345,33643.0
3.354,33914.0
3.363,34186.0
3.382,34459.0
3.382,34731.0
3.375,35001.0
3.369,35270.0
3.371,35539.0
3.376,35813.0
3.38,36086.0
3.399,36358.0
3.411,36629.0
3.438,36901.0
3.457,37172.0
3.457,37441.0
3.464,37712.0
3.462,37983.0
3.47,38252.0
3.487,38525.0
3.486,38796.0
3.484,39067.0
3.482,39337.0
3.494,39609.0
3.487,39882.0
3.482,40154.0
3.477,40425.0
3.477,40694.0
3.474,40964.0
3.474,41236.0
3.489,41508.0
3.495,41779.0
3.507,42051.0
3.502,42319.0
3.515,42590.0
3.529,42861.0
3.529,43131.0
3.533,43403.0
3.534,43673.0
3.522,43947.0
3.527,44218.0
3.523,44491.0
3.52,44762.0
3.522,45032.0
3.522,45302.0
3.526,45574.0
3.516,45844.0
3.518,46114.0
3.515,46385.0
3.507,46655.0
3.508,46926.0
3.512,47196.0
3.517,47465.0
3.52,47736.0
3.521,48009.0
3.508,48281.0
3.509,48552.0
3.521,48821.0
3.527,49091.0
3.52,49363.0
3.519,49634.0
3.527,49904.0
3.517,50175.0
3.508,50447.0
3.508,50720.0
3.504,50992.0
3.504,51264.0
3.537,51536.0
3.53,51807.0
3.544,52079.0
3.534,52349.0
3.533,52620.0
3.528,52889.0
3.525,53164.0
3.52,53436.0
3.515,53708.0
3.512,53982.0
3.501,54254.0
3.523,54525.0
3.508,54797.0
3.512,55069.0
3.501,55339.0
3.489,55612.0
3.483,55885.0
3.477,56155.0
3.474,56426.0
3.467,56697.0
3.472,56968.0
3.468,57237.0
3.458,57510.0
3.459,57780.0
3.454,58051.0
3.458,58323.0
3.457,58593.0
3.456,58866.0
3.457,59139.0
3.449,59409.0
3.439,59681.0
3.448,59952.0
3.436,60224.0
3.433,60494.0
3.435,60767.0
3.423,61038.0
3.411,61308.0
3.404,61577.0
3.394,61847.0
3.395,62118.0
3.384,62390.0
3.381,62662.0
3.392,62934.0
3.388,63206.0
3.386,63475.0
3.378,63746.0
3.383,64013.0
3.381,64285.0
3.386,64557.0
3.387,64830.0
3.406,65102.0
3.396,65374.0
3.393,65644.0
3.381,65915.0
3.377,66186.0
3.375,66457.0
3.369,66729.0
3.365,67002.0
3.367,67274.0
3.364,67546.0
3.37,67818.0
3.366,68089.0
3.357,68361.0
3.363,68633.0
3.359,68906.0
3.347,69175.0
3.346,69445.0
3.349,69719.0
3.344,69988.0
3.331,70260.0
3.336,70533.0
3.325,70802.0
3.327,71072.0
3.338,71345.0
3.336,71615.0
3.334,71887.0
3.339,72157.0
3.327,72430.0
3.326,72703.0
3.33,72973.0
3.333,73245.0
3.342,73515.0
3.328,73785.0
3.312,74058.0
3.347,74329.0
3.322,74601.0
3.312,74871.0
3.316,75143.0
3.321,75414.0
3.319,75690.0
3.32,75959.0
3.32,76229.0
3.314,76502.0
3.315,76772.0
3.304,77044.0
3.306,77315.0
3.311,77585.0
3.313,77855.0
3.315,78128.0
3.319,78400.0
3.312,78672.0
3.313,78945.0
3.321,79217.0
3.333,79489.0
3.322,79762.0
3.34,80035.0
3.336,80305.0
3.338,80578.0
3.344,80848.0
3.357,81119.0
3.363,81389.0
3.365,81660.0
3.361,81930.0
3.364,82201.0
3.37,82474.0
3.418,82746.0
3.508,83015.0
3.526,83288.0
3.514,83559.0
3.527,83830.0
3.626,84100.0
3.605,84371.0
3.695,84644.0
3.789,84915.0
4.053,85188.0
4.492,85462.0
4.423,85732.0
4.426,86005.0
4.45,86274.0
4.512,86547.0
4.426,86819.0
4.555,87092.0
4.494,87363.0
4.644,87637.0
4.674,87908.0
4.964,88178.0
4.855,88448.0
4.877,88718.0
5.017,88991.0
