Current (mA),Time (ms)
Current (mA),Time (ms)
0.000,2974.000
0.566,17411.000
0.575,21956.000
0.492,26523.000
0.453,31102.000
0.444,35715.000
0.567,40288.000
0.595,44872.000
0.439,49509.000
0.673,54139.000
0.733,58693.000
0.837,63291.000
0.922,67854.000
0.904,72431.000
0.927,77029.000
1.162,81631.000
1.588,86228.000
1.730,90805.000
2.013,95347.000
2.511,99947.000
2.826,104534.000
3.044,109081.000
3.195,113641.000
2.862,118224.000
3.060,122804.000
3.487,127385.000
3.994,131971.000
4.252,136562.000
4.881,141144.000
5.017,145707.000
