Current (mA),Time (ms)
0.0,96.0
1.088,10284.0
1.048,10556.0
1.024,10828.0
1.005,11100.0
0.992,11370.0
0.983,11640.0
0.972,11911.0
0.961,12184.0
0.949,12455.0
0.937,12725.0
0.926,12996.0
0.915,13265.0
0.903,13535.0
0.891,13806.0
0.879,14079.0
0.867,14350.0
0.855,14621.0
0.846,14893.0
0.837,15164.0
0.829,15436.0
0.824,15706.0
0.819,15979.0
0.815,16250.0
0.811,16521.0
0.808,16790.0
0.806,17062.0
0.803,17336.0
0.801,17607.0
0.8,17879.0
0.799,18152.0
0.799,18423.0
0.8,18696.0
0.802,18966.0
0.805,19238.0
0.808,19512.0
0.811,19784.0
0.814,20055.0
0.819,20327.0
0.824,20601.0
0.829,20873.0
0.834,21143.0
0.841,21415.0
0.847,21688.0
0.853,21961.0
0.86,22233.0
0.866,22506.0
0.873,22776.0
0.88,23048.0
0.887,23315.0
0.894,23586.0
0.9,23857.0
0.907,24129.0
0.914,24400.0
0.921,24673.0
0.928,24946.0
0.935,25218.0
0.942,25491.0
0.948,25760.0
0.954,26034.0
0.961,26305.0
0.968,26576.0
0.975,26849.0
0.981,27121.0
0.988,27393.0
0.994,27665.0
1.002,27937.0
1.008,28210.0
1.015,28480.0
1.022,28752.0
1.029,29025.0
1.036,29298.0
1.042,29571.0
1.049,29843.0
1.055,30115.0
1.062,30386.0
1.069,30656.0
1.076,30927.0
1.082,31199.0
1.088,31468.0
1.094,31742.0
1.101,32014.0
1.108,32285.0
1.157,32556.0
1.164,32828.0
1.168,33100.0
1.173,33373.0
1.176,33646.0
1.17,33918.0
1.172,34189.0
1.189,34464.0
1.19,34736.0
1.202,35010.0
1.204,35280.0
1.219,35552.0
1.216,35824.0
1.226,36096.0
1.231,36368.0
1.24,36638.0
1.253,36911.0
1.261,37184.0
1.27,37455.0
1.273,37728.0
1.283,38001.0
1.275,38273.0
1.289,38543.0
1.3,38813.0
1.306,39087.0
1.313,39361.0
1.327,39631.0
1.331,39906.0
1.343,40178.0
1.35,40449.0
1.36,40722.0
1.355,40993.0
1.365,41264.0
1.377,41536.0
1.382,41808.0
1.392,42079.0
1.402,42354.0
1.411,42624.0
1.429,42896.0
1.426,43168.0
1.426,43439.0
1.458,43709.0
1.457,43982.0
1.47,44252.0
1.476,44522.0
1.489,44793.0
1.499,45069.0
1.496,45340.0
1.505,45610.0
1.529,45881.0
1.541,46154.0
1.536,46427.0
1.547,46700.0
1.566,46974.0
1.575,47246.0
1.586,47518.0
1.619,47791.0
1.62,48065.0
1.624,48338.0
1.647,48607.0
1.655,48879.0
1.663,49154.0
1.678,49426.0
1.685,49698.0
1.692,49968.0
1.71,50238.0
1.719,50509.0
1.758,50779.0
1.762,51052.0
1.763,51323.0
1.764,51595.0
1.806,51865.0
1.807,52137.0
1.838,52407.0
1.841,52677.0
1.852,52948.0
1.865,53221.0
1.84,53492.0
1.866,53765.0
1.872,54036.0
1.89,54308.0
1.914,54579.0
1.934,54850.0
1.951,55122.0
1.96,55394.0
1.973,55665.0
2.013,55936.0
2.055,56209.0
2.239,56480.0
2.25,56751.0
2.319,57024.0
2.296,57297.0
2.358,57569.0
2.324,57842.0
2.364,58115.0
2.404,58386.0
2.498,58657.0
2.51,58931.0
2.549,59202.0
2.621,59473.0
2.435,59745.0
2.492,60016.0
2.565,60288.0
2.757,60558.0
2.569,60830.0
2.784,61100.0
2.76,61372.0
2.854,61643.0
2.904,61915.0
2.884,62185.0
2.896,62456.0
2.945,62726.0
3.102,62996.0
3.124,63270.0
3.25,63542.0
3.243,63814.0
3.298,64084.0
3.213,64357.0
3.462,64630.0
3.422,64901.0
3.436,65173.0
3.5,65445.0
3.534,65719.0
3.636,65992.0
3.713,66264.0
3.784,66537.0
3.734,66809.0
3.87,67080.0
4.005,67354.0
4.044,67625.0
4.025,67898.0
3.97,68171.0
3.965,68444.0
3.963,68718.0
4.15,68991.0
4.092,69265.0
4.277,69537.0
4.51,69812.0
4.504,70085.0
4.575,70357.0
4.596,70628.0
4.877,70902.0
4.914,71177.0
4.509,71450.0
4.518,71726.0
4.777,71998.0
4.792,72273.0
4.822,72543.0
4.783,72815.0
4.815,73089.0
4.97,73362.0
4.963,73636.0
4.987,73910.0
5.103,74182.0
