Current (mA),Time (ms)
Current (mA),Time (ms)
0.000,2743.000
2.365,16763.000
1.867,20881.000
1.828,24992.000
1.720,29141.000
1.656,33304.000
1.612,37455.000
1.590,41662.000
1.598,45876.000
1.601,50065.000
1.623,54254.000
1.634,58438.000
1.664,62616.000
2.452,66754.000
2.606,70971.000
2.701,75203.000
2.778,79437.000
2.848,83646.000
2.698,87812.000
3.414,92025.000
3.799,96191.000
4.677,100399.000
4.690,104594.000
3.840,108808.000
3.943,113003.000
4.618,117206.000
4.548,121383.000
6.372,125513.000
