Current (mA),Time (ms)
0.0,92.0
0.548,10288.0
0.533,10558.0
0.514,10830.0
0.5,11101.0
0.495,11372.0
0.493,11644.0
0.492,11917.0
0.496,12189.0
0.507,12459.0
0.53,12734.0
0.564,13008.0
0.607,13277.0
0.655,13549.0
0.703,13821.0
0.747,14093.0
0.787,14364.0
0.823,14637.0
0.855,14908.0
0.882,15182.0
0.906,15451.0
0.927,15723.0
0.949,15994.0
0.97,16266.0
0.988,16537.0
1.007,16809.0
1.024,17080.0
1.042,17354.0
1.06,17623.0
1.077,17896.0
1.094,18170.0
1.108,18440.0
1.123,18711.0
1.134,18984.0
1.142,19255.0
1.145,19525.0
1.145,19795.0
1.144,20067.0
1.138,20337.0
1.133,20607.0
1.127,20880.0
1.124,21150.0
1.12,21423.0
1.116,21695.0
1.112,21967.0
1.109,22238.0
1.105,22511.0
1.103,22784.0
1.1,23055.0
1.131,23328.0
1.253,23602.0
1.26,23872.0
1.313,24143.0
1.321,24415.0
1.429,24687.0
1.419,24959.0
1.427,25233.0
1.425,25506.0
1.458,25779.0
1.405,26053.0
1.421,26325.0
1.464,26595.0
1.471,26865.0
1.521,27135.0
1.548,27406.0
1.568,27680.0
1.585,27951.0
1.716,28224.0
1.727,28494.0
1.845,28766.0
1.822,29034.0
1.782,29306.0
1.93,29578.0
1.911,29847.0
2.037,30120.0
2.25,30391.0
2.268,30663.0
2.48,30937.0
2.725,31208.0
2.702,31479.0
2.814,31750.0
2.802,32021.0
3.053,32293.0
2.972,32565.0
3.149,32839.0
3.214,33112.0
3.528,33385.0
3.531,33659.0
3.483,33931.0
3.647,34206.0
3.863,34478.0
4.032,34752.0
4.059,35027.0
4.297,35301.0
4.351,35572.0
4.563,35845.0
4.771,36118.0
5.158,36390.0
