Current (mA),Time (ms)
0.0,95.0
1.715,10293.0
1.793,10564.0
1.808,10836.0
1.809,11107.0
1.814,11379.0
1.824,11648.0
1.83,11920.0
1.828,12192.0
1.82,12465.0
1.81,12737.0
1.8,13010.0
1.788,13282.0
1.778,13555.0
1.767,13829.0
1.758,14101.0
1.747,14374.0
1.739,14648.0
1.735,14919.0
1.733,15190.0
1.732,15463.0
1.733,15733.0
1.735,16006.0
1.737,16276.0
1.742,16550.0
1.745,16821.0
1.75,17091.0
1.758,17363.0
1.765,17634.0
1.774,17907.0
1.783,18179.0
1.793,18452.0
1.805,18723.0
1.817,18994.0
1.83,19265.0
1.844,19537.0
1.859,19810.0
1.871,20080.0
1.886,20352.0
1.901,20625.0
1.916,20896.0
1.931,21167.0
1.948,21439.0
1.967,21710.0
1.985,21982.0
2.003,22254.0
2.025,22523.0
2.046,22797.0
2.067,23070.0
2.09,23339.0
2.113,23611.0
2.136,23883.0
2.165,24157.0
2.328,24431.0
2.383,24701.0
2.502,24973.0
3.023,25246.0
2.983,25518.0
3.15,25791.0
3.441,26063.0
3.452,26334.0
3.848,26605.0
3.93,26875.0
4.432,27148.0
5.066,27421.0
