Current (mA),Time (ms)
0.0,95.0
2.517,10293.0
2.234,10564.0
2.205,10835.0
2.301,11106.0
2.452,11377.0
2.582,11647.0
2.693,11916.0
2.785,12189.0
2.855,12461.0
2.913,12731.0
2.962,13002.0
3.006,13273.0
3.043,13545.0
3.069,13818.0
3.087,14089.0
3.098,14361.0
3.105,14631.0
3.108,14903.0
3.117,15176.0
3.128,15445.0
3.139,15713.0
3.144,15984.0
3.145,16255.0
3.142,16525.0
3.139,16796.0
3.132,17067.0
3.127,17338.0
3.122,17611.0
3.119,17884.0
3.115,18156.0
3.114,18429.0
3.109,18698.0
3.104,18971.0
3.1,19243.0
3.095,19515.0
3.093,19787.0
3.088,20059.0
3.086,20332.0
3.082,20602.0
3.08,20873.0
3.077,21144.0
3.074,21415.0
3.073,21686.0
3.075,21955.0
3.073,22229.0
3.072,22499.0
3.067,22770.0
3.065,23042.0
3.065,23313.0
3.063,23583.0
3.06,23853.0
3.056,24124.0
3.057,24395.0
3.055,24666.0
3.054,24940.0
3.053,25213.0
3.052,25483.0
3.05,25755.0
3.048,26025.0
3.047,26296.0
3.044,26568.0
3.04,26841.0
3.042,27113.0
3.04,27384.0
3.04,27657.0
3.037,27928.0
3.031,28203.0
3.032,28474.0
3.037,28744.0
3.031,29014.0
3.03,29284.0
3.03,29556.0
3.03,29825.0
3.024,30095.0
3.022,30366.0
3.021,30637.0
3.022,30909.0
3.027,31180.0
3.039,31451.0
3.037,31723.0
3.038,31991.0
3.037,32263.0
3.035,32537.0
3.037,32808.0
3.039,33079.0
3.041,33349.0
3.041,33620.0
3.039,33890.0
3.038,34161.0
3.037,34433.0
3.039,34706.0
3.041,34978.0
3.045,35248.0
3.052,35519.0
3.05,35791.0
3.05,36062.0
3.048,36334.0
3.046,36604.0
3.047,36874.0
3.047,37146.0
3.049,37414.0
3.05,37684.0
3.049,37955.0
3.05,38227.0
3.052,38495.0
3.051,38767.0
3.055,39037.0
3.057,39305.0
3.056,39577.0
3.057,39848.0
3.065,40117.0
3.061,40390.0
3.063,40661.0
3.062,40930.0
3.062,41202.0
3.064,41472.0
3.067,41743.0
3.075,42013.0
3.078,42283.0
3.079,42555.0
3.089,42825.0
3.107,43097.0
3.114,43368.0
3.114,43640.0
3.113,43912.0
3.113,44181.0
3.117,44453.0
3.114,44726.0
3.111,44998.0
3.11,45268.0
3.104,45539.0
3.106,45809.0
3.107,46080.0
3.122,46351.0
3.128,46623.0
3.133,46893.0
3.132,47165.0
3.138,47436.0
3.149,47706.0
3.141,47976.0
3.16,48246.0
3.171,48518.0
3.17,48789.0
3.173,49060.0
3.169,49331.0
3.17,49603.0
3.173,49873.0
3.181,50144.0
3.185,50414.0
3.184,50686.0
3.199,50957.0
3.19,51230.0
3.194,51502.0
3.2,51775.0
3.214,52047.0
3.228,52319.0
3.276,52588.0
3.264,52861.0
3.26,53134.0
3.289,53406.0
3.296,53677.0
3.273,53952.0
3.27,54224.0
3.26,54495.0
3.245,54766.0
3.3,55038.0
3.31,55311.0
3.296,55585.0
3.318,55855.0
3.331,56126.0
3.329,56397.0
3.354,56667.0
3.353,56939.0
3.35,57215.0
3.366,57485.0
3.371,57757.0
3.376,58030.0
3.373,58302.0
3.343,58573.0
3.309,58844.0
3.319,59117.0
3.325,59388.0
3.321,59660.0
3.308,59931.0
3.305,60201.0
3.3,60473.0
3.311,60746.0
3.317,61016.0
3.322,61287.0
3.321,61559.0
3.343,61833.0
3.351,62105.0
3.375,62375.0
3.374,62646.0
3.386,62917.0
3.384,63190.0
3.383,63461.0
3.403,63734.0
3.396,64005.0
3.413,64277.0
3.405,64550.0
3.386,64822.0
3.39,65095.0
3.392,65368.0
3.391,65640.0
3.422,65910.0
3.433,66183.0
3.429,66455.0
3.426,66726.0
3.422,66999.0
3.408,67271.0
3.415,67545.0
3.41,67818.0
3.412,68090.0
3.429,68363.0
3.418,68634.0
3.405,68906.0
3.418,69176.0
3.417,69448.0
3.443,69720.0
3.447,69994.0
3.452,70267.0
3.453,70540.0
3.457,70813.0
3.472,71084.0
3.489,71355.0
3.478,71626.0
3.491,71899.0
3.488,72171.0
3.48,72444.0
3.498,72715.0
3.535,72986.0
3.52,73255.0
3.527,73528.0
3.519,73802.0
3.493,74075.0
3.508,74347.0
3.517,74620.0
3.512,74890.0
3.536,75160.0
3.542,75433.0
3.529,75706.0
3.541,75979.0
3.541,76252.0
3.534,76524.0
3.534,76798.0
3.546,77073.0
3.568,77343.0
3.557,77616.0
3.551,77888.0
3.544,78160.0
3.553,78435.0
3.569,78704.0
3.556,78978.0
3.54,79249.0
3.543,79519.0
3.547,79792.0
3.561,80064.0
3.565,80333.0
3.558,80604.0
3.538,80875.0
3.659,81148.0
3.64,81419.0
3.65,81691.0
3.663,81962.0
3.669,82234.0
3.65,82504.0
3.658,82775.0
3.732,83048.0
3.783,83319.0
3.859,83592.0
3.923,83865.0
3.968,84136.0
4.034,84409.0
4.057,84681.0
4.102,84951.0
4.093,85222.0
4.069,85494.0
4.066,85767.0
4.098,86038.0
4.077,86309.0
4.104,86581.0
4.092,86853.0
4.077,87123.0
4.107,87394.0
4.107,87665.0
4.19,87938.0
4.145,88211.0
4.166,88483.0
4.186,88756.0
4.169,89028.0
4.182,89299.0
4.193,89570.0
4.204,89842.0
4.208,90115.0
4.228,90386.0
4.214,90657.0
4.192,90929.0
4.22,91201.0
4.226,91474.0
4.285,91743.0
4.234,92017.0
4.24,92289.0
4.26,92560.0
4.286,92833.0
4.284,93107.0
4.297,93378.0
4.273,93650.0
4.252,93923.0
4.271,94194.0
4.256,94465.0
4.286,94738.0
4.24,95010.0
4.227,95282.0
4.268,95556.0
4.298,95826.0
4.309,96098.0
4.298,96369.0
4.311,96642.0
4.338,96913.0
4.358,97186.0
4.384,97457.0
4.367,97727.0
4.379,97999.0
4.408,98269.0
4.401,98541.0
4.379,98811.0
4.361,99083.0
4.374,99354.0
4.403,99624.0
4.405,99895.0
4.422,100168.0
4.414,100441.0
4.429,100711.0
4.443,100983.0
4.45,101255.0
4.466,101526.0
4.477,101797.0
4.469,102068.0
4.497,102337.0
4.49,102610.0
4.503,102883.0
4.496,103151.0
4.549,103423.0
4.514,103694.0
4.529,103963.0
4.513,104234.0
4.527,104504.0
4.521,104773.0
4.499,105045.0
4.502,105317.0
4.523,105589.0
4.518,105860.0
4.569,106133.0
4.566,106404.0
4.555,106676.0
