Current (mA),Time (ms)
0.0,1414.0
0.075,11604.0
0.078,11880.0
0.075,12158.0
0.067,12436.0
0.072,12712.0
0.065,12987.0
0.066,13262.0
0.067,13537.0
0.068,13815.0
0.068,14092.0
0.069,14367.0
0.071,14644.0
0.07,14917.0
0.072,15195.0
0.072,15471.0
0.073,15750.0
0.074,16027.0
0.075,16301.0
0.076,16578.0
0.076,16855.0
0.077,17130.0
0.078,17404.0
0.079,17685.0
0.079,17962.0
0.08,18239.0
0.081,18514.0
0.082,18791.0
0.082,19068.0
0.083,19344.0
0.083,19622.0
0.084,19898.0
0.084,20173.0
0.085,20448.0
0.086,20727.0
0.086,21003.0
0.087,21280.0
0.087,21555.0
0.088,21835.0
0.088,22111.0
0.089,22387.0
0.09,22663.0
0.09,22940.0
0.091,23214.0
0.091,23490.0
0.093,23766.0
0.092,24041.0
0.093,24317.0
0.094,24593.0
0.095,24870.0
0.097,25145.0
0.097,25420.0
0.097,25696.0
0.098,25970.0
0.099,26246.0
0.099,26521.0
0.1,26799.0
0.1,27073.0
0.101,27348.0
0.101,27622.0
0.102,27896.0
0.103,28167.0
0.103,28436.0
0.104,28710.0
0.104,28981.0
0.105,29257.0
0.104,29533.0
0.106,29804.0
0.106,30079.0
0.106,30351.0
0.107,30624.0
0.107,30896.0
0.108,31167.0
0.108,31436.0
0.109,31706.0
0.108,31981.0
0.11,32251.0
0.111,32524.0
0.112,32797.0
0.111,33070.0
0.113,33341.0
0.112,33613.0
0.113,33884.0
0.113,34155.0
0.113,34429.0
0.113,34701.0
0.114,34974.0
0.115,35246.0
0.114,35518.0
0.115,35788.0
0.117,36059.0
0.116,36330.0
0.116,36602.0
0.117,36871.0
0.117,37144.0
0.117,37417.0
0.119,37688.0
0.119,37959.0
0.119,38230.0
0.119,38502.0
0.121,38772.0
0.12,39043.0
0.122,39314.0
0.121,39585.0
0.122,39858.0
0.121,40131.0
0.122,40405.0
0.122,40677.0
0.122,40952.0
0.123,41226.0
0.124,41498.0
0.123,41770.0
0.124,42045.0
0.125,42317.0
0.125,42590.0
0.125,42863.0
0.125,43133.0
0.126,43404.0
0.126,43676.0
0.125,43946.0
0.126,44219.0
0.126,44490.0
0.126,44760.0
0.127,45032.0
0.127,45303.0
0.127,45577.0
0.127,45848.0
0.128,46122.0
0.13,46392.0
0.129,46663.0
0.13,46936.0
0.129,47208.0
0.13,47480.0
0.13,47750.0
0.129,48025.0
0.131,48298.0
0.13,48572.0
0.131,48845.0
0.13,49119.0
0.131,49393.0
0.133,49664.0
0.13,49936.0
0.131,50210.0
0.132,50482.0
0.132,50752.0
0.132,51026.0
0.133,51298.0
0.132,51570.0
0.134,51843.0
0.133,52114.0
0.134,52385.0
0.215,52655.0
0.22,52928.0
0.236,53201.0
0.229,53474.0
0.214,53750.0
0.242,54022.0
0.215,54298.0
0.225,54571.0
0.235,54842.0
0.213,55116.0
0.214,55395.0
0.229,55666.0
0.233,55942.0
0.23,56215.0
0.252,56489.0
0.234,56759.0
0.247,57032.0
0.231,57304.0
0.249,57576.0
0.237,57851.0
0.232,58126.0
0.241,58398.0
0.245,58669.0
0.283,58942.0
0.331,59215.0
0.342,59490.0
0.35,59764.0
0.351,60036.0
0.387,60309.0
0.36,60581.0
0.371,60851.0
0.377,61125.0
0.384,61400.0
0.346,61671.0
0.349,61944.0
0.36,62214.0
0.434,62487.0
0.424,62758.0
0.434,63030.0
0.455,63302.0
0.446,63574.0
0.476,63846.0
0.491,64117.0
0.47,64389.0
0.499,64661.0
0.465,64935.0
0.476,65204.0
0.597,65475.0
0.557,65746.0
0.554,66017.0
0.55,66289.0
0.542,66563.0
0.537,66837.0
0.545,67108.0
0.557,67379.0
0.576,67651.0
0.625,67922.0
0.6,68192.0
0.621,68464.0
0.633,68738.0
0.806,69014.0
0.736,69286.0
0.747,69555.0
0.768,69827.0
0.745,70098.0
0.753,70372.0
0.726,70642.0
0.87,70913.0
0.89,71185.0
0.913,71455.0
1.008,71726.0
0.953,71999.0
0.986,72273.0
1.039,72545.0
1.068,72968.0
1.124,73239.0
1.177,73510.0
1.142,73783.0
1.173,74057.0
1.128,74330.0
1.152,74602.0
1.254,74874.0
1.197,75148.0
1.204,75417.0
1.252,75690.0
1.35,75960.0
1.364,76229.0
1.322,76501.0
1.401,76773.0
1.35,77044.0
1.433,77320.0
1.42,77589.0
1.479,77864.0
1.474,78137.0
1.457,78411.0
1.462,78684.0
1.527,78953.0
1.466,79223.0
1.562,79497.0
