Current (mA),Time (ms)
0.0,96.0
0.688,10293.0
0.721,10562.0
0.752,10832.0
0.777,11106.0
0.795,11380.0
0.805,11652.0
0.811,11923.0
0.812,12196.0
0.812,12466.0
0.81,12740.0
0.807,13012.0
0.801,13282.0
0.794,13554.0
0.785,13825.0
0.775,14097.0
0.764,14369.0
0.752,14640.0
0.741,14912.0
0.732,15186.0
0.723,15460.0
0.715,15731.0
0.71,16004.0
0.706,16271.0
0.703,16546.0
0.701,16815.0
0.701,17087.0
0.703,17362.0
0.705,17634.0
0.708,17904.0
0.714,18176.0
0.72,18446.0
0.728,18718.0
0.737,18990.0
0.746,19262.0
0.756,19534.0
0.767,19804.0
0.78,20078.0
0.792,20347.0
0.807,20618.0
0.82,20888.0
0.835,21158.0
0.851,21431.0
0.867,21701.0
0.884,21974.0
0.901,22242.0
0.917,22514.0
0.934,22784.0
0.951,23056.0
0.967,23327.0
0.984,23599.0
1.002,23870.0
1.018,24141.0
1.035,24414.0
1.053,24684.0
1.069,24957.0
1.086,25226.0
1.103,25500.0
1.12,25771.0
1.136,26048.0
1.152,26319.0
1.169,26591.0
1.184,26863.0
1.2,27132.0
1.217,27403.0
1.233,27679.0
1.249,27951.0
1.265,28222.0
1.281,28494.0
1.297,28766.0
1.311,29036.0
1.326,29306.0
1.341,29575.0
1.356,29845.0
1.371,30117.0
1.386,30385.0
1.4,30657.0
1.415,30932.0
1.428,31205.0
1.441,31475.0
1.456,31747.0
1.471,32019.0
1.484,32288.0
1.496,32558.0
1.511,32828.0
1.524,33100.0
1.537,33373.0
1.55,33646.0
1.564,33918.0
1.576,34189.0
1.591,34460.0
1.604,34732.0
1.616,35005.0
1.631,35275.0
1.644,35546.0
1.658,35817.0
1.67,36088.0
1.685,36360.0
1.698,36633.0
1.712,36905.0
1.725,37176.0
1.74,37448.0
1.753,37718.0
1.768,37990.0
1.782,38262.0
1.797,38532.0
1.81,38804.0
1.824,39076.0
1.838,39348.0
1.854,39621.0
1.87,39892.0
1.886,40165.0
1.9,40437.0
1.916,40708.0
1.933,40977.0
1.949,41249.0
1.968,41518.0
2.15,41790.0
2.178,42063.0
2.206,42333.0
2.24,42603.0
2.254,42874.0
2.276,43144.0
2.281,43414.0
2.253,43686.0
2.329,43958.0
2.591,44231.0
2.693,44502.0
2.759,44774.0
2.815,45046.0
2.836,45318.0
2.718,45586.0
2.756,45858.0
2.963,46131.0
2.962,46403.0
2.964,46672.0
3.112,46944.0
3.11,47216.0
2.986,47488.0
3.035,47760.0
3.115,48031.0
3.155,48301.0
3.169,48575.0
3.222,48846.0
3.306,49117.0
3.285,49390.0
3.334,49664.0
3.285,49936.0
3.288,50211.0
3.312,50485.0
3.514,50761.0
3.789,51034.0
3.645,51304.0
3.914,51578.0
4.184,51851.0
4.123,52123.0
4.438,52396.0
4.462,52670.0
4.456,52941.0
4.56,53216.0
4.568,53487.0
4.841,53759.0
4.826,54031.0
5.095,54307.0
