Current (mA),Time (ms)
0.0,2790.0
0.899,16900.0
0.522,21137.0
0.539,25348.0
0.651,29558.0
0.724,33737.0
0.792,37905.0
0.849,42103.0
0.881,46333.0
0.899,50576.0
0.902,54820.0
0.93,59014.0
0.939,63213.0
0.944,67383.0
0.963,71607.0
0.986,75751.0
1.002,79913.0
1.01,84118.0
1.025,88337.0
1.04,92524.0
1.049,96692.0
1.059,100892.0
1.055,105085.0
1.057,109305.0
1.089,113524.0
1.073,117760.0
1.1,121963.0
1.118,126143.0
1.12,130288.0
1.135,134542.0
1.138,138758.0
1.139,142913.0
1.155,147081.0
1.156,151222.0
1.176,155401.0
1.194,159568.0
1.211,163699.0
1.221,167850.0
1.227,172046.0
1.24,176262.0
1.225,180507.0
1.26,184790.0
1.28,189113.0
1.281,193281.0
1.282,197469.0
1.28,201691.0
1.269,205879.0
1.272,210047.0
1.262,214230.0
1.257,218360.0
1.246,222489.0
1.239,226672.0
1.233,230814.0
1.236,234947.0
1.259,239143.0
1.266,243308.0
1.28,247521.0
1.285,251684.0
1.278,255864.0
1.29,260078.0
1.301,264258.0
1.3,268437.0
1.305,272626.0
1.301,276814.0
1.293,281019.0
1.305,285259.0
1.293,289485.0
1.288,293685.0
1.283,297899.0
1.277,302105.0
1.277,306265.0
1.272,310451.0
1.269,314682.0
1.268,318891.0
1.267,323113.0
1.268,327334.0
1.262,331552.0
1.259,335737.0
1.257,339922.0
1.254,344143.0
1.258,348375.0
1.276,352575.0
1.289,356756.0
1.297,360982.0
1.298,365162.0
1.308,369356.0
1.309,373602.0
1.313,377800.0
1.314,382048.0
1.316,386275.0
1.315,390507.0
1.32,394676.0
1.322,398860.0
1.331,403063.0
1.348,407292.0
1.36,411518.0
1.365,415675.0
1.363,419822.0
1.363,424024.0
1.367,428181.0
1.373,432384.0
1.363,436577.0
1.374,440800.0
1.392,445010.0
1.402,449237.0
1.405,453428.0
1.425,457604.0
1.446,461819.0
1.451,466014.0
1.459,470226.0
1.485,474483.0
1.546,478688.0
1.561,482911.0
1.579,487098.0
1.597,491318.0
1.585,495544.0
1.599,499751.0
1.605,503982.0
1.632,508229.0
1.636,512477.0
1.674,516628.0
1.729,520846.0
1.734,525064.0
1.767,529293.0
1.788,533520.0
1.813,537745.0
1.84,542002.0
1.879,546186.0
1.879,550370.0
1.884,554579.0
1.923,558807.0
1.938,563047.0
2.007,567288.0
2.045,571484.0
2.051,575674.0
2.068,579836.0
2.071,583986.0
2.104,588131.0
2.129,592338.0
2.154,596536.0
2.258,600753.0
2.294,604887.0
2.341,609055.0
2.395,613271.0
2.397,617470.0
2.412,621699.0
2.461,625930.0
2.471,630161.0
2.509,634373.0
2.556,638566.0
2.503,642766.0
2.504,647000.0
2.534,651180.0
2.56,655424.0
2.525,659648.0
2.578,663869.0
2.657,668056.0
2.694,672280.0
2.677,676494.0
2.735,680768.0
2.66,685023.0
2.682,689285.0
2.629,693503.0
2.685,697674.0
2.796,701900.0
2.795,706142.0
2.797,710352.0
2.81,714577.0
2.813,718808.0
2.848,723022.0
2.996,727187.0
2.977,731408.0
2.932,735609.0
2.968,739843.0
2.992,744089.0
3.007,748319.0
3.037,752461.0
3.008,756611.0
3.019,760743.0
3.013,764874.0
2.997,769095.0
2.969,773323.0
2.952,777535.0
2.969,781769.0
2.98,785970.0
2.95,790154.0
2.969,794385.0
2.981,798623.0
2.968,802858.0
3.045,807093.0
3.008,811309.0
2.96,815484.0
3.019,819691.0
2.973,823932.0
2.977,828156.0
3.249,832369.0
3.099,836592.0
3.168,840826.0
3.042,845021.0
3.086,849209.0
3.132,853404.0
3.204,857598.0
3.171,861843.0
3.235,866057.0
3.161,870300.0
3.213,874519.0
3.31,878683.0
3.188,882903.0
3.246,887132.0
3.174,891370.0
3.274,895596.0
3.265,899799.0
3.192,904032.0
3.203,908237.0
3.092,912450.0
3.195,916681.0
3.179,920887.0
3.208,925028.0
3.24,929172.0
3.269,933421.0
3.179,937559.0
3.133,941705.0
3.13,945865.0
3.172,950015.0
3.227,954230.0
3.174,958350.0
3.154,962451.0
3.243,966552.0
3.3,970680.0
3.273,974851.0
3.162,978995.0
3.29,983099.0
3.241,987240.0
3.326,991341.0
3.19,995531.0
3.276,999629.0
3.328,1003782.0
3.196,1007904.0
3.243,1012076.0
3.15,1016230.0
3.184,1020354.0
3.083,1024483.0
3.288,1028643.0
3.156,1032782.0
3.052,1036907.0
3.075,1041079.0
3.081,1045228.0
3.07,1049410.0
3.206,1053553.0
3.202,1057646.0
3.171,1061755.0
3.023,1065855.0
3.066,1069958.0
2.998,1074077.0
3.025,1078191.0
3.048,1082312.0
3.072,1086405.0
3.052,1090534.0
3.097,1094691.0
3.155,1098875.0
3.106,1102990.0
3.037,1107087.0
3.183,1111197.0
3.215,1115305.0
3.219,1119400.0
3.36,1123571.0
3.37,1127700.0
3.317,1131821.0
3.089,1135936.0
3.33,1140057.0
3.264,1144196.0
3.157,1148334.0
3.281,1152475.0
3.433,1156599.0
3.26,1160697.0
3.239,1164819.0
3.21,1168930.0
3.211,1173095.0
3.335,1177283.0
3.413,1181523.0
3.518,1185722.0
3.877,1189938.0
3.912,1194131.0
4.082,1198361.0
3.893,1202554.0
3.853,1206791.0
3.866,1211009.0
4.2,1215245.0
3.858,1219387.0
3.719,1223614.0
4.293,1227853.0
4.11,1232080.0
4.061,1236304.0
3.91,1240523.0
4.121,1244720.0
5.05,1248932.0
