Current (mA),Time (ms)
0.0,96.0
0.732,10279.0
0.743,10548.0
0.746,10821.0
0.76,11091.0
0.775,11362.0
0.778,11633.0
0.778,11904.0
0.78,12174.0
0.772,12444.0
0.769,12714.0
0.755,12987.0
0.744,13260.0
0.742,13531.0
0.733,13803.0
0.711,14074.0
0.711,14347.0
0.69,14618.0
0.694,14890.0
0.687,15158.0
0.68,15430.0
0.672,15710.0
0.671,15982.0
0.663,16252.0
0.661,16523.0
0.662,16796.0
0.66,17067.0
0.657,17337.0
0.659,17609.0
0.659,17879.0
0.659,18151.0
0.661,18425.0
0.662,18696.0
0.665,18968.0
0.668,19238.0
0.672,19509.0
0.676,19784.0
0.681,20053.0
0.685,20324.0
0.691,20594.0
0.696,20864.0
0.702,21139.0
0.708,21410.0
0.714,21678.0
0.72,21948.0
0.727,22220.0
0.734,22490.0
0.741,22762.0
0.747,23029.0
0.755,23300.0
0.761,23572.0
0.769,23844.0
0.777,24115.0
0.785,24385.0
0.792,24658.0
0.8,24928.0
0.808,25200.0
0.817,25469.0
0.825,25741.0
0.834,26009.0
0.843,26281.0
0.852,26553.0
0.861,26823.0
0.87,27107.0
0.88,27380.0
0.889,27653.0
0.899,27927.0
0.909,28195.0
0.918,28466.0
0.928,28738.0
0.938,29008.0
0.948,29278.0
0.958,29549.0
0.969,29819.0
0.98,30090.0
0.991,30364.0
1.002,30636.0
1.011,30906.0
1.022,31178.0
1.033,31449.0
1.043,31723.0
1.054,31993.0
1.064,32264.0
1.075,32538.0
1.086,32811.0
1.097,33084.0
1.108,33355.0
1.118,33628.0
1.129,33898.0
1.14,34169.0
1.151,34443.0
1.162,34716.0
1.173,34987.0
1.184,35260.0
1.195,35528.0
1.206,35799.0
1.218,36069.0
1.229,36338.0
1.241,36610.0
1.252,36882.0
1.264,37151.0
1.275,37424.0
1.286,37693.0
1.299,37965.0
1.311,38237.0
1.323,38509.0
1.335,38785.0
1.346,39056.0
1.359,39326.0
1.371,39598.0
1.383,39870.0
1.396,40140.0
1.408,40412.0
1.421,40683.0
1.434,40954.0
1.446,41224.0
1.459,41496.0
1.473,41768.0
1.486,42041.0
1.499,42310.0
1.512,42581.0
1.526,42852.0
1.54,43125.0
1.553,43399.0
1.567,43672.0
1.58,43943.0
1.594,44213.0
1.608,44483.0
1.62,44756.0
1.633,45024.0
1.647,45297.0
1.66,45568.0
1.674,45840.0
1.687,46110.0
1.702,46379.0
1.716,46653.0
1.73,46924.0
1.744,47195.0
1.759,47466.0
1.772,47736.0
1.786,48006.0
1.801,48279.0
1.815,48549.0
1.83,48821.0
1.845,49093.0
1.86,49364.0
1.877,49635.0
1.892,49906.0
1.907,50178.0
1.923,50448.0
1.938,50718.0
1.953,50990.0
1.97,51261.0
1.987,51534.0
2.004,51804.0
2.022,52076.0
2.039,52347.0
2.057,52616.0
2.073,52888.0
2.092,53160.0
2.11,53429.0
2.128,53700.0
2.146,53972.0
2.165,54241.0
2.184,54512.0
2.202,54785.0
2.22,55054.0
2.241,55326.0
2.315,55598.0
2.327,55870.0
2.345,56140.0
2.365,56413.0
2.38,56683.0
2.4,56964.0
2.428,57258.0
2.663,57528.0
2.69,57799.0
2.696,58071.0
2.778,58344.0
2.773,58615.0
2.795,58889.0
2.804,59160.0
2.851,59431.0
2.886,59703.0
2.837,59974.0
2.886,60243.0
2.905,60512.0
2.913,60786.0
2.938,61058.0
2.961,61331.0
2.988,61603.0
3.04,61873.0
3.1,62145.0
3.097,62418.0
3.107,62692.0
3.128,62961.0
3.158,63236.0
3.175,63507.0
3.215,63780.0
3.237,64051.0
3.279,64324.0
3.301,64595.0
3.336,64868.0
3.37,65170.0
3.397,65442.0
3.543,65713.0
3.579,65986.0
3.6,66257.0
3.649,66531.0
3.68,66802.0
3.871,67073.0
3.978,67346.0
4.033,67618.0
4.008,67890.0
4.03,68163.0
4.076,68435.0
4.107,68710.0
4.093,68981.0
4.108,69254.0
4.142,69525.0
4.114,69796.0
4.169,70070.0
4.205,70341.0
4.216,70612.0
4.305,70885.0
4.796,71159.0
5.173,71432.0
