Current (mA),Time (ms)
0.0,98.0
0.859,10299.0
0.848,10569.0
0.84,10839.0
0.835,11110.0
0.833,11381.0
0.832,11654.0
0.831,11924.0
0.828,12196.0
0.825,12467.0
0.823,12741.0
0.82,13010.0
0.817,13281.0
0.812,13555.0
0.807,13827.0
0.8,14097.0
0.793,14371.0
0.785,14643.0
0.778,14914.0
0.77,15186.0
0.763,15459.0
0.756,15732.0
0.749,16005.0
0.744,16276.0
0.739,16546.0
0.734,16817.0
0.73,17086.0
0.727,17357.0
0.724,17629.0
0.722,17901.0
0.721,18174.0
0.719,18444.0
0.719,18718.0
0.718,18990.0
0.719,19260.0
0.72,19532.0
0.721,19805.0
0.723,20074.0
0.726,20346.0
0.728,20615.0
0.732,20887.0
0.735,21159.0
0.738,21432.0
0.743,21703.0
0.747,21973.0
0.751,22246.0
0.756,22517.0
0.761,22787.0
0.766,23058.0
0.772,23331.0
0.777,23603.0
0.783,23875.0
0.789,24146.0
0.794,24417.0
0.8,24689.0
0.806,24960.0
0.812,25231.0
0.819,25503.0
0.825,25775.0
0.832,26046.0
0.839,26318.0
0.846,26590.0
0.853,26861.0
0.86,27133.0
0.868,27405.0
0.875,27679.0
0.883,27952.0
0.89,28224.0
0.898,28495.0
0.905,28766.0
0.913,29039.0
0.921,29309.0
0.928,29581.0
0.936,29853.0
0.944,30124.0
0.951,30395.0
0.959,30666.0
0.967,30938.0
0.975,31208.0
0.983,31480.0
0.991,31752.0
0.998,32024.0
1.006,32297.0
1.013,32570.0
1.021,32843.0
1.029,33115.0
1.036,33389.0
1.045,33660.0
1.052,33934.0
1.06,34205.0
1.068,34476.0
1.075,34747.0
1.082,35020.0
1.09,35291.0
1.098,35565.0
1.105,35837.0
1.112,36108.0
1.12,36383.0
1.128,36653.0
1.135,36925.0
1.143,37199.0
1.15,37468.0
1.157,37739.0
1.165,38012.0
1.172,38282.0
1.179,38553.0
1.187,38822.0
1.193,39096.0
1.2,39368.0
1.207,39637.0
1.215,39907.0
1.222,40180.0
1.229,40453.0
1.237,40724.0
1.244,40994.0
1.252,41265.0
1.259,41534.0
1.265,41805.0
1.273,42076.0
1.281,42344.0
1.289,42617.0
1.296,42889.0
1.304,43159.0
1.311,43431.0
1.319,43704.0
1.326,43976.0
1.334,44248.0
1.342,44522.0
1.349,44794.0
1.356,45065.0
1.364,45337.0
1.372,45608.0
1.379,45878.0
1.387,46149.0
1.394,46421.0
1.402,46694.0
1.409,46964.0
1.417,47235.0
1.424,47508.0
1.433,47780.0
1.441,48050.0
1.449,48322.0
1.457,48593.0
1.465,48865.0
1.473,49137.0
1.481,49409.0
1.489,49680.0
1.498,49952.0
1.506,50222.0
1.514,50496.0
1.522,50766.0
1.53,51036.0
1.539,51307.0
1.547,51578.0
1.556,51850.0
1.565,52122.0
1.573,52396.0
1.582,52668.0
1.591,52940.0
1.6,53211.0
1.608,53483.0
1.617,53754.0
1.669,54026.0
1.667,54298.0
1.675,54572.0
1.682,54844.0
1.68,55118.0
1.693,55390.0
1.702,55661.0
1.71,55933.0
1.715,56202.0
1.73,56473.0
1.751,56745.0
1.763,57015.0
1.773,57288.0
1.781,57559.0
1.788,57830.0
1.793,58102.0
1.805,58373.0
1.809,58644.0
1.825,58916.0
1.845,59188.0
1.855,59460.0
1.859,59732.0
1.873,60003.0
1.907,60276.0
1.906,60546.0
1.927,60819.0
1.939,61090.0
2.058,61363.0
2.058,61635.0
2.075,61905.0
2.112,62175.0
2.117,62447.0
2.127,62718.0
2.144,62991.0
2.112,63264.0
2.162,63535.0
2.2,63807.0
2.216,64077.0
2.232,64348.0
2.251,64620.0
2.255,64891.0
2.34,65161.0
2.298,65433.0
2.33,65704.0
2.419,65976.0
2.395,66249.0
2.467,66521.0
2.48,66793.0
2.481,67064.0
2.624,67334.0
2.693,67607.0
2.626,67879.0
2.62,68149.0
2.66,68420.0
2.696,68690.0
2.749,68962.0
2.586,69233.0
2.686,69506.0
2.696,69777.0
2.708,70049.0
2.741,70321.0
2.707,70593.0
2.767,70863.0
2.764,71133.0
2.777,71404.0
2.784,71676.0
2.86,71947.0
2.791,72219.0
2.865,72491.0
2.865,72764.0
2.873,73033.0
2.877,73306.0
2.91,73577.0
2.896,73849.0
2.916,74120.0
2.94,74393.0
3.025,74664.0
3.148,74938.0
3.069,75209.0
3.1,75481.0
3.172,75754.0
3.253,76025.0
3.173,76297.0
3.187,76569.0
3.185,76843.0
3.211,77116.0
3.214,77388.0
3.201,77662.0
3.246,77937.0
3.467,78209.0
3.677,78481.0
3.641,78753.0
3.663,79024.0
3.677,79299.0
3.75,79573.0
3.822,79847.0
3.933,80120.0
3.942,80391.0
3.998,80664.0
4.26,80937.0
4.332,81209.0
4.141,81481.0
4.279,81756.0
4.366,82030.0
4.403,82302.0
4.44,82573.0
4.24,82847.0
4.431,83120.0
4.424,83395.0
4.535,83669.0
4.685,83941.0
4.638,84213.0
4.651,84487.0
4.764,84759.0
4.787,85031.0
4.783,85304.0
5.19,85579.0
