Current (mA),Time (ms)
0.0,95.0
0.911,10284.0
0.918,10556.0
0.921,10828.0
0.923,11100.0
0.928,11373.0
0.933,11646.0
0.937,11916.0
0.939,12188.0
0.932,12460.0
0.931,12733.0
0.915,13004.0
0.904,13274.0
0.894,13545.0
0.887,13816.0
0.878,14086.0
0.871,14357.0
0.859,14627.0
0.85,14899.0
0.844,15170.0
0.843,15443.0
0.845,15716.0
0.843,15987.0
0.838,16260.0
0.836,16534.0
0.836,16806.0
0.835,17078.0
0.833,17352.0
0.835,17623.0
0.837,17895.0
0.84,18167.0
0.844,18439.0
0.849,18712.0
0.854,18983.0
0.86,19255.0
0.866,19525.0
0.873,19799.0
0.88,20071.0
0.888,20343.0
0.895,20615.0
0.903,20884.0
0.912,21156.0
0.92,21427.0
0.928,21699.0
0.937,21971.0
0.946,22241.0
0.954,22513.0
0.963,22784.0
0.972,23057.0
0.981,23328.0
0.989,23600.0
0.998,23872.0
1.006,24142.0
1.015,24415.0
1.023,24688.0
1.031,24960.0
1.04,25231.0
1.049,25503.0
1.057,25775.0
1.065,26048.0
1.073,26321.0
1.082,26592.0
1.09,26861.0
1.1,27131.0
1.108,27404.0
1.117,27677.0
1.126,27950.0
1.135,28223.0
1.144,28494.0
1.152,28764.0
1.161,29037.0
1.171,29310.0
1.18,29582.0
1.189,29853.0
1.198,30126.0
1.207,30396.0
1.217,30665.0
1.227,30937.0
1.236,31210.0
1.246,31481.0
1.256,31753.0
1.266,32026.0
1.276,32296.0
1.286,32570.0
1.296,32841.0
1.306,33111.0
1.317,33383.0
1.327,33655.0
1.338,33927.0
1.349,34197.0
1.36,34469.0
1.37,34743.0
1.382,35016.0
1.393,35288.0
1.405,35561.0
1.416,35832.0
1.427,36102.0
1.438,36376.0
1.45,36648.0
1.461,36922.0
1.474,37193.0
1.485,37465.0
1.497,37736.0
1.509,38009.0
1.521,38279.0
1.532,38552.0
1.561,38823.0
1.581,39095.0
1.579,39368.0
1.589,39641.0
1.616,39914.0
1.627,40185.0
1.636,40459.0
1.662,40730.0
1.693,41006.0
1.705,41278.0
1.718,41550.0
1.733,41823.0
1.756,42095.0
1.754,42366.0
1.788,42639.0
1.805,42911.0
1.799,43183.0
1.816,43456.0
1.838,43727.0
1.871,43998.0
1.898,44270.0
1.894,44541.0
1.905,44813.0
1.915,45083.0
1.951,45354.0
1.984,45624.0
1.948,45897.0
1.961,46170.0
1.979,46442.0
2.009,46713.0
2.031,46984.0
2.028,47255.0
2.075,47525.0
2.091,47795.0
2.127,48067.0
2.149,48337.0
2.152,48607.0
2.164,48878.0
2.19,49149.0
2.203,49421.0
2.249,49693.0
2.256,49965.0
2.371,50234.0
2.366,50505.0
2.361,50775.0
2.611,51048.0
2.58,51320.0
2.56,51589.0
2.591,51862.0
2.637,52130.0
2.542,52405.0
2.58,52679.0
2.732,52952.0
2.762,53221.0
2.697,53492.0
2.782,53765.0
2.773,54036.0
2.798,54307.0
2.817,54581.0
2.815,54851.0
2.842,55124.0
2.876,55395.0
2.935,55666.0
2.947,55939.0
2.974,56209.0
2.972,56482.0
2.994,56752.0
2.97,57023.0
2.96,57295.0
2.985,57569.0
3.074,57839.0
3.107,58111.0
3.123,58386.0
3.218,58658.0
3.279,58932.0
3.253,59205.0
3.305,59476.0
3.354,59748.0
3.472,60019.0
3.478,60291.0
3.465,60562.0
3.508,60834.0
3.673,61109.0
3.708,61380.0
3.873,61654.0
3.807,61926.0
4.187,62200.0
4.212,62470.0
4.249,62744.0
4.679,63015.0
4.797,63288.0
4.794,63563.0
4.731,63836.0
4.711,64108.0
4.582,64383.0
4.731,64655.0
4.806,64930.0
5.084,65202.0
