Current (mA),Time (ms)
0.0,93.0
2.488,10287.0
2.339,10558.0
2.51,10830.0
2.563,11100.0
2.553,11376.0
2.603,11649.0
2.664,11923.0
2.721,12196.0
2.776,12466.0
2.833,12740.0
2.883,13009.0
2.915,13279.0
2.943,13552.0
2.973,13823.0
2.999,14093.0
3.02,14365.0
3.033,14636.0
3.035,14907.0
3.024,15177.0
3.002,15449.0
2.977,15719.0
2.956,15993.0
2.94,16264.0
2.927,16536.0
2.915,16809.0
2.904,17080.0
2.893,17353.0
2.884,17624.0
2.876,17895.0
2.87,18166.0
2.866,18438.0
2.86,18707.0
2.857,18981.0
2.852,19252.0
2.849,19524.0
2.846,19796.0
2.843,20066.0
2.842,20340.0
2.84,20613.0
2.84,20888.0
2.839,21160.0
2.838,21432.0
2.838,21704.0
2.837,21976.0
2.838,22245.0
2.838,22520.0
2.839,22793.0
2.839,23065.0
2.84,23340.0
2.84,23610.0
2.839,23882.0
2.84,24153.0
2.841,24426.0
2.841,24695.0
2.841,24968.0
2.842,25242.0
2.843,25514.0
2.843,25787.0
2.843,26060.0
2.844,26332.0
2.845,26605.0
2.847,26877.0
2.845,27149.0
2.845,27419.0
2.846,27693.0
2.848,27965.0
2.848,28237.0
2.849,28510.0
2.85,28782.0
2.851,29055.0
2.853,29326.0
2.856,29600.0
2.857,29871.0
2.858,30143.0
2.858,30417.0
2.86,30689.0
2.863,30962.0
2.867,31235.0
2.867,31510.0
2.869,31781.0
2.872,32053.0
2.879,32325.0
2.885,32596.0
2.886,32870.0
2.888,33143.0
2.892,33415.0
2.89,33685.0
2.891,33955.0
2.893,34227.0
2.896,34497.0
2.897,34769.0
2.9,35041.0
2.901,35311.0
2.904,35584.0
2.906,35855.0
2.908,36126.0
2.909,36397.0
2.911,36671.0
2.914,36944.0
2.914,37219.0
2.917,37489.0
2.92,37762.0
2.919,38034.0
2.921,38306.0
2.924,38579.0
2.926,38852.0
2.927,39124.0
2.931,39395.0
2.931,39667.0
2.93,39939.0
2.932,40211.0
2.934,40483.0
2.936,40753.0
2.936,41026.0
2.936,41297.0
2.937,41570.0
2.937,41841.0
2.944,42114.0
2.945,42386.0
2.945,42659.0
2.945,42931.0
2.948,43203.0
2.946,43475.0
2.948,43750.0
2.949,44022.0
2.954,44294.0
2.957,44565.0
2.962,44835.0
2.962,45106.0
2.965,45379.0
2.968,45651.0
2.977,45923.0
2.984,46196.0
2.984,46467.0
2.988,46741.0
2.992,47013.0
2.993,47286.0
2.995,47559.0
2.995,47831.0
2.994,48103.0
2.995,48375.0
2.998,48645.0
2.996,48919.0
2.996,49190.0
3.009,49462.0
3.016,49734.0
3.018,50007.0
3.021,50280.0
3.021,50549.0
3.025,50822.0
3.027,51092.0
3.027,51365.0
3.029,51637.0
3.027,51908.0
3.026,52178.0
3.026,52449.0
3.026,52721.0
3.042,52993.0
3.046,53264.0
3.061,53536.0
3.064,53811.0
3.077,54083.0
3.079,54354.0
3.077,54626.0
3.076,54899.0
3.072,55172.0
3.072,55443.0
3.073,55714.0
3.083,55986.0
3.084,56257.0
3.081,56531.0
3.085,56800.0
3.095,57072.0
3.157,57343.0
3.155,57615.0
3.154,57887.0
3.162,58159.0
3.158,58432.0
3.156,58704.0
3.151,58975.0
3.15,59250.0
3.151,59522.0
3.15,59796.0
3.151,60068.0
3.146,60339.0
3.157,60611.0
3.163,60883.0
3.166,61155.0
3.166,61427.0
3.185,61699.0
3.182,61970.0
3.187,62242.0
3.186,62512.0
3.184,62786.0
3.186,63056.0
3.201,63330.0
3.202,63603.0
3.21,63874.0
3.208,64146.0
3.206,64417.0
3.207,64689.0
3.203,64962.0
3.205,65231.0
3.217,65503.0
3.226,65774.0
3.233,66044.0
3.23,66318.0
3.225,66589.0
3.218,66858.0
3.213,67132.0
3.211,67404.0
3.215,67677.0
3.215,67949.0
3.216,68223.0
3.219,68493.0
3.217,68764.0
3.217,69035.0
3.213,69305.0
3.209,69575.0
3.21,69848.0
3.215,70119.0
3.218,70389.0
3.259,70663.0
3.261,70936.0
3.253,71208.0
3.265,71479.0
3.287,71751.0
3.312,72020.0
3.31,72289.0
3.304,72563.0
3.299,72836.0
3.292,73109.0
3.288,73381.0
3.287,73653.0
3.287,73923.0
3.292,74195.0
3.31,74466.0
3.311,74738.0
3.306,75010.0
3.31,75281.0
3.317,75553.0
3.319,75825.0
3.32,76098.0
3.32,76370.0
3.321,76642.0
3.322,76911.0
3.322,77182.0
3.323,77452.0
3.322,77723.0
3.324,77997.0
3.329,78270.0
3.343,78539.0
3.347,78811.0
3.348,79081.0
3.344,79351.0
3.348,79621.0
3.348,79892.0
3.348,80164.0
3.372,80436.0
3.37,80708.0
3.385,80982.0
3.383,81256.0
3.381,81526.0
3.383,81796.0
3.381,82069.0
3.378,82340.0
3.378,82614.0
3.37,82887.0
3.369,83160.0
3.368,83433.0
3.368,83707.0
3.374,83978.0
3.391,84250.0
3.388,84522.0
3.387,84796.0
3.387,85066.0
3.42,85338.0
3.445,85611.0
3.449,85880.0
3.444,86150.0
3.443,86420.0
3.442,86692.0
3.452,86964.0
3.45,87237.0
3.454,87508.0
3.451,87780.0
3.468,88054.0
3.466,88326.0
3.469,88597.0
3.471,88869.0
3.471,89143.0
3.47,89414.0
3.468,89685.0
3.463,89955.0
3.465,90226.0
