Current (mA),Time (ms)
0.0,108.0
0.195,10304.0
0.18,10574.0
0.175,10848.0
0.169,11123.0
0.169,11392.0
0.174,11666.0
0.176,11936.0
0.181,12208.0
0.177,12479.0
0.185,12750.0
0.183,13024.0
0.191,13298.0
0.191,13570.0
0.199,13843.0
0.197,14113.0
0.203,14385.0
0.196,14656.0
0.211,14927.0
0.202,15200.0
0.218,15470.0
0.219,15743.0
0.222,16016.0
0.233,16284.0
0.231,16559.0
0.233,16832.0
0.242,17104.0
0.242,17376.0
0.245,17650.0
0.245,17923.0
0.244,18194.0
0.245,18468.0
0.244,18742.0
0.249,19015.0
0.25,19290.0
0.25,19561.0
0.252,19835.0
0.254,20108.0
0.254,20382.0
0.253,20653.0
0.252,20923.0
0.255,21194.0
0.255,21466.0
0.255,21740.0
0.256,22014.0
0.258,22287.0
0.258,22559.0
0.262,22830.0
0.26,23102.0
0.261,23375.0
0.262,23648.0
0.262,23918.0
0.264,24188.0
0.264,24459.0
0.266,24729.0
0.266,25000.0
0.266,25272.0
0.267,25551.0
0.267,25822.0
0.27,26096.0
0.269,26374.0
0.267,26648.0
0.269,26920.0
0.263,27190.0
0.271,27463.0
0.271,27734.0
0.271,28006.0
0.271,28278.0
0.263,28551.0
0.273,28823.0
0.274,29093.0
0.272,29363.0
0.272,29634.0
0.267,29905.0
0.275,30177.0
0.27,30448.0
0.268,30722.0
0.275,30993.0
0.275,31268.0
0.274,31543.0
0.271,31814.0
0.277,32087.0
0.274,32357.0
0.274,32630.0
0.273,32901.0
0.271,33173.0
0.272,33443.0
0.273,33712.0
0.273,33983.0
0.274,34254.0
0.272,34524.0
0.274,34795.0
0.273,35067.0
0.273,35341.0
0.273,35615.0
0.274,35886.0
0.276,36158.0
0.276,36429.0
0.275,36701.0
0.275,36972.0
0.276,37247.0
0.278,37521.0
0.276,37791.0
0.276,38064.0
0.277,38341.0
0.28,38616.0
0.28,38887.0
0.279,39162.0
0.28,39435.0
0.28,39708.0
0.281,39977.0
0.28,40246.0
0.282,40521.0
0.283,40793.0
0.284,41067.0
0.282,41341.0
0.285,41614.0
0.286,41886.0
0.287,42159.0
0.285,42429.0
0.287,42702.0
0.286,42975.0
0.289,43250.0
0.288,43528.0
0.288,43800.0
0.291,44071.0
0.293,44341.0
0.294,44615.0
0.454,44889.0
0.461,45162.0
0.605,45435.0
0.595,45712.0
0.585,45981.0
0.594,46253.0
0.601,46523.0
0.602,46801.0
0.599,47072.0
0.606,47344.0
0.607,47614.0
0.605,47892.0
0.6,48163.0
0.593,48434.0
0.598,48710.0
0.557,48987.0
0.587,49260.0
0.576,49530.0
0.581,49801.0
0.584,50073.0
0.594,50350.0
0.597,50622.0
0.595,50894.0
0.588,51164.0
0.587,51435.0
0.586,51705.0
0.581,51980.0
0.582,52252.0
0.499,52522.0
0.661,52793.0
0.502,53067.0
0.478,53340.0
0.486,53612.0
0.493,53883.0
0.508,54155.0
0.508,54426.0
0.513,54699.0
0.506,54972.0
0.506,55244.0
0.505,55516.0
0.512,55788.0
0.509,56061.0
0.507,56335.0
0.508,56607.0
0.51,56881.0
0.519,57155.0
0.562,57425.0
0.6,57699.0
0.589,57970.0
0.597,58242.0
0.59,58513.0
0.606,58784.0
0.629,59058.0
0.625,59330.0
0.614,59604.0
0.692,59873.0
0.675,60145.0
0.696,60415.0
0.745,60684.0
0.724,60955.0
0.728,61228.0
0.733,61498.0
0.715,61771.0
0.729,62043.0
0.711,62316.0
0.747,62587.0
0.775,62860.0
0.781,63130.0
0.79,63400.0
0.786,63670.0
0.867,63941.0
0.893,64213.0
0.923,64482.0
0.99,64755.0
0.986,65028.0
1.077,65300.0
1.126,65725.0
1.138,65996.0
1.125,66269.0
1.211,66539.0
1.173,66809.0
1.182,67081.0
1.212,67352.0
1.329,67627.0
1.363,67899.0
1.316,68169.0
1.455,68438.0
1.442,68710.0
1.578,68982.0
1.566,69255.0
1.663,69528.0
1.659,69801.0
1.643,70073.0
1.615,70350.0
1.671,70624.0
1.901,70900.0
2.033,71174.0
2.163,71447.0
2.291,71717.0
2.313,71988.0
2.423,72257.0
2.428,72529.0
2.686,72801.0
2.706,73070.0
2.824,73345.0
2.892,73616.0
2.831,73890.0
3.035,74163.0
2.931,74436.0
3.035,74707.0
3.252,74981.0
3.513,75253.0
3.552,75525.0
3.718,75797.0
3.956,76069.0
3.894,76343.0
3.864,76616.0
3.997,76891.0
3.982,77165.0
4.101,77437.0
4.159,77710.0
4.234,77984.0
4.239,78258.0
4.175,78529.0
4.419,78803.0
4.607,79077.0
4.623,79349.0
4.803,79620.0
4.978,79895.0
4.869,80168.0
4.993,80442.0
5.132,80718.0
