Current (mA),Time (ms)
0.0,97.0
0.801,10295.0
0.813,10564.0
0.816,10834.0
0.808,11105.0
0.799,11376.0
0.789,11646.0
0.776,11920.0
0.762,12190.0
0.746,12460.0
0.732,12733.0
0.721,13005.0
0.709,13275.0
0.697,13549.0
0.686,13822.0
0.675,14093.0
0.666,14363.0
0.656,14634.0
0.648,14907.0
0.639,15176.0
0.63,15448.0
0.621,15719.0
0.613,15990.0
0.605,16263.0
0.598,16538.0
0.591,16811.0
0.585,17084.0
0.58,17354.0
0.575,17626.0
0.571,17898.0
0.568,18169.0
0.566,18441.0
0.564,18713.0
0.563,18985.0
0.563,19256.0
0.563,19529.0
0.564,19802.0
0.565,20073.0
0.567,20343.0
0.57,20613.0
0.573,20883.0
0.576,21157.0
0.58,21428.0
0.585,21699.0
0.59,21973.0
0.595,22244.0
0.6,22516.0
0.605,22787.0
0.611,23058.0
0.617,23329.0
0.623,23600.0
0.629,23873.0
0.635,24144.0
0.642,24415.0
0.648,24688.0
0.655,24960.0
0.661,25231.0
0.668,25503.0
0.675,25774.0
0.682,26045.0
0.689,26316.0
0.696,26587.0
0.703,26858.0
0.71,27128.0
0.717,27400.0
0.724,27669.0
0.732,27940.0
0.739,28212.0
0.747,28484.0
0.755,28757.0
0.762,29028.0
0.77,29299.0
0.778,29569.0
0.786,29841.0
0.793,30113.0
0.802,30386.0
0.81,30657.0
0.817,30928.0
0.826,31199.0
0.834,31469.0
0.842,31741.0
0.85,32013.0
0.858,32285.0
0.866,32557.0
0.875,32827.0
0.883,33097.0
0.891,33366.0
0.9,33638.0
0.908,33909.0
0.916,34182.0
0.924,34453.0
0.933,34725.0
0.941,34996.0
0.95,35268.0
0.959,35539.0
0.967,35810.0
0.975,36081.0
0.984,36354.0
0.992,36627.0
1.001,36900.0
1.009,37172.0
1.018,37444.0
1.026,37716.0
1.035,37987.0
1.043,38260.0
1.052,38531.0
1.061,38806.0
1.069,39078.0
1.078,39350.0
1.086,39623.0
1.094,39896.0
1.104,40169.0
1.112,40443.0
1.12,40715.0
1.129,40987.0
1.137,41257.0
1.146,41526.0
1.154,41799.0
1.163,42072.0
1.172,42346.0
1.181,42619.0
1.19,42890.0
1.198,43162.0
1.207,43433.0
1.215,43705.0
1.224,43976.0
1.234,44249.0
1.243,44521.0
1.252,44792.0
1.261,45064.0
1.27,45336.0
1.28,45607.0
1.289,45882.0
1.298,46153.0
1.308,46426.0
1.318,46696.0
1.327,46969.0
1.336,47242.0
1.345,47514.0
1.355,47787.0
1.364,48058.0
1.373,48328.0
1.383,48599.0
1.392,48872.0
1.402,49145.0
1.412,49416.0
1.422,49687.0
1.432,49958.0
1.441,50232.0
1.451,50504.0
1.461,50774.0
1.471,51046.0
1.481,51317.0
1.491,51587.0
1.501,51859.0
1.511,52131.0
1.521,52405.0
1.531,52677.0
1.542,52950.0
1.552,53220.0
1.563,53493.0
1.574,53767.0
1.585,54038.0
1.595,54310.0
1.607,54582.0
1.618,54853.0
1.63,55125.0
1.641,55396.0
1.652,55670.0
1.664,55942.0
1.676,56213.0
1.686,56486.0
1.698,56756.0
1.71,57028.0
1.721,57298.0
1.733,57568.0
1.746,57841.0
1.759,58112.0
1.772,58386.0
1.784,58657.0
1.796,58927.0
1.808,59200.0
1.82,59471.0
1.832,59743.0
1.845,60015.0
1.858,60287.0
1.87,60558.0
1.884,60832.0
1.897,61102.0
1.91,61372.0
1.922,61644.0
1.936,61914.0
1.949,62185.0
1.964,62456.0
1.978,62729.0
1.994,62999.0
2.01,63271.0
2.025,63545.0
2.039,63818.0
2.052,64088.0
2.065,64362.0
2.078,64633.0
2.091,64905.0
2.104,65176.0
2.117,65450.0
2.133,65720.0
2.15,65991.0
2.165,66263.0
2.182,66534.0
2.198,66806.0
2.212,67079.0
2.227,67352.0
2.241,67625.0
2.255,67897.0
2.27,68168.0
2.285,68442.0
2.3,68715.0
2.316,68988.0
2.334,69260.0
2.352,69531.0
2.369,69801.0
2.387,70074.0
2.406,70344.0
2.424,70614.0
2.441,70886.0
2.458,71159.0
2.473,71429.0
2.49,71702.0
2.506,71973.0
2.52,72246.0
2.535,72518.0
2.555,72789.0
2.571,73060.0
2.591,73332.0
2.609,73604.0
2.626,73877.0
2.644,74148.0
2.659,74419.0
2.677,74690.0
2.694,74961.0
2.712,75232.0
2.728,75504.0
2.747,75774.0
2.769,76046.0
2.834,76320.0
2.906,76589.0
2.923,76860.0
2.94,77130.0
3.201,77403.0
3.207,77674.0
3.308,77949.0
3.379,78224.0
3.386,78499.0
3.391,78771.0
3.416,79041.0
3.417,79315.0
3.43,79590.0
3.452,79864.0
3.486,80138.0
3.521,80410.0
3.558,80682.0
3.524,80957.0
3.55,81229.0
3.579,81503.0
3.675,81778.0
3.7,82049.0
3.697,82322.0
3.729,82593.0
3.731,82865.0
3.739,83138.0
3.763,83411.0
3.793,83680.0
3.907,83954.0
3.924,84226.0
4.045,84498.0
4.03,84771.0
4.032,85045.0
4.072,85316.0
4.235,85588.0
4.333,85861.0
4.347,86134.0
4.398,86408.0
4.582,86681.0
4.56,86954.0
4.607,87226.0
4.601,87499.0
4.576,87774.0
4.608,88046.0
4.685,88320.0
4.827,88593.0
4.823,88866.0
4.863,89138.0
4.777,89411.0
4.935,89682.0
5.033,89957.0
