Current (mA),Time (ms)
0.0,99.0
0.165,10296.0
0.176,10566.0
0.183,10838.0
0.194,11110.0
0.191,11380.0
0.195,11660.0
0.208,11929.0
0.208,12202.0
0.199,12472.0
0.189,12744.0
0.178,13016.0
0.18,13287.0
0.182,13557.0
0.184,13827.0
0.195,14098.0
0.209,14369.0
0.217,14638.0
0.225,14909.0
0.21,15182.0
0.201,15455.0
0.205,15726.0
0.208,15999.0
0.212,16272.0
0.214,16542.0
0.232,16816.0
0.223,17087.0
0.239,17359.0
0.223,17628.0
0.227,17899.0
0.237,18169.0
0.228,18441.0
0.231,18715.0
0.246,18988.0
0.244,19259.0
0.255,19530.0
0.251,19800.0
0.252,20072.0
0.253,20343.0
0.261,20614.0
0.246,20884.0
0.261,21158.0
0.258,21431.0
0.26,21701.0
0.268,21973.0
0.259,22244.0
0.267,22517.0
0.269,22788.0
0.27,23058.0
0.269,23331.0
0.28,23603.0
0.279,23875.0
0.279,24150.0
0.283,24424.0
0.278,24696.0
0.285,24969.0
0.29,25240.0
0.284,25512.0
0.296,25784.0
0.287,26054.0
0.294,26328.0
0.296,26600.0
0.297,26872.0
0.299,27143.0
0.302,27414.0
0.297,27682.0
0.302,27955.0
0.3,28229.0
0.306,28502.0
0.307,28774.0
0.308,29047.0
0.304,29320.0
0.315,29591.0
0.312,29863.0
0.308,30131.0
0.315,30403.0
0.314,30676.0
0.32,30949.0
0.317,31222.0
0.314,31493.0
0.322,31764.0
0.322,32036.0
0.325,32308.0
0.325,32579.0
0.322,32849.0
0.331,33117.0
0.329,33388.0
0.331,33662.0
0.335,33933.0
0.33,34207.0
0.337,34479.0
0.336,34749.0
0.334,35021.0
0.34,35292.0
0.34,35565.0
0.339,35836.0
0.34,36108.0
0.343,36379.0
0.34,36653.0
0.341,36927.0
0.345,37202.0
0.347,37471.0
0.341,37743.0
0.349,38015.0
0.354,38288.0
0.354,38561.0
0.35,38832.0
0.357,39105.0
0.355,39374.0
0.352,39644.0
0.359,39919.0
0.36,40192.0
0.354,40465.0
0.358,40738.0
0.363,41009.0
0.364,41281.0
0.357,41554.0
0.364,41827.0
0.364,42099.0
0.362,42371.0
0.372,42644.0
0.373,42915.0
0.628,43187.0
0.617,43460.0
0.626,43732.0
0.621,44003.0
0.667,44274.0
0.711,44545.0
0.851,44816.0
0.826,45086.0
0.868,45358.0
0.896,45629.0
1.053,45901.0
1.065,46172.0
1.048,46442.0
1.116,46711.0
1.097,46984.0
1.128,47255.0
1.071,47525.0
1.213,47795.0
1.322,48069.0
1.259,48341.0
1.299,48613.0
1.353,48882.0
1.545,49156.0
1.62,49426.0
1.647,49697.0
1.78,49969.0
1.775,50239.0
1.764,50509.0
1.791,50780.0
1.772,51051.0
1.809,51320.0
1.916,51590.0
1.868,51861.0
1.972,52131.0
2.064,52402.0
2.326,52674.0
2.395,52943.0
2.553,53216.0
2.642,53488.0
2.615,53759.0
2.696,54031.0
2.728,54304.0
2.617,54575.0
2.806,54845.0
2.76,55115.0
2.804,55387.0
2.814,55657.0
2.802,55928.0
2.888,56200.0
2.938,56470.0
2.934,56742.0
2.982,57013.0
2.948,57284.0
3.063,57556.0
3.314,57827.0
3.409,58099.0
3.568,58372.0
3.449,58644.0
3.523,58916.0
3.623,59188.0
3.694,59461.0
3.594,59734.0
3.65,60008.0
3.835,60282.0
3.874,60556.0
3.779,60830.0
3.856,61103.0
3.946,61375.0
4.125,61649.0
4.184,61918.0
4.28,62189.0
4.337,62464.0
4.354,62737.0
4.479,63010.0
4.56,63282.0
4.43,63551.0
4.544,63823.0
4.474,64095.0
4.656,64364.0
4.602,64637.0
4.775,64909.0
4.877,65183.0
4.789,65456.0
4.886,65731.0
4.918,66004.0
5.104,66279.0
