Current (mA),Time (ms)
0.0,97.0
2.533,10294.0
2.241,10565.0
2.39,10834.0
2.569,11106.0
2.732,11377.0
2.866,11646.0
2.972,11918.0
3.057,12190.0
3.128,12461.0
3.186,12732.0
3.228,13003.0
3.258,13271.0
3.279,13541.0
3.295,13813.0
3.307,14084.0
3.315,14354.0
3.324,14625.0
3.324,14898.0
3.326,15171.0
3.326,15442.0
3.324,15713.0
3.319,15985.0
3.315,16255.0
3.307,16525.0
3.299,16795.0
3.292,17067.0
3.282,17339.0
3.27,17608.0
3.26,17879.0
3.246,18149.0
3.231,18422.0
3.215,18692.0
3.2,18965.0
3.186,19235.0
3.171,19502.0
3.155,19774.0
3.143,20046.0
3.131,20316.0
3.119,20589.0
3.109,20862.0
3.099,21132.0
3.092,21403.0
3.087,21674.0
3.084,21946.0
3.082,22217.0
3.083,22489.0
3.078,22760.0
3.083,23032.0
3.084,23302.0
3.085,23574.0
3.089,23844.0
3.094,24116.0
3.098,24387.0
3.105,24661.0
3.112,24933.0
3.124,25205.0
3.134,25478.0
3.142,25749.0
3.153,26019.0
3.159,26294.0
3.162,26565.0
3.173,26837.0
3.183,27109.0
3.189,27380.0
3.195,27653.0
3.207,27923.0
3.209,28197.0
3.219,28467.0
3.219,28738.0
3.218,29010.0
3.223,29280.0
3.223,29552.0
3.225,29824.0
3.23,30096.0
3.232,30367.0
3.238,30636.0
3.237,30906.0
3.24,31177.0
3.236,31449.0
3.231,31720.0
3.236,31992.0
3.24,32264.0
3.252,32533.0
3.263,32803.0
3.265,33075.0
3.269,33347.0
3.27,33621.0
3.273,33891.0
3.282,34162.0
3.283,34434.0
3.289,34708.0
3.29,34982.0
3.294,35254.0
3.299,35527.0
3.303,35800.0
3.313,36073.0
3.317,36343.0
3.318,36614.0
3.32,36887.0
3.327,37158.0
3.34,37430.0
3.359,37702.0
3.361,37973.0
3.405,38243.0
3.415,38517.0
3.419,38790.0
3.41,39062.0
3.432,39332.0
3.444,39605.0
3.447,39875.0
3.452,40149.0
3.46,40419.0
3.465,40689.0
3.491,40960.0
3.481,41232.0
3.489,41505.0
3.503,41781.0
3.513,42055.0
3.526,42326.0
3.531,42597.0
3.536,42869.0
3.539,43141.0
3.542,43410.0
3.547,43683.0
3.545,43954.0
3.552,44224.0
3.555,44497.0
3.571,44768.0
3.569,45038.0
3.57,45312.0
3.592,45583.0
3.618,45854.0
3.617,46125.0
3.634,46398.0
3.629,46670.0
3.641,46942.0
3.652,47213.0
3.637,47483.0
3.646,47756.0
3.649,48029.0
3.664,48299.0
3.679,48572.0
3.698,48844.0
3.704,49117.0
3.712,49391.0
3.723,49663.0
3.738,49937.0
3.764,50209.0
3.774,50482.0
3.773,50754.0
3.77,51025.0
3.769,51297.0
3.757,51569.0
3.775,51840.0
3.779,52112.0
3.791,52383.0
3.817,52656.0
3.817,52928.0
3.815,53200.0
3.826,53471.0
3.83,53744.0
3.835,54014.0
3.85,54284.0
3.855,54555.0
3.856,54827.0
3.862,55100.0
3.861,55371.0
3.861,55640.0
3.871,55912.0
3.939,56185.0
3.969,56457.0
4.051,56729.0
4.04,57001.0
4.05,57274.0
4.054,57548.0
4.071,57819.0
4.083,58092.0
4.021,58363.0
4.047,58634.0
4.077,58907.0
4.097,59178.0
4.11,59451.0
4.189,59723.0
4.219,59994.0
4.094,60265.0
4.137,60536.0
4.137,60808.0
4.508,61079.0
4.575,61352.0
4.663,61622.0
4.686,61894.0
4.714,62166.0
4.691,62439.0
4.73,62711.0
4.77,62984.0
4.743,63257.0
4.774,63527.0
4.695,63797.0
4.697,64070.0
4.712,64343.0
4.717,64615.0
4.706,64887.0
4.701,65160.0
4.692,65431.0
4.742,65702.0
4.781,65975.0
4.849,66247.0
4.796,66522.0
4.84,66794.0
4.941,67067.0
4.83,67340.0
4.881,67611.0
4.885,67883.0
4.916,68155.0
4.885,68427.0
4.919,68699.0
4.857,68971.0
4.908,69242.0
4.894,69513.0
4.923,69782.0
4.925,70056.0
4.965,70329.0
4.961,70601.0
4.925,70872.0
4.932,71146.0
4.944,71418.0
4.96,71691.0
4.968,71964.0
4.997,72235.0
4.969,72508.0
4.974,72779.0
4.947,73050.0
4.967,73321.0
5.041,73593.0
