Current (mA),Time (ms)
0.0,122.0
0.802,12265.0
0.96,16364.0
0.915,20490.0
0.955,24614.0
0.995,28782.0
1.02,32916.0
1.127,38721.0
1.245,55403.0
1.282,72423.0
1.272,85714.0
1.273,89821.0
1.289,93942.0
1.571,98037.0
1.682,102176.0
1.671,106353.0
1.89,110479.0
2.338,115458.0
3.042,132525.0
3.25,143740.0
3.36,147863.0
3.71,151996.0
3.741,156135.0
3.829,160265.0
3.968,164380.0
4.029,168528.0
4.091,172692.0
4.183,176853.0
4.181,180990.0
4.284,185099.0
4.478,189185.0
4.403,193323.0
4.445,197448.0
4.373,201581.0
4.315,205712.0
4.34,213121.0
4.275,230173.0
4.208,247208.0
4.287,260661.0
4.263,264881.0
4.221,269127.0
4.23,273357.0
4.236,277560.0
4.288,281762.0
4.286,285964.0
4.275,290183.0
4.278,294398.0
4.142,298631.0
4.156,302864.0
4.135,307087.0
4.091,311286.0
4.063,315513.0
4.039,319706.0
4.02,323935.0
3.934,328165.0
3.926,332362.0
3.887,336541.0
3.906,340745.0
3.869,344924.0
3.865,349149.0
3.85,353359.0
3.862,357557.0
3.874,361764.0
3.846,365982.0
3.81,370202.0
3.836,374426.0
3.835,378626.0
3.814,382826.0
3.808,387052.0
3.734,391280.0
3.653,395489.0
3.721,399716.0
3.72,403931.0
3.683,408156.0
3.682,412355.0
3.699,416578.0
3.652,420763.0
3.603,424953.0
3.624,429167.0
3.635,433392.0
3.639,437614.0
3.637,441830.0
3.5,446004.0
3.501,450184.0
3.485,454379.0
3.489,458561.0
3.468,462775.0
3.479,466976.0
3.44,471158.0
3.45,475372.0
3.502,479589.0
3.478,483834.0
3.483,488061.0
3.463,492282.0
3.487,496511.0
3.518,500692.0
3.521,504897.0
3.521,509077.0
3.447,513315.0
3.44,517559.0
3.409,521775.0
3.382,525972.0
3.463,530166.0
3.439,534361.0
3.428,538573.0
3.438,542719.0
3.456,546877.0
3.437,551084.0
3.4,555275.0
3.38,559494.0
3.388,563710.0
3.38,567920.0
3.393,572144.0
3.373,576364.0
3.408,580562.0
3.388,584783.0
3.421,588977.0
3.372,593166.0
3.381,597425.0
3.402,601620.0
3.42,605806.0
3.414,610034.0
3.426,614223.0
3.437,618425.0
3.368,622641.0
3.374,626857.0
3.408,631048.0
3.353,635246.0
3.367,639476.0
3.359,643675.0
3.389,647890.0
3.432,652097.0
3.395,656284.0
3.399,660511.0
3.394,664722.0
3.353,668939.0
3.335,673144.0
3.368,677379.0
3.416,681597.0
3.428,685820.0
3.413,690065.0
3.44,694273.0
3.437,698515.0
3.426,702716.0
3.381,706917.0
3.377,711126.0
3.382,715347.0
3.447,719561.0
3.421,723744.0
3.405,727940.0
3.415,732167.0
3.416,736377.0
3.429,740580.0
3.43,744828.0
3.448,749042.0
3.463,753239.0
3.429,757467.0
3.449,761682.0
3.45,765886.0
3.515,770109.0
3.504,774283.0
3.517,778503.0
3.518,782727.0
3.57,786924.0
3.543,791145.0
3.565,795350.0
3.574,799567.0
3.552,803785.0
3.583,807979.0
3.536,812175.0
3.58,816398.0
3.566,820603.0
3.583,824882.0
3.562,829088.0
3.608,833288.0
3.6,837512.0
3.661,841701.0
3.65,845909.0
3.674,850121.0
3.673,854325.0
3.736,858517.0
3.828,862767.0
3.817,866963.0
3.843,871140.0
3.949,875326.0
3.896,879537.0
3.93,883751.0
3.915,887953.0
3.955,892152.0
3.947,896356.0
3.99,900582.0
3.971,904800.0
3.923,909007.0
3.969,913196.0
3.981,917406.0
4.01,921612.0
4.005,925858.0
4.088,930086.0
4.135,934286.0
4.114,938516.0
4.119,942711.0
4.142,946933.0
4.135,951116.0
4.177,955338.0
4.283,959575.0
4.257,963793.0
4.339,968023.0
4.386,972223.0
4.421,976435.0
4.398,980640.0
4.359,984862.0
4.4,989083.0
4.415,993304.0
4.298,997504.0
4.374,1001712.0
4.41,1005911.0
4.578,1010134.0
4.576,1014357.0
4.525,1018539.0
4.662,1022766.0
4.638,1026968.0
4.6,1031169.0
4.736,1035365.0
4.734,1039576.0
4.741,1043788.0
4.721,1048019.0
4.793,1052227.0
4.891,1056431.0
4.977,1060635.0
4.98,1064879.0
4.946,1069097.0
5.014,1073306.0
