Current (mA),Time (ms)
0.0,95.0
0.064,10295.0
0.148,10570.0
0.246,10842.0
0.324,11113.0
0.367,11381.0
0.399,11655.0
0.419,11928.0
0.434,12201.0
0.445,12473.0
0.455,12746.0
0.465,13019.0
0.473,13291.0
0.483,13564.0
0.49,13837.0
0.496,14107.0
0.515,14383.0
0.546,14656.0
0.59,14928.0
0.536,15198.0
0.604,15467.0
0.555,15737.0
0.571,16009.0
0.584,16283.0
0.562,16559.0
0.55,16832.0
0.545,17104.0
0.582,17378.0
0.548,17651.0
0.537,17923.0
0.536,18194.0
0.534,18467.0
0.535,18740.0
0.535,19012.0
0.532,19285.0
0.528,19557.0
0.53,19831.0
0.527,20101.0
0.525,20371.0
0.525,20643.0
0.529,20914.0
0.528,21187.0
0.526,21459.0
0.526,21732.0
0.527,22001.0
0.529,22273.0
0.528,22544.0
0.529,22815.0
0.529,23085.0
0.531,23357.0
0.535,23628.0
0.533,23897.0
0.533,24168.0
0.534,24439.0
0.536,24709.0
0.537,24979.0
0.539,25250.0
0.542,25522.0
0.543,25792.0
0.545,26062.0
0.548,26332.0
0.549,26604.0
0.552,26878.0
0.555,27183.0
0.559,27456.0
0.56,27726.0
0.563,27996.0
0.567,28267.0
0.57,28538.0
0.573,28811.0
0.577,29081.0
0.581,29353.0
0.584,29626.0
0.587,29894.0
0.592,30164.0
0.597,30438.0
0.602,30710.0
0.606,30980.0
0.614,31357.0
0.62,31654.0
0.627,31929.0
0.632,32197.0
0.637,32468.0
0.644,32746.0
0.649,33016.0
0.657,33286.0
0.664,33558.0
0.67,33830.0
0.678,34100.0
0.686,34372.0
0.695,34642.0
0.702,34912.0
0.709,35186.0
0.717,35457.0
0.727,35727.0
0.735,35999.0
0.743,36271.0
0.751,36544.0
0.76,36812.0
0.771,37084.0
0.78,37356.0
0.791,37627.0
0.801,37899.0
0.812,38169.0
0.822,38441.0
0.906,38712.0
0.936,38984.0
1.041,39255.0
1.028,39524.0
1.05,39796.0
1.147,40067.0
1.153,40337.0
1.241,40608.0
1.234,40880.0
1.289,41153.0
1.278,41423.0
1.308,41691.0
1.347,41962.0
1.435,42236.0
1.596,42508.0
1.651,42779.0
1.661,43047.0
1.823,43318.0
1.902,43588.0
2.044,43861.0
2.585,44132.0
2.622,44402.0
2.723,44674.0
3.025,44943.0
3.187,45214.0
3.146,45486.0
3.254,45757.0
3.298,46029.0
3.643,46301.0
3.872,46574.0
3.989,46845.0
4.468,47118.0
4.434,47391.0
4.665,47665.0
4.821,47937.0
4.978,48208.0
5.178,48479.0
