Current (mA),Time (ms)
0.0,93.0
0.898,10291.0
0.8,10562.0
0.735,10831.0
0.692,11104.0
0.672,11375.0
0.682,11648.0
0.721,11919.0
0.782,12192.0
0.861,12464.0
0.948,12733.0
1.041,13003.0
1.13,13272.0
1.215,13545.0
1.291,13818.0
1.36,14089.0
1.424,14360.0
1.481,14632.0
1.532,14906.0
1.574,15179.0
1.608,15448.0
1.636,15720.0
1.658,15992.0
1.674,16263.0
1.688,16536.0
1.7,16807.0
1.707,17079.0
1.711,17351.0
1.713,17624.0
1.712,17893.0
1.711,18167.0
1.706,18438.0
1.698,18709.0
1.692,18981.0
1.681,19251.0
1.676,19522.0
1.674,19797.0
1.673,20068.0
1.678,20338.0
1.726,20611.0
1.737,20881.0
1.747,21152.0
1.745,21423.0
1.749,21695.0
1.749,21964.0
1.787,22236.0
1.789,22509.0
1.844,22781.0
1.905,23052.0
2.209,23323.0
2.421,23596.0
3.059,23867.0
3.36,24141.0
3.454,24413.0
3.856,24685.0
4.183,24956.0
4.218,25228.0
4.506,25498.0
5.053,25771.0
