Current (mA),Time (ms)
0.0,2752.0
0.664,16833.0
1.291,20947.0
1.359,25328.0
1.405,29704.0
1.424,34176.0
1.391,38402.0
1.319,42563.0
1.239,46698.0
1.152,50864.0
1.08,55008.0
1.011,59137.0
0.962,63310.0
0.931,67467.0
0.928,71630.0
0.91,75800.0
0.884,79943.0
0.861,84087.0
0.844,88240.0
0.835,92403.0
0.83,96578.0
0.81,100701.0
0.794,104994.0
0.784,109190.0
0.781,113361.0
0.765,117510.0
0.755,121745.0
0.746,125904.0
0.735,130052.0
0.73,134216.0
0.727,138357.0
0.72,142494.0
0.709,146648.0
0.701,150798.0
0.693,154965.0
0.688,159121.0
0.679,163286.0
0.67,167450.0
0.668,171604.0
0.676,175748.0
0.673,179928.0
0.683,184108.0
0.685,188246.0
0.674,192408.0
0.67,196546.0
0.667,200712.0
0.665,204883.0
0.662,209062.0
0.672,213248.0
0.663,217387.0
0.66,221524.0
0.655,225693.0
0.668,229843.0
0.661,234015.0
0.664,238166.0
0.662,242326.0
0.66,246534.0
0.664,250687.0
0.661,254819.0
0.663,259046.0
0.662,263220.0
0.682,267374.0
0.678,271522.0
0.672,275698.0
0.669,279862.0
0.669,284011.0
0.696,288183.0
0.693,292333.0
0.692,296501.0
0.7,300671.0
0.699,304816.0
0.698,308946.0
0.703,313062.0
0.7,317214.0
0.702,321372.0
0.72,325544.0
0.713,329692.0
0.72,333812.0
0.72,337960.0
0.721,342112.0
0.72,346254.0
0.721,350418.0
0.718,354555.0
0.719,358699.0
0.722,362907.0
0.724,367066.0
0.727,371234.0
0.73,375413.0
0.735,379604.0
0.742,383756.0
0.744,387861.0
0.741,392016.0
0.746,396149.0
0.745,400307.0
0.739,404404.0
0.741,408536.0
0.751,412630.0
0.762,416742.0
0.911,420853.0
0.936,424991.0
0.931,429100.0
0.964,433225.0
0.983,437386.0
0.994,441517.0
1.012,445637.0
1.015,449765.0
1.031,453886.0
1.002,458028.0
1.019,462167.0
1.04,466307.0
1.066,470448.0
1.093,474560.0
1.126,478696.0
1.145,482806.0
1.186,486926.0
1.2,491086.0
1.217,495234.0
1.248,499372.0
1.28,503518.0
1.307,507772.0
1.281,511869.0
1.326,516009.0
1.358,520138.0
1.366,524278.0
1.364,528409.0
1.366,532578.0
1.361,536679.0
1.393,540804.0
1.406,545079.0
1.429,549266.0
1.449,553404.0
1.448,557549.0
1.412,561800.0
1.413,565942.0
1.418,570038.0
1.438,574154.0
1.444,578306.0
1.44,582453.0
1.501,586577.0
1.558,590731.0
1.571,594875.0
1.565,599006.0
1.6,603097.0
1.712,607246.0
1.807,611382.0
1.957,615503.0
2.055,619616.0
2.174,623744.0
2.41,627863.0
2.386,631989.0
2.445,636097.0
2.561,640230.0
2.608,644359.0
2.717,648472.0
2.938,652605.0
2.976,656766.0
3.067,660874.0
3.057,665045.0
3.454,669182.0
3.26,673299.0
3.347,677436.0
3.383,681573.0
3.527,685681.0
3.359,689783.0
3.591,693936.0
3.724,698102.0
3.707,702188.0
3.847,706373.0
3.962,710502.0
3.89,714633.0
3.988,718778.0
4.068,722976.0
4.11,727181.0
4.371,731359.0
4.489,735525.0
4.606,739675.0
4.774,743832.0
4.742,747988.0
4.776,752191.0
4.915,756348.0
5.068,760561.0
