Current (mA),Time (ms)
0.0,97.0
2.152,10299.0
2.059,10567.0
2.075,10838.0
2.139,11108.0
2.224,11378.0
2.297,11651.0
2.35,11924.0
2.39,12196.0
2.42,12468.0
2.45,12742.0
2.481,13013.0
2.508,13282.0
2.528,13554.0
2.539,13826.0
2.549,14097.0
2.56,14367.0
2.569,14638.0
2.579,14908.0
2.585,15179.0
2.589,15452.0
2.59,15722.0
2.589,15992.0
2.585,16264.0
2.581,16534.0
2.575,16806.0
2.569,17077.0
2.561,17350.0
2.552,17622.0
2.544,17895.0
2.535,18167.0
2.526,18440.0
2.518,18708.0
2.51,18981.0
2.501,19255.0
2.491,19525.0
2.483,19797.0
2.473,20069.0
2.464,20343.0
2.457,20615.0
2.448,20888.0
2.441,21158.0
2.434,21428.0
2.428,21698.0
2.422,21972.0
2.415,22244.0
2.41,22517.0
2.403,22788.0
2.397,23060.0
2.39,23331.0
2.383,23604.0
2.376,23877.0
2.37,24150.0
2.365,24420.0
2.358,24691.0
2.353,24963.0
2.347,25234.0
2.341,25508.0
2.336,25779.0
2.331,26052.0
2.325,26326.0
2.32,26599.0
2.316,26872.0
2.309,27145.0
2.303,27415.0
2.314,27688.0
2.31,27958.0
2.42,28231.0
2.475,28502.0
2.502,28771.0
2.515,29044.0
2.518,29315.0
2.515,29588.0
2.51,29861.0
2.504,30134.0
2.497,30403.0
2.491,30673.0
2.502,30942.0
2.502,31212.0
2.499,31484.0
2.493,31754.0
2.51,32025.0
2.555,32295.0
2.569,32564.0
2.569,32835.0
2.564,33107.0
2.563,33376.0
2.561,33650.0
2.556,33919.0
2.553,34190.0
2.548,34462.0
2.559,34734.0
2.636,35004.0
2.69,35276.0
2.7,35549.0
2.702,35822.0
2.716,36094.0
2.719,36364.0
2.713,36636.0
2.714,36907.0
2.713,37180.0
2.712,37451.0
2.73,37722.0
2.727,37992.0
2.727,38264.0
2.727,38536.0
2.72,38807.0
2.718,39078.0
2.715,39349.0
2.714,39622.0
2.715,39894.0
2.717,40168.0
2.714,40439.0
2.712,40712.0
2.71,40984.0
2.709,41255.0
2.708,41528.0
2.707,41800.0
2.705,42067.0
2.705,42337.0
2.703,42607.0
2.7,42879.0
2.697,43149.0
2.7,43418.0
2.698,43689.0
2.693,43962.0
2.691,44231.0
2.694,44503.0
2.692,44775.0
2.691,45047.0
2.691,45319.0
2.691,45589.0
2.692,45860.0
2.721,46130.0
2.719,46403.0
2.716,46675.0
2.716,46946.0
2.765,47218.0
2.76,47489.0
2.758,47762.0
2.759,48034.0
2.755,48306.0
2.761,48578.0
2.76,48850.0
2.764,49120.0
2.762,49390.0
2.76,49661.0
2.758,49932.0
2.757,50202.0
2.754,50473.0
2.783,50742.0
2.779,51014.0
2.783,51287.0
2.79,51560.0
2.804,51830.0
2.801,52099.0
2.803,52369.0
2.821,52642.0
2.85,52914.0
2.845,53184.0
2.869,53457.0
2.866,53730.0
2.856,54002.0
2.854,54275.0
2.851,54546.0
2.849,54818.0
2.86,55090.0
2.857,55362.0
2.855,55630.0
2.853,55903.0
2.852,56175.0
2.85,56446.0
2.845,56719.0
2.839,56990.0
2.836,57263.0
2.835,57532.0
2.838,57800.0
2.849,58072.0
2.853,58342.0
2.85,58612.0
2.846,58884.0
2.846,59156.0
2.855,59425.0
2.865,59697.0
2.857,59970.0
2.852,60241.0
2.853,60514.0
2.859,60784.0
2.856,61056.0
2.857,61326.0
2.866,61598.0
2.872,61869.0
2.891,62143.0
2.886,62412.0
2.881,62682.0
2.873,62954.0
2.871,63225.0
2.869,63497.0
2.865,63768.0
2.863,64040.0
2.86,64310.0
2.856,64582.0
2.856,64852.0
2.864,65122.0
2.861,65395.0
2.86,65665.0
2.857,65935.0
2.856,66207.0
2.851,66478.0
2.855,66749.0
2.854,67022.0
2.857,67290.0
2.859,67561.0
2.862,67831.0
2.863,68103.0
2.856,68376.0
2.853,68648.0
2.853,68920.0
2.852,69192.0
2.851,69463.0
2.849,69735.0
2.847,70004.0
2.843,70275.0
2.861,70544.0
2.866,70815.0
2.869,71087.0
2.867,71359.0
2.863,71630.0
2.872,71899.0
2.871,72171.0
2.87,72442.0
2.87,72715.0
2.871,72985.0
2.892,73255.0
2.888,73525.0
2.892,73797.0
2.889,74067.0
2.885,74337.0
2.881,74608.0
2.878,74878.0
2.882,75148.0
2.89,75418.0
2.89,75689.0
2.906,75960.0
2.905,76232.0
2.922,76504.0
2.949,76774.0
2.952,77044.0
2.951,77314.0
2.954,77587.0
2.952,77859.0
2.949,78129.0
2.955,78404.0
2.951,78677.0
2.949,78948.0
2.949,79220.0
2.947,79493.0
2.947,79765.0
2.947,80036.0
2.949,80307.0
2.955,80580.0
2.965,80853.0
2.97,81126.0
2.968,81396.0
2.967,81668.0
2.972,81940.0
2.98,82211.0
2.98,82485.0
2.986,82758.0
3.002,83028.0
2.995,83299.0
2.995,83569.0
2.992,83842.0
2.987,84114.0
2.981,84384.0
2.978,84655.0
2.987,84927.0
2.988,85198.0
2.987,85470.0
2.996,85745.0
2.997,86019.0
3.002,86291.0
3.006,86564.0
3.0,86834.0
3.013,87103.0
3.006,87372.0
3.0,87641.0
2.997,87916.0
2.993,88190.0
2.994,88461.0
2.993,88736.0
2.997,89009.0
2.999,89281.0
2.998,89551.0
3.015,89826.0
3.014,90099.0
3.013,90371.0
3.009,90644.0
3.009,90914.0
3.022,91185.0
3.013,91459.0
3.016,91733.0
3.016,92005.0
3.032,92277.0
3.055,92548.0
3.057,92819.0
