Current (mA),Time (ms)
0.0,157.0
0.813,10346.0
1.096,10615.0
1.174,10886.0
1.223,11156.0
1.256,11428.0
1.279,11701.0
1.301,11975.0
1.322,12246.0
1.343,12518.0
1.365,12789.0
1.39,13058.0
1.418,13331.0
1.45,13604.0
1.485,13877.0
1.524,14148.0
1.563,14421.0
1.601,14692.0
1.637,14965.0
1.672,15238.0
1.704,15510.0
1.733,15783.0
1.744,16054.0
1.715,16326.0
1.664,16598.0
1.576,16871.0
1.436,17144.0
1.325,17415.0
1.255,17688.0
1.209,17960.0
1.17,18232.0
1.139,18502.0
1.11,18776.0
1.079,19049.0
1.042,19322.0
0.987,19594.0
0.951,19940.0
0.918,20212.0
0.886,20485.0
0.848,20755.0
0.815,21025.0
0.792,21297.0
0.783,21565.0
0.778,21838.0
0.777,22109.0
0.776,22381.0
0.776,22651.0
0.774,22925.0
0.774,23200.0
0.772,23471.0
0.77,23742.0
0.767,24013.0
0.763,24285.0
0.76,24557.0
0.756,24828.0
0.752,25100.0
0.748,25371.0
0.744,25642.0
0.741,25913.0
0.738,26184.0
0.738,26456.0
0.738,26728.0
0.738,27001.0
0.74,27272.0
0.739,27543.0
0.74,27817.0
0.739,28087.0
0.786,28357.0
0.778,28629.0
0.785,28901.0
0.791,29175.0
0.879,29444.0
0.866,29715.0
0.919,29987.0
0.97,30259.0
0.942,30530.0
0.925,30804.0
0.978,31075.0
0.973,31348.0
1.181,31620.0
1.27,31891.0
1.338,32163.0
1.346,32435.0
1.379,32706.0
1.485,32978.0
1.691,33250.0
1.651,33522.0
1.704,33795.0
1.882,34068.0
1.938,34341.0
1.989,34614.0
1.986,34885.0
2.118,35158.0
2.358,35433.0
2.312,35705.0
2.357,35977.0
2.324,36249.0
2.288,36522.0
2.43,36794.0
2.442,37068.0
2.735,37340.0
3.046,37612.0
2.94,37886.0
2.924,38158.0
3.052,38429.0
3.328,38701.0
3.671,38973.0
3.799,39246.0
4.118,39520.0
4.107,39791.0
4.366,40063.0
4.331,40337.0
4.61,40612.0
4.941,40888.0
4.908,41160.0
5.0,41431.0
