Current (mA),Time (ms)
0.0,95.0
0.514,10283.0
0.51,10553.0
0.502,10823.0
0.499,11095.0
0.503,11365.0
0.518,11637.0
0.541,11908.0
0.569,12180.0
0.599,12451.0
0.63,12721.0
0.661,12995.0
0.696,13267.0
0.735,13538.0
0.78,13809.0
0.827,14080.0
0.873,14353.0
0.916,14628.0
0.954,14898.0
0.99,15167.0
1.028,15439.0
1.068,15712.0
1.107,15980.0
1.146,16251.0
1.181,16524.0
1.212,16795.0
1.236,17065.0
1.256,17336.0
1.275,17607.0
1.289,17877.0
1.303,18148.0
1.315,18419.0
1.323,18690.0
1.331,18960.0
1.336,19229.0
1.343,19498.0
1.355,19769.0
1.366,20041.0
1.38,20313.0
1.393,20585.0
1.405,20855.0
1.415,21126.0
1.427,21400.0
1.439,21674.0
1.62,21944.0
1.648,22216.0
1.715,22487.0
1.703,22760.0
1.734,23030.0
1.871,23302.0
1.905,23573.0
1.921,23846.0
2.031,24117.0
2.188,24387.0
2.253,24659.0
2.395,24930.0
2.443,25200.0
2.649,25470.0
2.928,25742.0
3.083,26016.0
3.295,26287.0
3.619,26559.0
3.682,26830.0
3.871,27104.0
3.986,27376.0
4.086,27649.0
4.524,27918.0
4.949,28189.0
5.048,28461.0
