Current (mA),Time (ms)
0.0,95.0
0.362,10294.0
0.4,10567.0
0.427,10839.0
0.435,11110.0
0.45,11381.0
0.481,11651.0
0.483,11923.0
0.499,12193.0
0.522,12464.0
0.525,12737.0
0.553,13010.0
0.534,13281.0
0.537,13551.0
0.558,13825.0
0.581,14096.0
0.546,14366.0
0.59,14638.0
0.599,14908.0
0.61,15178.0
0.575,15448.0
0.592,15719.0
0.616,15988.0
0.6,16261.0
0.622,16532.0
0.61,16803.0
0.6,17072.0
0.614,17342.0
0.615,17615.0
0.626,17888.0
0.64,18158.0
0.641,18428.0
0.631,18697.0
0.632,18969.0
0.643,19239.0
0.643,19511.0
0.653,19784.0
0.644,20058.0
0.647,20329.0
0.649,20602.0
0.653,20872.0
0.654,21146.0
0.657,21419.0
0.659,21689.0
0.661,21959.0
0.664,22233.0
0.668,22504.0
0.673,22775.0
0.677,23046.0
0.682,23317.0
0.685,23587.0
0.69,23860.0
0.694,24130.0
0.698,24402.0
0.702,24674.0
0.707,24946.0
0.714,25218.0
0.719,25490.0
0.724,25763.0
0.73,26034.0
0.735,26304.0
0.739,26576.0
0.746,26846.0
0.75,27116.0
0.755,27387.0
0.759,27661.0
0.766,27932.0
0.771,28204.0
0.777,28477.0
0.782,28748.0
0.788,29018.0
0.794,29289.0
0.801,29560.0
0.809,29831.0
0.814,30101.0
0.822,30370.0
0.831,30643.0
0.838,30911.0
0.845,31183.0
0.852,31454.0
0.862,31727.0
0.874,32000.0
1.071,32272.0
1.325,32542.0
1.358,32814.0
1.23,33085.0
1.212,33358.0
1.229,33628.0
1.514,33899.0
1.532,34169.0
1.552,34440.0
1.554,34713.0
1.785,34986.0
1.935,35255.0
2.192,35525.0
2.344,35797.0
2.342,36068.0
2.386,36338.0
2.444,36609.0
2.371,36883.0
2.459,37156.0
2.895,37428.0
3.358,37697.0
3.481,37970.0
3.772,38244.0
3.945,38515.0
4.048,38789.0
4.095,39060.0
4.028,39335.0
4.415,39608.0
4.586,39881.0
4.709,40154.0
5.259,40426.0
