Current (mA),Time (ms)
0.0,105.0
0.467,10300.0
0.548,10570.0
0.587,10841.0
0.595,11112.0
0.591,11382.0
0.586,11652.0
0.587,11923.0
0.592,12195.0
0.606,12466.0
0.629,12737.0
0.657,13008.0
0.689,13279.0
0.722,13549.0
0.757,13820.0
0.792,14091.0
0.827,14362.0
0.859,14633.0
0.89,14903.0
0.918,15173.0
0.943,15444.0
0.965,15714.0
0.983,15984.0
0.998,16254.0
1.01,16524.0
1.02,16795.0
1.028,17066.0
1.033,17337.0
1.035,17608.0
1.036,17878.0
1.035,18149.0
1.032,18420.0
1.029,18691.0
1.025,18961.0
1.019,19232.0
1.013,19503.0
1.008,19773.0
1.001,20043.0
0.994,20314.0
0.988,20584.0
0.981,20852.0
0.975,21123.0
0.969,21394.0
0.963,21665.0
0.957,21935.0
0.952,22206.0
0.946,22476.0
0.94,22746.0
0.936,23017.0
0.932,23287.0
0.928,23557.0
0.924,23828.0
0.921,24098.0
0.918,24369.0
0.915,24640.0
0.912,24910.0
0.91,25181.0
0.908,25452.0
0.906,25724.0
0.904,25995.0
0.903,26266.0
0.901,26536.0
0.9,26806.0
0.899,27076.0
0.897,27347.0
0.897,27617.0
0.897,27886.0
0.896,28157.0
0.895,28427.0
0.894,28698.0
0.893,28967.0
0.893,29238.0
0.892,29508.0
0.892,29778.0
0.891,30049.0
0.891,30320.0
0.89,30591.0
0.889,30862.0
0.889,31132.0
0.889,31403.0
0.888,31674.0
0.888,31945.0
0.887,32216.0
0.885,32486.0
0.885,32756.0
0.885,33027.0
0.884,33297.0
0.883,33568.0
0.883,33839.0
0.883,34109.0
0.882,34379.0
0.881,34649.0
0.881,34919.0
0.881,35190.0
0.88,35461.0
0.879,35730.0
0.879,36001.0
0.878,36272.0
0.877,36543.0
0.876,36814.0
0.876,37085.0
0.876,37356.0
0.876,37626.0
0.875,37897.0
0.874,38168.0
0.874,38439.0
0.874,38710.0
0.873,38981.0
0.873,39252.0
0.873,39521.0
0.872,39792.0
0.872,40062.0
0.872,40333.0
0.871,40603.0
0.87,40874.0
0.871,41144.0
0.871,41415.0
0.87,41685.0
0.87,41956.0
0.869,42226.0
0.869,42496.0
0.868,42767.0
0.868,43039.0
0.868,43310.0
0.868,43580.0
0.868,43852.0
0.868,44122.0
0.868,44393.0
0.867,44664.0
0.867,44935.0
0.867,45206.0
0.868,45476.0
0.868,45746.0
0.868,46016.0
0.868,46286.0
0.867,46556.0
0.867,46827.0
0.869,47098.0
0.87,47368.0
0.871,47638.0
0.871,47909.0
0.87,48179.0
0.869,48449.0
0.869,48719.0
0.868,48990.0
0.869,49260.0
0.87,49530.0
0.871,49801.0
0.87,50071.0
0.87,50342.0
0.87,50612.0
0.871,50881.0
0.871,51151.0
0.872,51422.0
0.871,51692.0
0.872,51962.0
0.872,52233.0
0.874,52503.0
0.876,52774.0
0.875,53044.0
0.875,53314.0
0.875,53584.0
0.875,53855.0
0.876,54125.0
0.876,54395.0
0.878,54665.0
0.878,54936.0
0.878,55205.0
0.878,55476.0
0.878,55746.0
0.877,56017.0
0.877,56288.0
0.878,56559.0
0.879,56829.0
0.879,57099.0
0.879,57369.0
0.881,57639.0
0.881,57910.0
0.882,58180.0
0.882,58450.0
0.883,58721.0
0.882,58990.0
0.881,59261.0
0.88,59531.0
0.881,59802.0
0.883,60073.0
0.884,60343.0
0.884,60614.0
0.885,60885.0
0.885,61156.0
0.885,61426.0
0.885,61696.0
0.886,61967.0
0.887,62238.0
0.889,62509.0
0.889,62779.0
0.888,63050.0
0.888,63319.0
0.888,63590.0
0.889,63861.0
0.889,64131.0
0.888,64402.0
0.888,64672.0
0.889,64943.0
0.891,65213.0
0.891,65484.0
0.893,65755.0
0.893,66025.0
0.894,66294.0
0.893,66564.0
0.893,66833.0
0.893,67102.0
0.895,67372.0
0.896,67640.0
0.897,67911.0
0.897,68181.0
0.897,68452.0
0.898,68721.0
0.898,68992.0
0.899,69261.0
0.898,69531.0
0.898,69801.0
0.896,70071.0
0.896,70341.0
0.898,70610.0
0.899,70880.0
0.9,71150.0
0.902,71420.0
0.903,71688.0
0.903,71959.0
0.903,72228.0
0.904,72498.0
0.906,72766.0
0.907,73035.0
0.909,73306.0
0.908,73575.0
0.908,73845.0
0.908,74114.0
0.908,74382.0
0.909,74652.0
0.91,74922.0
0.909,75193.0
0.907,75462.0
0.907,75733.0
0.91,76002.0
0.912,76272.0
0.912,76540.0
0.912,76809.0
0.913,77079.0
0.913,77349.0
0.914,77621.0
0.914,77892.0
0.916,78164.0
0.917,78435.0
0.916,78705.0
0.916,78976.0
0.914,79247.0
0.915,79518.0
0.916,79789.0
0.916,80060.0
0.926,80331.0
0.926,80602.0
0.938,80873.0
0.939,81143.0
0.94,81412.0
0.942,81683.0
0.946,81953.0
0.951,82224.0
0.949,82494.0
0.95,82765.0
0.949,83035.0
0.949,83304.0
0.948,83574.0
0.95,83845.0
0.951,84114.0
0.951,84385.0
0.949,84654.0
0.951,84924.0
0.951,85193.0
0.951,85462.0
0.953,85733.0
0.953,86004.0
0.952,86275.0
0.952,86545.0
0.95,86815.0
0.949,87087.0
0.952,87358.0
0.951,87628.0
0.949,87899.0
0.951,88170.0
0.952,88441.0
0.957,88712.0
0.956,88982.0
0.955,89253.0
0.955,89524.0
0.962,89795.0
0.965,90066.0
0.963,90336.0
0.963,90606.0
0.964,90877.0
0.961,91147.0
0.962,91418.0
0.963,91689.0
0.961,91959.0
0.96,92229.0
0.957,92499.0
0.961,92769.0
0.962,93040.0
0.965,93311.0
0.966,93582.0
0.961,93853.0
