Current (mA),Time (ms)
0.0,1987.0
2.429,12182.0
2.189,12453.0
2.109,12728.0
2.084,13000.0
2.114,13272.0
2.173,13545.0
2.23,13819.0
2.281,14091.0
2.327,14362.0
2.368,14632.0
2.407,14903.0
2.446,15178.0
2.483,15452.0
2.517,15723.0
2.545,15993.0
2.568,16265.0
2.586,16537.0
2.601,16808.0
2.613,17082.0
2.624,17357.0
2.635,17630.0
2.644,17900.0
2.652,18173.0
2.659,18445.0
2.665,18717.0
2.67,18987.0
2.675,19257.0
2.679,19528.0
2.682,19798.0
2.686,20069.0
2.69,20342.0
2.693,20611.0
2.696,20883.0
2.699,21155.0
2.702,21428.0
2.705,21697.0
2.708,21970.0
2.71,22242.0
2.713,22515.0
2.715,22787.0
2.717,23058.0
2.718,23328.0
2.718,23600.0
2.721,23869.0
2.725,24143.0
2.727,24417.0
2.729,24691.0
2.732,24961.0
2.734,25236.0
2.736,25508.0
2.736,25781.0
2.738,26051.0
2.737,26323.0
2.737,26593.0
2.737,26866.0
2.738,27137.0
2.746,27409.0
2.748,27682.0
2.749,27954.0
2.75,28226.0
2.751,28499.0
2.751,28772.0
2.75,29042.0
2.757,29315.0
2.756,29587.0
2.755,29858.0
2.759,30128.0
2.76,30399.0
2.761,30671.0
2.77,30942.0
2.791,31214.0
2.795,31484.0
2.798,31757.0
2.831,32029.0
2.832,32298.0
2.839,32570.0
2.841,32842.0
2.864,33113.0
2.878,33383.0
2.889,33655.0
2.907,33927.0
2.929,34197.0
2.93,34467.0
2.955,34738.0
2.982,35011.0
2.972,35283.0
2.978,35555.0
2.982,35827.0
3.011,36099.0
3.026,36370.0
3.051,36643.0
3.087,36914.0
3.116,37185.0
3.142,37456.0
3.166,37726.0
3.167,37998.0
3.219,38271.0
3.246,38543.0
3.255,38814.0
3.282,39087.0
3.293,39358.0
3.322,39630.0
3.363,39902.0
3.334,40172.0
3.326,40443.0
3.352,40714.0
3.431,40987.0
3.443,41258.0
3.495,41531.0
3.55,41803.0
3.576,42073.0
3.715,42344.0
3.733,42615.0
3.702,42884.0
3.755,43155.0
3.747,43427.0
3.917,43697.0
3.989,43968.0
3.998,44238.0
3.976,44509.0
3.923,44779.0
4.009,45049.0
4.242,45322.0
4.275,45593.0
4.23,45863.0
4.358,46135.0
4.316,46407.0
4.387,46677.0
4.396,46948.0
4.577,47220.0
4.647,47491.0
4.65,47761.0
4.684,48032.0
4.703,48302.0
4.673,48574.0
4.781,48846.0
4.845,49118.0
4.814,49388.0
4.837,49659.0
5.105,49931.0
