Current (mA),Time (ms)
Current (mA),Time (ms)
0.000,2767.000
1.988,16891.000
1.752,21056.000
1.888,25200.000
1.885,29333.000
1.839,33549.000
1.794,37770.000
1.762,41983.000
1.751,46197.000
1.743,50410.000
1.740,54593.000
1.744,58743.000
1.738,62934.000
1.734,67168.000
1.730,71395.000
1.729,75592.000
1.722,79809.000
1.730,84016.000
1.731,88161.000
1.720,92346.000
1.705,96547.000
1.694,100756.000
1.690,104984.000
1.697,109203.000
1.682,113379.000
1.645,117545.000
1.831,121754.000
1.961,125977.000
2.500,130169.000
2.809,134378.000
3.082,138576.000
3.060,142803.000
5.076,146969.000
