Current (mA),Time (ms)
0.0,94.0
1.751,10295.0
1.897,10566.0
2.014,10839.0
2.048,11111.0
2.056,11382.0
2.109,11652.0
2.192,11925.0
2.291,12196.0
2.403,12469.0
2.518,12740.0
2.625,13011.0
2.71,13282.0
2.778,13555.0
2.835,13827.0
2.886,14101.0
2.939,14371.0
2.992,14642.0
3.043,14912.0
3.09,15182.0
3.119,15453.0
3.122,15727.0
3.104,16001.0
3.059,16271.0
2.998,16543.0
2.942,16817.0
2.897,17087.0
2.872,17357.0
2.858,17627.0
2.852,17900.0
2.851,18170.0
2.847,18439.0
2.838,18710.0
2.819,18981.0
2.788,19253.0
2.744,19522.0
2.702,19802.0
2.655,20072.0
2.608,20345.0
2.561,20617.0
2.516,20890.0
2.481,21160.0
2.451,21432.0
2.429,21704.0
2.425,21973.0
2.428,22242.0
2.431,22512.0
2.445,22789.0
2.461,23061.0
2.48,23335.0
2.503,23606.0
2.551,23876.0
2.565,24151.0
2.598,24423.0
2.626,24694.0
2.655,24963.0
2.678,25235.0
2.713,25506.0
2.745,25779.0
2.773,26051.0
2.96,26323.0
3.006,26595.0
3.079,26865.0
3.412,27137.0
3.485,27409.0
3.61,27684.0
3.681,27955.0
3.624,28228.0
3.734,28500.0
3.805,28772.0
4.016,29045.0
4.118,29320.0
4.608,29595.0
4.757,29867.0
4.933,30141.0
5.104,30412.0
