Current (mA),Time (ms)
0.0,95.0
0.819,10299.0
0.784,10569.0
0.772,10841.0
0.764,11114.0
0.757,11386.0
0.75,11657.0
0.743,11928.0
0.734,12199.0
0.725,12469.0
0.716,12739.0
0.709,13012.0
0.702,13286.0
0.694,13560.0
0.686,13833.0
0.677,14104.0
0.668,14376.0
0.659,14646.0
0.649,14917.0
0.64,15189.0
0.632,15460.0
0.623,15732.0
0.615,16003.0
0.607,16275.0
0.599,16545.0
0.592,16817.0
0.585,17089.0
0.579,17359.0
0.573,17629.0
0.568,17901.0
0.563,18171.0
0.559,18442.0
0.555,18712.0
0.553,18985.0
0.551,19258.0
0.55,19532.0
0.549,19803.0
0.549,20073.0
0.55,20341.0
0.551,20615.0
0.552,20885.0
0.554,21158.0
0.556,21429.0
0.559,21702.0
0.562,21973.0
0.565,22246.0
0.568,22518.0
0.571,22786.0
0.575,23061.0
0.578,23334.0
0.582,23605.0
0.585,23877.0
0.59,24148.0
0.595,24422.0
0.599,24693.0
0.602,24963.0
0.607,25234.0
0.612,25506.0
0.617,25778.0
0.621,26051.0
0.626,26323.0
0.632,26595.0
0.637,26869.0
0.641,27142.0
0.647,27414.0
0.654,27686.0
0.659,27957.0
0.663,28231.0
0.669,28503.0
0.675,28775.0
0.68,29046.0
0.685,29317.0
0.691,29588.0
0.698,29860.0
0.703,30132.0
0.708,30405.0
0.714,30677.0
0.72,30951.0
0.726,31222.0
0.731,31493.0
0.737,31765.0
0.743,32037.0
0.748,32307.0
0.754,32579.0
0.76,32851.0
0.767,33122.0
0.772,33394.0
0.777,33667.0
0.782,33936.0
0.789,34211.0
0.794,34483.0
0.798,34753.0
0.804,35024.0
0.81,35296.0
0.815,35569.0
0.82,35841.0
0.826,36114.0
0.832,36384.0
0.837,36658.0
0.842,36929.0
0.848,37200.0
0.853,37468.0
0.858,37738.0
0.863,38011.0
0.87,38283.0
0.875,38553.0
0.879,38825.0
0.885,39097.0
0.89,39369.0
0.896,39641.0
0.9,39911.0
0.905,40184.0
0.911,40453.0
0.917,40726.0
0.921,40997.0
0.926,41268.0
0.932,41540.0
0.937,41812.0
0.942,42083.0
0.947,42355.0
0.952,42629.0
0.957,42901.0
0.962,43172.0
0.968,43442.0
0.974,43714.0
0.978,43987.0
0.983,44259.0
0.989,44530.0
0.994,44800.0
0.998,45071.0
1.003,45341.0
1.01,45611.0
1.054,45882.0
1.053,46154.0
1.024,46428.0
1.044,46698.0
1.054,46972.0
1.059,47245.0
1.063,47517.0
1.069,47787.0
1.076,48058.0
1.084,48332.0
1.092,48603.0
1.094,48875.0
1.11,49147.0
1.109,49420.0
1.116,49691.0
1.121,49965.0
1.131,50237.0
1.135,50507.0
1.144,50779.0
1.152,51050.0
1.155,51320.0
1.161,51591.0
1.17,51861.0
1.175,52133.0
1.179,52406.0
1.188,52679.0
1.198,52951.0
1.204,53223.0
1.209,53494.0
1.222,53767.0
1.223,54038.0
1.228,54308.0
1.235,54581.0
1.234,54853.0
1.246,55127.0
1.255,55401.0
1.294,55675.0
1.303,55946.0
1.311,56219.0
1.312,56490.0
1.328,56761.0
1.325,57034.0
1.333,57307.0
1.335,57577.0
1.346,57850.0
1.356,58122.0
1.366,58394.0
1.336,58667.0
1.389,58938.0
1.392,59208.0
1.398,59479.0
1.407,59751.0
1.402,60022.0
1.413,60294.0
1.408,60566.0
1.444,60839.0
1.436,61110.0
1.448,61381.0
1.465,61654.0
1.481,61925.0
1.475,62196.0
1.483,62467.0
1.498,62738.0
1.509,63007.0
1.524,63277.0
1.542,63549.0
1.543,63821.0
1.541,64092.0
1.555,64364.0
1.564,64639.0
1.567,64912.0
1.578,65185.0
1.594,65457.0
1.603,65730.0
1.606,66003.0
1.626,66274.0
1.626,66546.0
1.651,66821.0
1.644,67091.0
1.649,67363.0
1.682,67636.0
1.693,67909.0
1.696,68181.0
1.706,68453.0
1.703,68725.0
1.727,68997.0
1.739,69270.0
1.757,69542.0
