Current (mA),Time (ms)
0.0,2680.0
0.472,16610.0
0.827,20653.0
0.695,24728.0
0.638,28936.0
0.633,33075.0
0.649,37191.0
0.675,41381.0
0.706,45589.0
0.737,49784.0
0.769,53967.0
0.799,58139.0
0.835,62259.0
0.86,66384.0
0.886,70584.0
0.912,74769.0
0.937,78960.0
0.957,83158.0
0.972,87338.0
0.988,91483.0
0.991,95612.0
1.016,99805.0
1.022,104001.0
1.016,108231.0
1.005,112413.0
1.001,116614.0
0.984,120810.0
0.97,124906.0
0.938,129085.0
0.908,133266.0
0.889,137453.0
0.855,141656.0
0.827,145842.0
0.814,150034.0
0.785,154173.0
0.767,158293.0
0.743,162486.0
0.729,166699.0
0.707,170871.0
0.694,175074.0
0.677,179275.0
0.666,183379.0
0.654,187493.0
0.646,191620.0
0.636,195785.0
0.628,199946.0
0.62,204133.0
0.612,208339.0
0.605,212504.0
0.604,216613.0
0.598,220790.0
0.592,224993.0
0.589,229170.0
0.589,233356.0
0.594,237533.0
0.589,241669.0
0.586,245811.0
0.585,249960.0
0.582,254153.0
0.582,258301.0
0.583,262504.0
0.584,266651.0
0.584,270836.0
0.585,274965.0
0.586,279134.0
0.587,283314.0
0.59,287510.0
0.594,291707.0
0.593,295888.0
0.598,300067.0
0.594,304153.0
0.595,308266.0
0.602,312407.0
0.608,316592.0
0.615,320783.0
0.614,324981.0
0.62,329139.0
0.62,333240.0
0.62,337328.0
0.624,341509.0
0.625,345696.0
0.627,349876.0
0.628,354033.0
0.632,358214.0
0.646,362363.0
0.643,366494.0
0.647,370675.0
0.652,374840.0
0.675,379043.0
0.711,383251.0
0.696,387454.0
0.716,391626.0
0.715,395743.0
0.723,399898.0
0.761,404114.0
0.768,408337.0
0.762,412530.0
0.774,416716.0
0.786,420886.0
0.837,425017.0
0.864,429194.0
0.855,433393.0
0.885,437604.0
0.886,441814.0
0.901,446030.0
0.911,450193.0
0.914,454321.0
0.921,458481.0
0.941,462615.0
0.953,466697.0
0.98,470799.0
0.986,474889.0
1.01,478995.0
1.01,483155.0
1.017,487334.0
1.041,491522.0
1.069,495712.0
1.114,499933.0
1.163,504145.0
1.18,508344.0
1.223,512546.0
1.237,516726.0
1.249,520958.0
1.291,525176.0
1.308,529374.0
1.321,533603.0
1.335,537827.0
1.372,542023.0
1.398,546203.0
1.417,550399.0
1.427,554626.0
1.499,558801.0
1.475,563015.0
1.498,567236.0
1.545,571446.0
1.655,575661.0
1.701,579841.0
1.855,584046.0
1.793,588260.0
1.852,592458.0
1.957,596652.0
1.954,600874.0
2.0,605082.0
2.013,609293.0
2.011,613489.0
2.007,617712.0
2.027,621942.0
2.029,626156.0
2.045,630385.0
2.099,634618.0
2.11,638828.0
2.116,643027.0
2.132,647138.0
2.211,651220.0
2.207,655315.0
2.245,659450.0
2.272,663644.0
2.281,667856.0
2.339,672071.0
2.371,676267.0
2.408,680445.0
2.473,684650.0
2.524,688863.0
2.608,693033.0
2.707,697231.0
2.761,701431.0
2.733,705643.0
2.842,709854.0
2.816,714051.0
2.903,718246.0
2.912,722454.0
2.964,726652.0
3.026,730870.0
3.019,735071.0
3.101,739276.0
3.081,743482.0
3.152,747704.0
3.217,751921.0
3.285,756115.0
3.351,760331.0
3.416,764551.0
3.434,768763.0
3.495,772988.0
3.582,777202.0
3.571,781417.0
3.686,785626.0
3.756,789847.0
3.774,794057.0
3.796,798285.0
4.065,802494.0
4.114,806714.0
4.145,810940.0
4.291,815155.0
4.398,819341.0
4.516,823554.0
4.751,827776.0
4.806,831990.0
4.792,836182.0
4.885,840392.0
4.864,844619.0
4.883,848809.0
4.938,853061.0
5.046,857253.0
