Current (mA),Time (ms)
0.0,2792.0
0.426,17119.0
0.328,21305.0
0.284,25444.0
0.306,29590.0
0.314,33741.0
0.315,37887.0
0.315,42037.0
0.315,46163.0
0.317,50274.0
0.317,54421.0
0.316,58563.0
0.317,62702.0
0.318,66838.0
0.319,70978.0
0.353,75118.0
0.382,79258.0
0.546,83425.0
0.676,87572.0
0.926,91744.0
1.171,95880.0
1.304,100034.0
1.449,104182.0
1.659,108334.0
1.842,112481.0
2.065,116595.0
2.196,120730.0
2.467,124865.0
2.528,129005.0
2.788,133151.0
3.273,137295.0
3.432,141406.0
3.372,145558.0
3.877,149701.0
4.457,153859.0
4.993,157981.0
5.139,162098.0
