Current (mA),Time (ms)
0.0,95.0
0.412,10287.0
0.451,10556.0
0.478,10831.0
0.489,11102.0
0.466,11372.0
0.454,11644.0
0.483,11919.0
0.556,12191.0
0.48,12462.0
0.564,12736.0
0.576,13007.0
0.578,13277.0
0.563,13548.0
0.591,13821.0
0.549,14093.0
0.575,14365.0
0.532,14636.0
0.536,14907.0
0.58,15179.0
0.56,15449.0
0.566,15721.0
0.558,15993.0
0.587,16265.0
0.576,16538.0
0.583,16810.0
0.581,17081.0
0.586,17352.0
0.581,17622.0
0.587,17892.0
0.594,18163.0
0.595,18434.0
0.593,18707.0
0.603,18979.0
0.6,19251.0
0.604,19523.0
0.608,19795.0
0.612,20065.0
0.618,20338.0
0.617,20608.0
0.622,20882.0
0.627,21153.0
0.632,21427.0
0.638,21700.0
0.643,21972.0
0.647,22245.0
0.652,22516.0
0.657,22789.0
0.662,23059.0
0.668,23332.0
0.671,23605.0
0.677,23876.0
0.679,24144.0
0.685,24415.0
0.689,24688.0
0.695,24957.0
0.7,25229.0
0.704,25506.0
0.709,25778.0
0.713,26049.0
0.717,26320.0
0.722,26592.0
0.727,26863.0
0.732,27134.0
0.737,27406.0
0.743,27679.0
0.748,27953.0
0.753,28223.0
0.758,28495.0
0.764,28766.0
0.77,29037.0
0.774,29310.0
0.779,29583.0
0.785,29853.0
0.788,30123.0
0.795,30395.0
0.799,30663.0
0.804,30936.0
0.809,31209.0
0.816,31480.0
0.822,31752.0
0.827,32021.0
0.835,32295.0
0.839,32566.0
0.845,32836.0
0.86,33107.0
0.871,33376.0
0.879,33650.0
0.886,33921.0
0.895,34193.0
0.903,34465.0
0.911,34735.0
1.234,35006.0
1.481,35429.0
1.486,35700.0
1.492,35974.0
1.645,36245.0
1.605,36514.0
1.722,36789.0
1.672,37060.0
1.816,37330.0
2.014,37603.0
2.258,37875.0
2.686,38147.0
2.617,38417.0
2.68,38690.0
2.9,38960.0
3.008,39232.0
3.165,39504.0
3.21,39776.0
3.884,40048.0
4.253,40323.0
4.512,40595.0
5.274,40868.0
