Current (mA),Time (ms)
0.0,95.0
0.614,10288.0
0.588,10560.0
0.564,10831.0
0.542,11103.0
0.525,11374.0
0.512,11645.0
0.5,11916.0
0.49,12188.0
0.483,12461.0
0.477,12732.0
0.473,13004.0
0.471,13276.0
0.469,13548.0
0.467,13819.0
0.467,14091.0
0.468,14361.0
0.469,14633.0
0.471,14904.0
0.473,15176.0
0.476,15448.0
0.477,15718.0
0.479,15989.0
0.48,16261.0
0.482,16534.0
0.483,16808.0
0.483,17079.0
0.484,17352.0
0.484,17624.0
0.485,17898.0
0.486,18170.0
0.487,18441.0
0.487,18711.0
0.488,18983.0
0.489,19257.0
0.49,19529.0
0.491,19799.0
0.492,20071.0
0.532,20342.0
0.531,20614.0
0.539,20886.0
0.54,21158.0
0.542,21428.0
0.578,21699.0
0.572,21970.0
0.566,22242.0
0.573,22513.0
0.577,22787.0
0.603,23056.0
0.59,23327.0
0.598,23599.0
0.597,23872.0
0.593,24146.0
0.61,24418.0
0.61,24692.0
0.612,24964.0
0.65,25236.0
0.64,25507.0
0.816,25779.0
0.879,26050.0
0.901,26324.0
0.901,26596.0
0.846,26866.0
0.851,27137.0
0.847,27409.0
0.928,27680.0
0.904,27951.0
0.935,28222.0
0.959,28493.0
0.957,28765.0
0.984,29037.0
0.999,29311.0
1.02,29581.0
1.031,29852.0
1.023,30123.0
1.052,30393.0
1.096,30666.0
1.143,30938.0
1.165,31209.0
1.196,31480.0
1.277,31753.0
1.853,32023.0
1.963,32295.0
1.872,32566.0
1.952,32837.0
1.94,33109.0
2.001,33380.0
2.005,33651.0
2.05,33922.0
2.087,34195.0
2.094,34467.0
2.165,34739.0
2.213,35008.0
2.22,35280.0
2.218,35553.0
2.214,35827.0
2.294,36097.0
2.298,36369.0
2.36,36639.0
2.332,36910.0
2.294,37180.0
2.339,37450.0
2.349,37723.0
2.372,37993.0
2.454,38265.0
2.529,38536.0
2.498,38807.0
2.673,39080.0
2.834,39352.0
2.893,39621.0
2.938,39893.0
2.814,40164.0
2.839,40436.0
2.917,40707.0
2.912,40978.0
2.959,41250.0
3.158,41523.0
3.112,41795.0
3.074,42070.0
3.068,42342.0
3.051,42614.0
3.235,42887.0
3.285,43159.0
3.175,43431.0
3.307,43703.0
3.387,43976.0
3.397,44248.0
3.197,44520.0
3.704,44795.0
3.755,45068.0
3.887,45339.0
3.639,45612.0
3.858,45884.0
3.93,46157.0
3.861,46430.0
4.09,46702.0
4.332,46972.0
4.244,47246.0
4.388,47520.0
4.402,47793.0
4.484,48065.0
4.735,48340.0
4.508,48614.0
4.737,48888.0
4.604,49160.0
4.72,49432.0
4.979,49702.0
5.172,49974.0
