Current (mA),Time (ms)
0.0,97.0
3.146,10285.0
2.521,10555.0
2.166,10827.0
1.946,11097.0
1.812,11368.0
1.729,11638.0
1.677,11910.0
1.645,12180.0
1.626,12454.0
1.615,12726.0
1.775,14999.0
1.894,19606.0
1.92,23826.0
1.899,28001.0
1.876,32150.0
1.864,36269.0
1.865,40445.0
1.863,44537.0
1.861,48709.0
1.859,52905.0
1.88,57094.0
1.881,61210.0
1.874,65384.0
1.877,69577.0
1.875,73786.0
1.872,77984.0
1.872,82196.0
1.858,86413.0
1.84,90575.0
1.84,94723.0
1.821,98927.0
1.806,103129.0
2.021,107325.0
2.384,111540.0
2.468,115765.0
2.557,119940.0
2.828,124106.0
2.839,128319.0
2.876,132513.0
4.889,136755.0
2.474,140928.0
2.421,145153.0
4.078,149333.0
4.429,153490.0
5.545,157654.0
