Current (mA),Time (ms)
0.0,2803.0
0.609,16961.0
1.13,21167.0
1.268,25399.0
1.323,29608.0
1.374,33808.0
1.437,38026.0
1.49,42246.0
1.539,46477.0
1.583,50686.0
1.617,54935.0
1.642,59146.0
1.647,63380.0
1.649,67625.0
1.639,71872.0
1.609,76100.0
1.574,80326.0
1.525,84558.0
1.453,88786.0
1.389,93000.0
1.33,97214.0
1.285,101418.0
1.237,105631.0
1.204,109818.0
1.167,114032.0
1.134,118241.0
1.11,122504.0
1.087,126738.0
1.071,130978.0
1.049,135216.0
1.03,139428.0
1.011,143654.0
0.999,147873.0
0.985,152085.0
0.974,156290.0
0.957,160481.0
0.945,164669.0
0.936,168910.0
0.924,173133.0
0.915,177348.0
0.905,181569.0
0.895,185798.0
0.901,190003.0
0.886,194218.0
0.875,198444.0
0.864,202661.0
0.851,206923.0
0.845,211180.0
0.839,215417.0
0.83,219618.0
0.825,223860.0
0.824,228090.0
0.822,232333.0
0.821,236552.0
0.814,240737.0
0.809,244953.0
0.804,249156.0
0.803,253401.0
0.801,257611.0
0.794,261842.0
0.793,266086.0
0.791,270286.0
0.788,274526.0
0.798,278766.0
0.792,282972.0
0.792,287238.0
0.787,291453.0
0.787,295672.0
0.786,299895.0
0.785,304115.0
0.784,308328.0
0.784,312523.0
0.784,316779.0
0.783,321001.0
0.783,325230.0
0.783,329450.0
0.792,333691.0
0.79,337932.0
0.791,342140.0
0.791,346379.0
0.795,350590.0
0.798,354793.0
0.797,359038.0
0.798,363280.0
0.8,367508.0
0.8,371735.0
0.805,375963.0
0.812,380159.0
0.816,384402.0
0.814,388621.0
0.819,392839.0
0.818,397051.0
0.82,401303.0
0.822,405514.0
0.822,409736.0
0.826,413968.0
0.828,418187.0
0.829,422428.0
0.843,426645.0
0.873,430888.0
0.889,435108.0
0.88,439367.0
0.893,443581.0
0.896,447812.0
0.908,452026.0
0.941,456258.0
0.955,460526.0
0.96,464732.0
0.965,468980.0
0.97,473198.0
0.969,477440.0
0.972,481666.0
0.967,485850.0
0.978,490067.0
0.992,494271.0
1.003,498515.0
1.055,502780.0
1.046,507017.0
1.082,511249.0
1.083,515486.0
1.099,519723.0
1.11,523965.0
1.115,528197.0
1.123,532430.0
1.112,536627.0
1.115,540856.0
1.123,545102.0
1.119,549286.0
1.12,553515.0
1.104,557726.0
1.133,561971.0
1.156,566213.0
1.183,570435.0
1.179,574663.0
1.199,578886.0
1.211,583098.0
1.264,587316.0
1.289,591564.0
1.308,595790.0
1.331,600041.0
1.323,604290.0
1.387,608486.0
1.378,612698.0
1.385,616946.0
1.42,621144.0
1.419,625371.0
1.424,629600.0
1.459,633827.0
1.508,638048.0
1.517,642270.0
1.517,646485.0
1.572,650715.0
1.61,654930.0
1.606,659161.0
1.633,663396.0
1.642,667618.0
1.729,671846.0
1.779,676076.0
1.813,680312.0
1.877,684546.0
1.974,688755.0
2.096,692951.0
2.186,697141.0
2.209,701376.0
2.3,705613.0
2.307,709840.0
2.366,714068.0
2.462,718300.0
2.453,722545.0
2.505,726773.0
2.543,730988.0
2.587,735206.0
2.647,739473.0
2.741,743676.0
2.864,747890.0
2.839,752138.0
2.91,756401.0
3.001,760620.0
3.142,764826.0
3.163,769058.0
3.165,773232.0
3.204,777477.0
3.302,781714.0
3.403,785955.0
3.614,790174.0
3.717,794429.0
3.681,798640.0
3.7,802873.0
3.889,807113.0
4.004,811348.0
4.184,815567.0
4.236,819782.0
4.286,823996.0
4.392,828209.0
4.479,832467.0
4.469,836697.0
4.482,840932.0
4.599,845152.0
4.558,849383.0
4.685,853622.0
4.873,857837.0
5.011,862068.0
