Current (mA),Time (ms)
0.0,98.0
4.743,10290.0
4.17,10561.0
4.063,10833.0
4.109,11103.0
4.168,11374.0
4.235,11648.0
4.266,11919.0
4.285,12187.0
4.323,12458.0
4.379,12729.0
4.446,13001.0
4.502,13271.0
4.546,13540.0
4.578,13811.0
4.595,14082.0
4.599,14353.0
4.59,14627.0
4.57,14897.0
4.543,15170.0
4.51,15443.0
4.474,15713.0
4.438,15981.0
4.407,16254.0
4.377,16524.0
4.351,16799.0
4.327,17071.0
4.304,17344.0
4.287,17614.0
4.272,17887.0
4.256,18160.0
4.241,18431.0
4.227,18705.0
4.216,18976.0
4.207,19247.0
4.197,19520.0
4.188,19793.0
4.181,20064.0
4.177,20335.0
4.172,20607.0
4.165,20877.0
4.163,21146.0
4.165,21417.0
4.162,21689.0
4.164,21959.0
4.165,22230.0
4.161,22501.0
4.164,22772.0
4.169,23043.0
4.181,23315.0
4.191,23585.0
4.198,23859.0
4.206,24132.0
4.214,24406.0
4.232,24675.0
4.242,24947.0
4.264,25219.0
4.278,25490.0
4.287,25762.0
4.295,26045.0
4.303,26317.0
4.309,26612.0
4.32,26884.0
4.328,27157.0
4.333,27428.0
4.344,27699.0
4.349,27970.0
4.366,28241.0
4.38,28514.0
4.387,28787.0
4.385,29061.0
4.383,29335.0
4.396,29608.0
4.411,29881.0
4.421,30159.0
4.427,30430.0
4.429,30703.0
4.435,30974.0
4.43,31248.0
4.442,31520.0
4.46,31792.0
4.469,32065.0
4.481,32337.0
4.487,32608.0
4.499,32879.0
4.51,33176.0
4.523,33475.0
4.534,33748.0
4.531,34024.0
4.529,34343.0
4.538,34615.0
4.541,34888.0
4.541,35160.0
4.551,35431.0
4.567,35704.0
4.583,35974.0
4.588,36245.0
4.598,36527.0
4.61,36829.0
4.623,37104.0
4.645,37376.0
4.646,37648.0
4.647,37920.0
4.657,38191.0
4.659,38463.0
4.669,38732.0
4.686,39005.0
4.69,39275.0
4.702,39546.0
4.713,39819.0
4.733,40092.0
4.742,40361.0
4.773,40632.0
4.783,40903.0
4.796,41175.0
4.801,41447.0
4.813,41718.0
4.831,41990.0
4.841,42260.0
4.863,42530.0
4.882,42798.0
4.883,43071.0
4.877,43343.0
4.875,43613.0
4.886,43885.0
4.891,44154.0
4.908,44425.0
4.921,44698.0
4.936,44970.0
4.947,45248.0
4.964,45520.0
4.981,45793.0
4.987,46065.0
4.99,46338.0
5.002,46606.0
