Current (mA),Time (ms)
0.0,93.0
2.692,10296.0
2.481,10565.0
2.608,10836.0
2.751,11107.0
2.794,11378.0
2.892,11650.0
2.994,11921.0
3.081,12194.0
3.157,12462.0
3.224,12735.0
3.282,13006.0
3.333,13277.0
3.38,13549.0
3.419,13821.0
3.453,14094.0
3.478,14365.0
3.501,14638.0
3.518,14909.0
3.526,15181.0
3.526,15452.0
3.525,15722.0
3.516,15994.0
3.507,16265.0
3.496,16536.0
3.486,16805.0
3.473,17077.0
3.46,17347.0
3.447,17620.0
3.436,17890.0
3.422,18163.0
3.411,18434.0
3.401,18706.0
3.391,18979.0
3.385,19248.0
3.373,19520.0
3.366,19790.0
3.358,20059.0
3.355,20329.0
3.345,20600.0
3.339,20871.0
3.331,21145.0
3.328,21416.0
3.321,21688.0
3.317,21960.0
3.311,22228.0
3.309,22498.0
3.312,22770.0
3.314,23040.0
3.311,23313.0
3.308,23585.0
3.302,23857.0
3.297,24130.0
3.297,24403.0
3.29,24674.0
3.288,24946.0
3.295,25217.0
3.291,25487.0
3.291,25758.0
3.294,26031.0
3.298,26302.0
3.303,26576.0
3.311,26849.0
3.305,27121.0
3.306,27393.0
3.336,27667.0
3.369,27937.0
3.362,28208.0
3.358,28480.0
3.349,28751.0
3.351,29023.0
3.348,29293.0
3.347,29565.0
3.35,29838.0
3.352,30108.0
3.359,30379.0
3.386,30654.0
3.393,30923.0
3.39,31194.0
3.388,31465.0
3.383,31734.0
3.381,32008.0
3.376,32281.0
3.376,32552.0
3.38,32822.0
3.392,33096.0
3.396,33367.0
3.416,33639.0
3.44,33910.0
3.483,34182.0
3.501,34455.0
3.545,34724.0
3.575,34996.0
3.574,35269.0
3.568,35541.0
3.552,35815.0
3.539,36087.0
3.538,36359.0
3.532,36632.0
3.531,36903.0
3.534,37174.0
3.533,37446.0
3.53,37715.0
3.545,37987.0
3.562,38259.0
3.598,38533.0
3.606,38804.0
3.613,39077.0
3.615,39350.0
3.618,39623.0
3.618,39897.0
3.617,40171.0
3.621,40441.0
3.748,40714.0
3.738,40985.0
3.719,41257.0
3.705,41529.0
3.719,41801.0
3.739,42072.0
3.74,42345.0
3.731,42617.0
3.735,42888.0
3.829,43160.0
3.831,43431.0
3.856,43703.0
3.868,43975.0
3.862,44249.0
3.845,44520.0
3.89,44791.0
3.897,45062.0
3.887,45335.0
3.881,45605.0
3.869,45878.0
3.845,46148.0
3.851,46419.0
3.892,46689.0
3.884,46960.0
3.859,47232.0
3.885,47502.0
3.886,47774.0
3.902,48046.0
3.908,48319.0
3.848,48589.0
3.836,48862.0
3.824,49134.0
3.824,49408.0
3.825,49680.0
3.827,49951.0
3.833,50222.0
3.837,50493.0
3.844,50766.0
3.846,51038.0
3.854,51309.0
3.869,51580.0
3.866,51851.0
3.882,52123.0
3.904,52393.0
3.902,52663.0
3.959,52932.0
3.941,53203.0
3.924,53475.0
3.919,53747.0
3.91,54018.0
3.906,54289.0
3.89,54560.0
3.895,54832.0
4.082,55103.0
4.077,55372.0
4.074,55644.0
4.054,55917.0
4.046,56189.0
4.042,56461.0
4.029,56732.0
4.03,57004.0
4.029,57274.0
4.047,57546.0
4.031,57815.0
4.032,58085.0
4.045,58358.0
4.034,58626.0
4.046,58898.0
4.046,59168.0
4.04,59441.0
4.043,59712.0
4.029,59984.0
4.032,60256.0
4.031,60530.0
4.033,60801.0
4.054,61073.0
4.088,61342.0
4.073,61611.0
4.106,61881.0
4.143,62152.0
4.135,62425.0
4.143,62698.0
4.179,62971.0
4.151,63243.0
4.125,63513.0
4.144,63784.0
4.12,64055.0
4.115,64328.0
4.118,64598.0
4.116,64868.0
4.102,65141.0
4.134,65413.0
4.136,65685.0
4.135,65955.0
4.127,66225.0
4.128,66495.0
4.124,66768.0
4.125,67040.0
4.111,67312.0
4.126,67585.0
4.102,67853.0
4.103,68123.0
4.101,68393.0
4.112,68667.0
4.114,68937.0
4.1,69210.0
4.1,69481.0
4.117,69753.0
4.113,70022.0
4.102,70293.0
4.115,70565.0
4.169,70836.0
4.188,71108.0
4.206,71377.0
4.192,71647.0
4.236,71918.0
4.218,72191.0
4.213,72463.0
4.216,72737.0
4.203,73008.0
4.18,73279.0
4.165,73548.0
4.188,73821.0
4.196,74090.0
4.184,74363.0
4.169,74632.0
4.194,74905.0
4.203,75174.0
4.209,75449.0
4.195,75721.0
4.198,75993.0
4.229,76265.0
4.224,76536.0
4.216,76808.0
4.249,77078.0
4.248,77349.0
4.236,77624.0
4.261,77893.0
4.265,78161.0
4.274,78434.0
4.246,78706.0
4.263,78976.0
4.268,79247.0
4.258,79518.0
4.238,79788.0
4.244,80060.0
4.237,80331.0
4.253,80601.0
4.292,80872.0
4.277,81146.0
4.304,81418.0
4.309,81688.0
4.319,81960.0
4.288,82232.0
4.341,82503.0
4.512,82774.0
4.833,83045.0
4.872,83315.0
5.241,83587.0
